,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
9,Operating Expenses,70.66,68.65,63.57,70.66,64.63,46.31,55.31,46.62,47.2,38.27,41.78,55.24,44.48,19.13,38.96,53.77,35.53,46.55,41.36,40.45
10,Operating Income,26.18,4.74,25.99,15.63,36.37,32.93,26.91,36.02,22.18,14.46,21.18,-10.25,-11.76,30.14,24.66,-7.92,22.28,93.71,8.33,41.51
11,Interest Expense,-1.2,-0.57,-0.71,-0.97,-1.04,-0.94,-0.64,-0.53,-0.09,-,-0.04,-0.12,-0.02,-0.01,-0.07,-0.19,-0.11,-0.19,-0.16,-0.49
12,Interest & Investment Income,2.6,1.6,3.43,4.78,4.48,3.92,5.09,5.42,4.75,2.03,5.45,8.03,6.72,7.64,6.57,2.42,0.92,0.74,0.34,0.62
13,Currency Exchange Gain (Loss),-1.44,1.44,-,0.8,-0.29,0.29,-,2.22,-1.47,-,-,-0.68,0.21,-0.21,-,-2.1,-0.11,0.11,-,-0.33
14,Other Non Operating Income (Expenses),1.75,-0.65,0.35,3.01,-0.57,-1.88,-1.38,-0.54,0.41,3.57,-0.2,-0.06,-0.33,0.35,-0.52,4.37,-1.96,-1.68,-1.12,-0.13
15,EBT Excluding Unusual Items,27.88,6.57,29.06,23.25,38.94,34.31,29.97,42.61,25.78,20.06,26.39,-3.07,-5.18,37.91,30.65,-3.42,21.01,92.7,7.39,41.19
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.22
17,Gain (Loss) on Sale of Assets,-1.27,-2.37,-0,-3.45,-,0,-2.24,-4.49,1.4,-0.12,-1.57,-3.4,1.12,-1.81,0.04,-3.31,2.04,-1.2,0.02,0.23
18,Asset Writedown,-3.55,0.47,-0.47,5.96,-5.96,1.38,-1.38,0.85,-0.85,-0.3,-0.08,1.37,-1.37,0.55,-0.55,-1.46,1.46,-1.34,1.34,-0.88
19,Other Unusual Items,-6.78,6.53,-0.62,13.9,-,-,-,9.97,-5.67,-,1.11,20.81,-0.01,0.01,-,14.96,-0.01,0.01,-,2.8
20,Pretax Income,16.29,11.2,27.97,39.65,32.98,35.69,26.36,48.94,20.66,19.65,25.85,15.71,-5.45,36.66,30.14,6.77,24.5,90.17,8.75,43.12
21,Income Tax Expense,3.59,2.77,3.93,3.97,2.03,4.3,3.14,5.58,1.57,0.13,3.39,0.57,-0.68,3.08,5.6,-0.02,2.87,11.32,1.53,4.86
22,Earnings From Continuing Operations,12.69,8.43,24.04,35.69,30.95,31.39,23.22,43.36,19.09,19.51,22.46,15.14,-4.77,33.58,24.54,6.79,21.63,78.84,7.22,38.27
23,Minority Interest in Earnings,0,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,12.7,8.43,24.04,35.69,30.95,31.39,23.22,43.36,19.09,19.51,22.46,15.14,-4.77,33.58,24.54,6.79,21.63,78.84,7.22,38.27
25,Net Income to Common,12.7,8.43,24.04,35.69,30.95,31.39,23.22,43.36,19.09,19.51,22.46,15.14,-4.77,33.58,24.54,6.79,21.63,78.84,7.22,38.27
26,Net Income Growth,-58.98%,-73.13%,3.53%,-17.69%,62.11%,60.86%,3.38%,186.39%,-,-41.88%,-8.47%,123.12%,-,-57.41%,239.76%,-82.27%,-,-,-,-
27,Shares Outstanding (Basic),115,109,114,111,115,111,116,115,112,115,112,116,113,116,112,93,86,80,90,85
28,Shares Outstanding (Diluted),142,181,114,138,134,111,116,115,112,115,112,116,113,116,112,93,86,80,90,85
29,Shares Change (YoY),5.92%,62.17%,-1.40%,20.16%,19.56%,-2.74%,3.38%,-1.13%,-0.50%,-1.53%,0.68%,24.61%,30.99%,45.20%,23.55%,9.54%,-,-,-,-
30,EPS (Basic),0.11,0.08,0.21,0.32,0.27,0.28,0.20,0.38,0.17,0.17,0.20,0.13,-0.04,0.29,0.22,0.07,0.25,0.98,0.08,0.45
31,EPS (Diluted),0.09,0.05,0.21,0.26,0.23,0.28,0.20,0.38,0.17,0.17,0.20,0.13,-0.04,0.29,0.22,0.07,0.25,0.98,0.08,0.45
32,EPS Growth,-61.27%,-83.43%,5.00%,-31.77%,35.99%,65.40%,0%,189.65%,-,-40.98%,-9.09%,79.06%,-,-70.67%,175.00%,-83.81%,-,-,-,-
33,Free Cash Flow,-49.64,-91.26,-133.54,-65.88,-52.95,-82.08,-110.63,42.36,-88.18,-61.57,-50.78,-22.64,-110.44,-22.86,10.37,19.78,34.84,48.11,-16.91,30.08
34,Free Cash Flow Per Share,-0.35,-0.50,-1.17,-0.48,-0.40,-0.74,-0.95,0.37,-0.79,-0.54,-0.45,-0.20,-0.98,-0.20,0.09,0.21,0.41,0.60,-0.19,0.35
35,Dividend Per Share,-,-,-,0.330,-,-,-,0.290,-,-,-,0.200,-,-,-,0.350,-,-,-,0.180
36,Dividend Growth,-,-,-,13.79%,-,-,-,45.00%,-,-,-,-42.86%,-,-,-,94.44%,-,-,-,-
37,Gross Margin,30.76%,24.82%,25.40%,24.52%,30.58%,26.03%,22.24%,25.43%,21.74%,18.81%,24.69%,18.76%,25.69%,31.70%,33.55%,22.45%,33.88%,38.76%,34.30%,31.08%
38,Operating Margin,8.32%,1.60%,7.37%,4.44%,11.01%,10.82%,7.28%,11.08%,6.95%,5.16%,8.31%,-4.27%,-9.24%,19.39%,13.00%,-3.88%,13.06%,25.90%,5.75%,15.74%
39,Profit Margin,4.03%,2.85%,6.82%,10.14%,9.37%,10.31%,6.28%,13.34%,5.98%,6.96%,8.81%,6.31%,-3.74%,21.61%,12.94%,3.32%,12.67%,21.79%,4.99%,14.51%
40,Free Cash Flow Margin,-15.77%,-30.87%,-37.87%,-18.72%,-16.03%,-26.96%,-29.92%,13.03%,-27.63%,-21.96%,-19.92%,-9.44%,-86.73%,-14.71%,5.47%,9.69%,20.42%,13.29%,-11.67%,11.41%
41,EBITDA,53.12,36.65,52.94,42.57,59.41,59.34,49.94,59.06,39.47,36.44,38.34,7.05,3.98,46.09,40.41,7.94,37.82,109.26,23.42,56.6
42,EBITDA Margin,16.88%,12.40%,15.01%,12.10%,17.98%,19.49%,13.51%,18.17%,12.37%,13.00%,15.04%,2.94%,3.13%,29.65%,21.31%,3.89%,22.16%,30.19%,16.16%,21.47%
43,D&A For EBITDA,26.94,31.91,26.94,26.94,23.04,26.4,23.04,23.04,17.3,21.98,17.16,17.3,15.75,15.95,15.75,15.86,15.54,15.55,15.09,15.09
44,EBIT,26.18,4.74,25.99,15.63,36.37,32.93,26.91,36.02,22.18,14.46,21.18,-10.25,-11.76,30.14,24.66,-7.92,22.28,93.71,8.33,41.51
45,EBIT Margin,8.32%,1.60%,7.37%,4.44%,11.01%,10.82%,7.28%,11.08%,6.95%,5.16%,8.31%,-4.27%,-9.24%,19.39%,13.00%,-3.88%,13.06%,25.90%,5.75%,15.74%
46,Effective Tax Rate,22.07%,24.77%,14.04%,10.00%,6.16%,12.05%,11.91%,11.40%,7.58%,0.67%,13.13%,3.61%,-,8.41%,18.58%,-,11.73%,12.56%,17.47%,11.27%
47,Revenue as Reported,314.79,295.64,352.58,351.95,330.32,304.48,369.7,325.04,319.18,-,254.97,239.82,127.34,155.42,189.64,204.26,170.66,361.89,144.86,988.09
