,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
19,Accounts Payable,621.48,483.19,479.34,520.12,513.96,-,387.07,411.09,365.02,395.46,410.25,406.25,413.15,381.78,318.39,267.9,177.08,-,-,173.81
20,Accrued Expenses,27.72,25.66,17.58,40.83,26.3,-,17.75,37.02,23.66,24.22,14.1,24.65,19.76,18.19,12.71,24.07,20.33,-,-,25.98
21,Short-Term Debt,71,10.09,130.12,120.07,107.83,-,135.06,95.01,60.01,2,2,-,2,2,-,10.01,10.01,-,-,10
22,Current Portion of Long-Term Debt,8.12,4.59,3.65,-,4.14,-,3.62,0.02,-,-,-,-,-,-,-,-,-,-,-,-
23,Current Portion of Leases,-,3.55,-,3.82,-,-,-,3.63,-,-,-,-,-,-,-,-,-,-,-,-
24,Current Income Taxes Payable,8.41,0.44,13.94,6.79,12.95,-,10.62,9.49,17.1,4.8,10.71,3.64,5.17,5.45,7.22,-,0.92,-,-,1.94
25,Current Unearned Revenue,2.02,3.98,2.57,3.23,3.77,-,3.63,8.41,3.44,5.73,6.05,9.41,1.38,1.4,4.89,5.92,4.94,-,-,9.74
26,Other Current Liabilities,1.78,39.04,1.5,3.19,4.87,-,4.7,5.02,4.01,4.94,4.46,5.34,4.23,6.84,4.3,5.84,4.2,-,-,4.33
27,Total Current Liabilities,740.53,570.52,648.7,698.05,673.81,-,562.45,569.69,473.24,437.15,447.57,449.29,445.69,415.67,347.52,313.74,217.49,-,-,225.79
28,Long-Term Debt,670.55,665.17,643.15,576.43,599.51,-,32.5,15,5,-,-,-,-,-,-,-,41.56,-,-,10
29,Long-Term Leases,7.56,7.5,6.44,6.62,9.2,-,8.63,9.1,2.77,2.84,2.98,2.38,-,-,-,-,-,-,-,-
30,Long-Term Unearned Revenue,75.22,74.62,76.6,46.2,47.92,-,42.64,36.71,37.79,38.36,39.41,40.47,34.46,35.25,36,36.74,23.24,-,-,20.01
31,Long-Term Deferred Tax Liabilities,3.09,2.24,0.39,0.46,0.24,-,0.26,0.67,-,-,-,-,-,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,0.19,0.28,1.02,0.32,0.76,-,0.84,0.79,1.18,0.9,1.36,0.85,0.31,2.24,1.43,1.31,1.71,-,-,2.74
33,Total Liabilities,1497,1320,1376,1328,1331,-,647.31,631.95,519.98,479.25,491.32,492.99,480.46,453.16,384.94,351.79,284,-,-,258.55
34,Common Stock,114.75,114.75,113.6,113.6,113.6,-,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,85.2,-,-,85.2
35,Additional Paid-In Capital,1152,1152,1129,1129,1129,-,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,374.62,-,-,374.62
36,Retained Earnings,694.89,682.2,710.53,686.3,650.63,-,621.23,597.99,554.66,535.56,538.77,516.31,501.17,505.93,512.11,487.57,480.79,-,-,388.43
37,Treasury Stock,-55,-55,-55,-30,-17.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Comprehensive Income & Other,113.18,113.18,117.2,116.72,175.85,-,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.27,-0.27,-0.27,-0.17,-,-,-0.21
39,Total Common Equity,2020,2007,2015,2015,2051,-,1863,1840,1796,1777,1781,1758,1743,1748,1754,1730,940.44,-,848.04,848.04
40,Minority Interest,0.09,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,Shareholders' Equity,2020,2007,2015,2015,2051,-,1863,1840,1796,1777,1781,1758,1743,1748,1754,1730,940.44,-,848.04,848.04
42,Total Liabilities & Equity,3517,3327,3391,3343,3383,-,2510,2472,2316,2257,2272,2251,2223,2201,2139,2081,1224,-,-,1107
43,Total Debt,757.23,690.89,783.36,706.93,720.68,-,179.81,122.76,67.78,4.84,4.98,2.38,2,2,-,10.01,51.57,-,20,20
44,Net Cash (Debt),-463.25,-348.65,-84.92,182.1,275.95,-,297.81,408.82,372.16,462.04,542.9,603.72,635.74,755.84,830.45,979.37,166.72,-,113.23,113.23
45,Net Cash Growth,-,-,-,-55.46%,-25.85%,-,-45.14%,-32.28%,-41.46%,-38.87%,-34.63%,-38.36%,281.32%,-,633.43%,764.96%,-,-,-,-
46,Net Cash Per Share,-3.26,-1.93,-0.74,1.32,2.06,-,2.57,3.56,3.32,4.03,4.83,5.20,5.64,6.50,7.44,10.51,1.94,-,1.25,1.33
47,Filing Date Shares Outstanding,112.58,112.58,111.43,111.43,114.7,111.45,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,85.2,80.14,90.29,85.2
48,Total Common Shares Outstanding,112.58,112.58,111.43,112.58,114.7,111.45,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,85.2,80.14,90.29,85.2
49,Working Capital,890.96,1026,964.53,1049,1341,-,612.76,619.04,630.56,641.79,702.83,723.13,748.51,820.48,903.45,1071,392.16,-,-,304.33
50,Book Value Per Share,17.94,17.83,18.08,17.90,17.94,-,16.40,16.20,15.81,15.65,15.67,15.48,15.34,15.39,15.44,15.23,11.04,-,9.95,9.95
51,Tangible Book Value,1959,1946,1954,1953,1989,-,1801,1777,1733,1713,1717,1713,1697,1702,1708,1683,893.44,-,797.22,797.22
52,Tangible Book Value Per Share,17.40,17.29,17.53,17.35,17.39,-,15.85,15.64,15.25,15.08,15.12,15.08,14.94,14.98,15.03,14.82,10.49,-,9.36,9.36
53,Buildings,-,551.47,-,545.94,-,-,-,454.64,-,429.2,-,410.59,-,349.92,-,348.42,347.13,-,-,345.12
54,Machinery,-,1114,-,1084,-,-,-,878.92,-,790.26,-,723.64,-,526.61,-,515.13,519.47,-,-,490.85
55,Construction In Progress,-,443.98,-,296.55,-,-,-,157.09,-,138.42,-,114.87,-,250.79,-,138.63,51.45,-,-,16.12
