,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,91.95,79.58,88.28,79.02,90.37,85.91,82.53,97.94,72.95,71.53,72.38,77.01,83.73,71.94,76.89,72.04,60.29,62.94,41.76
10,Operating Income,34.08,43.2,23.54,21.81,30.42,29.19,21.71,-4.01,36.98,35.75,34.94,23.67,55.82,44.95,34.14,45.13,45.88,12.7,17.49
11,Interest Expense,-8.27,-6.01,-7.08,-7.28,-6.34,-6.62,-5,-6.13,-4.6,-7.06,-5.46,-4.34,-6.93,-5.33,-3.4,-6.53,-4.33,-3.62,-3.93
12,Interest & Investment Income,6.49,11.01,6.02,6.95,7.7,5.95,9.54,22.57,-,0.99,5.14,2.87,1.27,0.55,1.1,2.26,0.9,0.6,0.75
13,Other Non Operating Income (Expenses),0.84,-3.96,1.29,-1.55,-0.49,-3.52,-0.02,-11.81,-0.34,6.81,-0.93,-2.78,0.56,0.24,0.07,1.77,-0.39,0.87,0.14
14,EBT Excluding Unusual Items,33.13,44.24,23.76,19.93,31.28,24.99,26.23,0.62,32.04,36.49,33.69,19.41,50.72,40.41,31.9,42.62,42.06,10.55,14.46
15,Gain (Loss) on Sale of Investments,0.18,-1.12,0.7,0.23,0.05,-0.06,-5.6,8.6,-2.9,-0.2,0.5,-0.02,-2.78,-0.85,0.66,0.82,0.42,1.27,-2.62
16,Gain (Loss) on Sale of Assets,0.02,0.22,-,-0.01,0.4,-,0.01,-,-,-,-,-,-,5.19,-,-0.82,0.83,0.29,-
17,Asset Writedown,-3.49,0.28,-0.28,4.33,-4.33,0.35,-0.35,5.04,-5.03,0.47,-0.45,0.93,-0.93,0.32,-0.32,3.08,-3.13,3.63,-3.63
18,Other Unusual Items,-0.41,0.73,0.05,3.93,-,-,-,15.34,-,-,-,10.76,-,-,-,-,-,-,-
19,Pretax Income,29.43,44.34,24.24,28.4,27.4,25.29,20.29,29.6,24.11,36.76,33.74,31.07,47.01,45.07,32.24,45.7,40.19,15.74,8.21
20,Income Tax Expense,3.94,4.26,3.56,4.33,3.21,5.57,1.76,3.33,3.19,3.26,4.62,4.14,5.87,6.61,4.21,6.94,5.94,2.27,1.05
21,Net Income,25.49,40.09,20.68,24.07,24.19,19.71,18.53,26.28,20.92,33.5,29.13,26.93,41.14,38.46,28.04,38.76,34.25,13.47,7.15
22,Net Income to Common,25.49,40.09,20.68,24.07,24.19,19.71,18.53,26.28,20.92,33.5,29.13,26.93,41.14,38.46,28.04,38.76,34.25,13.47,7.15
23,Net Income Growth,5.37%,103.36%,11.58%,-8.40%,15.61%,-41.15%,-36.38%,-2.43%,-49.14%,-12.91%,3.89%,-30.52%,20.13%,185.53%,291.98%,-,-,-,-
24,Shares Outstanding (Basic),538,552,517,537,508,475,618,485,563,461,583,522,552,382,401,453,351,467,358
25,Shares Outstanding (Diluted),538,552,517,537,508,475,618,485,563,461,583,522,552,382,401,453,351,467,358
26,Shares Change (YoY),5.94%,16.21%,-16.32%,10.65%,-9.73%,2.98%,6.04%,-7.01%,1.98%,20.79%,45.44%,15.29%,57.33%,-18.29%,11.99%,-,-,-,-
27,EPS (Basic),0.05,0.07,0.04,0.04,0.05,0.04,0.03,0.05,0.04,0.07,0.05,0.05,0.07,0.10,0.07,0.09,0.10,0.03,0.02
28,EPS (Diluted),0.05,0.07,0.04,0.04,0.05,0.04,0.03,0.05,0.04,0.07,0.05,0.05,0.07,0.10,0.07,0.09,0.10,0.03,0.02
29,EPS Growth,-0.53%,66.37%,33.33%,-20.63%,28.07%,-42.86%,-40.00%,4.92%,-50.13%,-27.90%,-28.57%,-39.74%,-23.65%,249.46%,250.00%,-,-,-,-
30,Free Cash Flow,128.47,60.71,-109.76,407.97,-47.73,131.96,-234.39,251.76,231.7,-13.1,-415.1,337.36,-257.29,-133.93,-282.95,362.64,-69.69,-11.73,-195.83
31,Free Cash Flow Per Share,0.24,0.11,-0.21,0.76,-0.09,0.28,-0.38,0.52,0.41,-0.03,-0.71,0.65,-0.47,-0.35,-0.71,0.80,-0.20,-0.03,-0.55
32,Dividend Per Share,-,-,-,0.050,-,-,-,0.050,-,-,-,0.030,-,0.100,-,-,-,-,-
33,Dividend Growth,-,-,-,0%,-,-,-,66.67%,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,10.89%,11.73%,12.39%,11.25%,13.50%,13.36%,12.75%,10.69%,14.96%,15.39%,15.23%,13.20%,18.34%,18.53%,28.53%,23.78%,22.15%,17.91%,19.50%
35,Operating Margin,2.95%,4.13%,2.61%,2.43%,3.40%,3.39%,2.65%,-0.46%,5.03%,5.13%,4.96%,3.10%,7.34%,7.13%,8.77%,9.16%,9.57%,3.01%,5.75%
36,Profit Margin,2.20%,3.83%,2.29%,2.69%,2.70%,2.29%,2.27%,2.99%,2.85%,4.80%,4.13%,3.53%,5.41%,6.10%,7.20%,7.87%,7.15%,3.19%,2.35%
37,Free Cash Flow Margin,11.10%,5.80%,-12.16%,45.53%,-5.33%,15.32%,-28.67%,28.64%,31.54%,-1.88%,-58.92%,44.24%,-33.82%,-21.23%,-72.70%,73.60%,-14.54%,-2.78%,-64.44%
38,EBITDA,46.27,58.03,35.73,34,38.95,40.59,30.24,4.52,42.63,43.32,40.59,29.31,60.45,50.6,38.77,49.77,50.75,17.17,22.36
39,EBITDA Margin,4.00%,5.54%,3.96%,3.79%,4.35%,4.71%,3.70%,0.51%,5.80%,6.21%,5.76%,3.84%,7.95%,8.02%,9.96%,10.10%,10.59%,4.06%,7.36%
40,D&A For EBITDA,12.19,14.83,12.19,12.19,8.53,11.4,8.53,8.53,5.64,7.58,5.64,5.64,4.63,5.65,4.63,4.63,4.87,4.47,4.87
41,EBIT,34.08,43.2,23.54,21.81,30.42,29.19,21.71,-4.01,36.98,35.75,34.94,23.67,55.82,44.95,34.14,45.13,45.88,12.7,17.49
42,EBIT Margin,2.95%,4.13%,2.61%,2.43%,3.40%,3.39%,2.65%,-0.46%,5.03%,5.13%,4.96%,3.10%,7.34%,7.13%,8.77%,9.16%,9.57%,3.01%,5.75%
43,Effective Tax Rate,13.40%,9.60%,14.70%,15.26%,11.71%,22.05%,8.67%,11.24%,13.21%,8.87%,13.68%,13.32%,12.49%,14.66%,13.05%,15.18%,14.78%,14.44%,12.85%
44,Revenue as Reported,1157,1047,902.59,896.06,894.85,861.49,817.66,878.95,734.72,697.2,704.45,762.55,760.69,630.73,389.21,492.74,479.28,726.38,-
45,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.02
