,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
29,Total Liabilities,683.14,693.99,687.19,936.04,947.38,718.34,470.06,490.72,467.44,328.51,249.27,259.26,348.89,227.22,180.17,236.69,-,99.2,-
30,Common Stock,169.47,169.47,121.05,121.04,120.67,120.67,120.67,120.67,120.67,120,80,80,80,80,80,60,-,60,-
31,Additional Paid-In Capital,1446,1446,1492,1490,1472,1470,-,1463,1459,1441,1481,1481,1481,1481,1481,110.51,-,110.51,-
32,Retained Earnings,675.37,611.47,695.42,635.59,589.25,491.9,603.38,530.04,476.11,348.21,406.42,344.3,288.25,196.86,257.96,207.56,-,74.71,-
33,Treasury Stock,-7.63,-11.1,-11.1,-11.1,-10.4,-15.69,-15.69,-15.69,-15.69,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,0.34,0.45,-0.45,-1.46,0.02,0.12,1466,-,-,-,-,-,-,-,-,-,-,-,-
35,Total Common Equity,2284,2216,2297,2234,2171,2067,2175,2098,2040,1909,1967,1905,1849,1757,1819,378.08,-,245.22,274.1
36,Minority Interest,28.43,26.76,26.13,26.8,21.96,21.98,25.07,27.93,30.25,22.16,22.71,20.72,21.84,12.59,11.33,12.35,-,5.7,-
37,Shareholders' Equity,2312,2243,2323,2261,2193,2089,2200,2126,2071,1931,1990,1926,1871,1770,1830,390.43,-,250.92,279.05
38,Total Liabilities & Equity,2996,2937,3011,3197,3141,2807,2670,2616,2538,2259,2239,2185,2220,1997,2010,627.12,-,350.12,-
39,Total Debt,93.93,159.95,159.07,172.15,121.49,67.16,72.31,72.4,59.11,59.55,46.8,50.35,86.59,88.78,47.39,30.03,-,-,-
40,Net Cash (Debt),1362,1425,1480,1245,896.32,1055,1290,1123,1204,1161,1240,1276,1400,1395,1474,-9.53,-,86.86,57.25
41,Net Cash Growth,51.97%,35.10%,14.74%,10.88%,-25.58%,-9.18%,4.02%,-12.01%,-14.00%,-16.78%,-15.87%,-,-,1506.20%,2474.43%,-,-,-,-
42,Net Cash Per Share,8.00,8.42,8.66,7.46,5.33,6.23,7.66,6.69,8.62,5.90,7.41,7.63,8.29,8.30,10.58,-0.07,-,0.70,0.45
43,Filing Date Shares Outstanding,169.47,169.47,169.47,169.46,168.94,168.94,168.94,168.94,168.94,168,168,168,168,168,168,126,125.59,126,126.68
44,Total Common Shares Outstanding,169.47,169.47,169.47,169.46,168.94,168.94,168.94,168.94,168.94,168,168,168,168,168,168,126,125.59,126,126.68
45,Working Capital,1766,1724,1822,1604,1596,1534,1677,1621,1592,1482,1558,1621,1751,1680,1762,331.9,-,197.27,-
46,Book Value Per Share,13.48,13.08,13.56,13.18,12.85,12.23,12.87,12.42,12.08,11.36,11.71,11.34,11.00,10.46,10.82,3.00,-,1.95,2.18
47,Tangible Book Value,2202,2133,2213,2148,2084,1979,2085,2007,1948,1816,1950,1888,1832,1741,1802,362.42,-,243.39,271.99
48,Tangible Book Value Per Share,12.99,12.58,13.06,12.68,12.34,11.71,12.34,11.88,11.53,10.81,11.60,11.24,10.90,10.36,10.73,2.88,-,1.93,2.16
49,Machinery,-,221.31,-,198.55,-,182.81,-,167.28,-,121.91,-,101.6,-,56.46,-,51.93,-,45.86,-
50,Construction In Progress,-,197.05,-,150.13,-,47,-,2.68,-,-,-,-,-,-,-,-,-,-,-
