,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
32,Dividend Per Share,-,-,-,0.450,-,-,-,0.280,-,-,-,0.280,-,-,-,0.180,-,-,-
33,Dividend Growth,-,-,-,60.71%,-,-,-,0%,-,-,-,55.56%,-,-,-,-,-,-,-
34,Gross Margin,25.77%,26.75%,28.51%,23.88%,37.96%,26.61%,30.88%,24.06%,31.33%,29.64%,28.38%,18.96%,35.71%,35.44%,38.55%,30.23%,40.79%,36.25%,37.67%
35,Operating Margin,7.15%,8.71%,6.02%,12.22%,12.66%,4.42%,6.52%,-1.48%,18.52%,-4.96%,19.25%,-4.43%,18.04%,8.93%,30.68%,4.51%,26.15%,22.72%,13.39%
36,Profit Margin,2.97%,10.07%,5.16%,16.80%,7.65%,7.27%,8.65%,7.07%,15.60%,12.73%,11.15%,18.56%,15.08%,22.53%,17.43%,8.60%,20.61%,22.90%,10.54%
37,Free Cash Flow Margin,-15.18%,-4.63%,-10.11%,-39.43%,2.91%,-35.57%,-66.63%,12.32%,-29.22%,28.75%,-19.93%,38.37%,14.97%,-35.43%,-39.39%,16.96%,-18.49%,43.19%,-14.47%
38,EBITDA,8.61,14.34,7.43,21.82,15.16,6.83,7.92,1.2,28.02,-0.52,21.48,-1.72,24.38,12.95,25.67,6.96,26.42,27.76,8.3
39,EBITDA Margin,10.72%,11.54%,9.81%,14.07%,15.59%,7.31%,10.18%,1.09%,20.34%,-0.69%,21.80%,-1.80%,20.00%,11.23%,33.82%,6.86%,28.72%,24.92%,18.73%
40,D&A For EBITDA,2.87,3.51,2.87,2.87,2.85,2.7,2.85,2.85,2.52,3.22,2.52,2.52,2.39,2.65,2.39,2.39,2.37,2.46,2.37
41,EBIT,5.74,10.83,4.56,18.95,12.31,4.13,5.07,-1.64,25.51,-3.73,18.97,-4.24,21.99,10.3,23.29,4.58,24.06,25.3,5.94
42,EBIT Margin,7.15%,8.71%,6.02%,12.22%,12.66%,4.42%,6.52%,-1.48%,18.52%,-4.96%,19.25%,-4.43%,18.04%,8.93%,30.68%,4.51%,26.15%,22.72%,13.39%
43,Effective Tax Rate,0.68%,5.82%,19.32%,11.95%,8.92%,5.45%,12.49%,6.82%,14.03%,7.79%,13.48%,12.07%,12.92%,13.99%,13.81%,17.74%,14.24%,11.86%,19.00%
44,Revenue as Reported,80.32,124.23,75.7,155.11,97.21,93.46,77.83,111.02,137.75,75.32,98.55,95.61,121.89,115.3,75.91,101.46,91.99,111.36,44.34
