,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
30,Long-Term Deferred Tax Liabilities,0.28,0.19,0.27,0.43,2.79,2.71,2.19,2.53,2.11,2.11,1.92,2.13,2.16,2.16,1.94,1.94,-,1.97,-
31,Other Long-Term Liabilities,3.06,2.98,2.86,2.85,2.52,2.56,2.51,2.47,4.05,3.06,2.06,2.02,2.85,3.65,2.84,2.84,-,3.04,-
32,Total Liabilities,163.51,173.29,126.36,117.03,162.9,185.58,219.23,220.72,212.86,216.76,207.82,208.59,215.62,192.28,154.47,139.88,-,129.42,-
33,Common Stock,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,-,58.95,-
34,Additional Paid-In Capital,799.26,799.26,799.26,799.15,798.26,797.37,796.5,801.69,801.69,801.69,801.7,801.7,801.7,801.7,801.7,801.7,-,323.06,-
35,Retained Earnings,274.05,271.66,294.29,290.39,264.38,256.94,272.16,265.38,257.57,236.08,248.32,237.34,219.67,201.28,190.89,176.23,-,148.55,-
36,Treasury Stock,-12.15,-12.15,-12.15,-12.15,-,-,-,-15.14,-15.14,-15.14,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-6.76,-6.76,0.27,0.27,15.81,15.89,12.4,12.4,11.98,11.98,10.89,10.89,12.25,12.25,11,11,-,11.15,-
38,Shareholders' Equity,1133,1131,1160,1156,1157,1149,1160,1143,1135,1113,1140,1129,1112,1094,1082,1068,-,541.71,549.96
39,Total Liabilities & Equity,1297,1304,1287,1273,1320,1334,1379,1364,1348,1330,1347,1337,1328,1286,1237,1207,-,671.13,-
40,Total Debt,3.05,3.03,3.57,3.83,1.13,8.4,21.15,15.92,1.3,1.31,3.53,18.26,-,-,-,-,-,11.52,19.95
41,Net Cash (Debt),284.26,296.16,336.19,342.45,404.02,411.8,452.71,501.38,488.99,528.71,525.63,530.39,492.97,468.92,516.05,547.74,-,34.99,18.63
42,Net Cash Growth,-29.64%,-28.08%,-25.74%,-31.70%,-17.38%,-22.11%,-13.87%,-5.47%,-0.81%,12.75%,1.86%,-3.17%,-,1240.15%,2670.26%,-,-,-,-
43,Net Cash Per Share,3.61,3.78,4.30,4.25,5.48,4.88,6.05,6.40,6.48,6.63,6.70,6.87,6.17,5.94,6.63,9.35,-,0.59,0.32
44,Filing Date Shares Outstanding,78.1,78.1,78.1,78.1,78.6,78.6,78.6,77.97,77.97,77.97,78.6,78.6,78.6,78.6,78.6,78.6,59.25,58.95,58.94
45,Total Common Shares Outstanding,78.1,78.1,78.1,78.1,78.6,78.6,78.6,77.97,77.97,77.97,78.6,78.6,78.6,78.6,78.6,78.6,59.25,58.95,58.94
46,Working Capital,875.8,866.38,891.96,886.01,871.26,876.13,890.05,889.36,889.35,877.34,900.95,886.14,880.14,905.16,889.53,864.56,-,383.79,-
47,Book Value Per Share,14.51,14.48,14.86,14.80,14.72,14.62,14.75,14.66,14.55,14.28,14.50,14.36,14.15,13.92,13.77,13.58,-,9.19,9.30
48,Tangible Book Value,1111,1108,1138,1133,1134,1126,1137,1120,1112,1090,1116,1105,1088,1070,1058,1043,-,516.78,524.6
49,Tangible Book Value Per Share,14.22,14.19,14.57,14.51,14.43,14.33,14.47,14.37,14.26,13.98,14.20,14.05,13.84,13.61,13.46,13.27,-,8.77,8.87
50,Buildings,-,188.74,-,188.66,-,125.38,-,126.19,-,125.38,-,125.38,-,87.98,-,87.98,-,87.98,-
51,Machinery,-,53.99,-,52.47,-,41.81,-,46.59,-,44.94,-,44.55,-,42.11,-,46.69,-,45.93,-
52,Construction In Progress,-,3.76,-,3.33,-,53.77,-,46.58,-,25.45,-,25.53,-,1.73,-,1.21,-,1.12,-
