,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Accounts Payable,217.2,218.26,217.29,228.89,219.84,237.73,149.7,150.13,146.38,156.59,136.84,150.35,187.64,154.94,-,121.75,-,75.39,75.39
18,Accrued Expenses,17.43,17.66,12.92,20.25,14.34,13.38,10.36,15.93,15.75,16.57,13.1,16.43,14.27,11.76,-,11.42,-,8.37,8.37
19,Short-Term Debt,90.27,91.88,63.06,12.01,11,16.01,41,52.04,195.18,184.35,125.13,33.13,44.98,175.85,-,62.07,-,41.77,41.77
20,Current Portion of Leases,0.33,0.33,0.47,0.86,0.47,1.01,1.01,1.01,0.12,0.12,0.43,0.97,-,1.08,-,-,-,-,-
21,Current Income Taxes Payable,7.21,4.01,2.56,0.62,4.02,1.81,4.48,1.44,6.07,3.9,7.4,5.65,6.42,5.13,-,3.79,-,2.91,2.91
22,Current Unearned Revenue,0.16,0.26,0.22,0.2,0.17,0.95,0.36,0.36,0.22,0.41,0.22,0.07,0.17,0.26,-,0.05,-,0.5,0.5
23,Other Current Liabilities,0.37,2.44,1.28,0.84,0.36,0.82,0.16,36.58,36.14,36.62,36.32,37.61,37.73,46.9,-,36.28,-,36.63,36.63
24,Total Current Liabilities,332.97,334.83,297.8,263.67,250.2,271.7,207.07,257.49,399.85,398.56,319.45,244.21,291.21,395.92,-,235.36,-,165.58,165.58
25,Long-Term Debt,292.54,287.98,283.46,279.04,276.06,271.76,267.51,263.3,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,42.99,42.78,42.89,43,42.62,42.73,42.84,42.95,43.06,43.16,43.16,43.16,43.16,43.16,-,25,-,25,25
27,Other Long-Term Liabilities,3.13,3.1,2.96,2.84,2.77,2.76,2.92,2.99,3.15,2.99,2.84,2.55,2.3,2.05,-,1.6,-,1.49,1.49
28,Total Liabilities,671.63,668.69,627.11,588.54,571.66,588.96,520.34,566.73,446.06,444.72,365.46,289.92,336.67,441.13,-,261.96,-,192.07,192.07
29,Common Stock,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,48,48,48,48,-,36,-,36,36
30,Additional Paid-In Capital,417.73,417.72,417.72,417.68,417.68,417.68,417.67,417.67,417.67,417.67,446.47,446.47,446.47,446.47,-,140.89,-,140.89,140.89
31,Retained Earnings,181.25,173.02,177.38,171.33,166.2,172.92,168.4,148.98,144.65,171.36,151.44,142.1,126.43,133.13,-,103.21,-,67.68,67.68
32,Treasury Stock,-13.76,-11.28,-4.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Comprehensive Income & Other,35.68,35.72,35.69,35.67,35.68,35.68,35.69,35.69,-,-,-,-,-,-,-,-,-,-,-
34,Shareholders' Equity,697.7,691.99,703.55,701.48,696.36,703.08,698.56,679.14,639.12,665.84,645.92,636.57,620.9,627.6,280.1,280.1,-,244.57,244.57
35,Total Liabilities & Equity,1369,1361,1331,1290,1268,1292,1219,1246,1085,1111,1011,926.49,957.58,1069,-,542.07,-,436.64,436.64
36,Total Debt,383.14,380.18,346.99,291.91,287.54,288.77,309.51,316.34,195.3,184.47,125.57,34.1,44.98,176.93,62.07,62.07,-,41.77,41.77
37,Net Cash (Debt),-324.72,-319.8,-283.7,-200.7,-164.46,-116.46,-171.63,-156.41,-167.61,-84.98,-90.06,-17.41,86.56,192.97,-17.97,-17.97,-,-13,-13
38,Net Cash Per Share,-4.36,-4.06,-3.75,-2.65,-2.10,-1.33,-2.21,-2.08,-2.16,-1.13,-1.14,-0.19,1.13,3.36,-0.31,-0.31,-,-0.23,-0.23
39,Filing Date Shares Outstanding,74.4,76.24,75.65,76.59,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,57.89,57.6,57.61,57.6,57.6
40,Total Common Shares Outstanding,74.4,76.24,75.65,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,57.89,57.6,57.61,57.6,57.6
41,Working Capital,269.92,275.43,303.2,329.64,373.53,429.36,463.34,429.24,168.63,247.43,254.37,283.29,308.46,364.95,-,78.52,-,105.82,105.82
42,Book Value Per Share,9.38,9.08,9.30,9.13,9.07,9.15,9.10,8.84,8.32,8.67,8.41,8.29,8.08,8.17,4.86,4.86,-,4.25,4.25
43,Tangible Book Value,638.11,631.89,642.94,640.48,636.43,642.68,637.69,612.57,572.11,627.04,606.79,597.19,581.39,587.77,240.33,240.33,-,211.06,211.06
44,Tangible Book Value Per Share,8.58,8.29,8.50,8.34,8.29,8.37,8.30,7.98,7.45,8.16,7.90,7.78,7.57,7.65,4.17,4.17,-,3.66,3.66
45,Buildings,-,256.35,-,205.3,-,156.81,-,202.84,-,166.36,-,139.23,-,101.35,-,76.37,-,76.37,76.37
46,Machinery,-,434.73,-,396.63,-,319.71,-,304.38,-,269.47,-,214.31,-,152.54,-,112.77,-,106.96,106.96
47,Construction In Progress,-,113.06,-,101.92,-,102.29,-,51.85,-,57.58,-,61.56,-,69.6,-,45.87,-,0.97,0.97
