,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
30,EPS Growth,0.20%,73.66%,-68.00%,17.42%,-26.52%,-80.44%,110.44%,-66.72%,-33.35%,-3.93%,-51.27%,-52.75%,-7.47%,42.00%,25.83%,-,-,-,-
31,Free Cash Flow,1.85,-12.5,-73.33,-28.11,-35.11,33.63,-3.12,-29.17,-44.15,-0.2,-63.32,-90.87,-77.69,-96.09,-9.9,-11.14,2.64,1.42,1.42
32,Free Cash Flow Per Share,0.02,-0.16,-0.97,-0.37,-0.45,0.38,-0.04,-0.39,-0.57,-0.00,-0.81,-1.00,-1.01,-1.67,-0.17,-0.19,0.05,0.02,0.02
33,Dividend Per Share,-,-,-,0.150,-,0.200,-,-,-,0.500,-,-,-,0.313,-,-,-,-,-
34,Dividend Growth,-,-,-,-,-,-60.00%,-,-,-,60.00%,-,-,-,-,-,-,-,-,-
35,Gross Margin,15.94%,12.27%,13.26%,8.45%,16.48%,11.41%,12.09%,8.42%,12.77%,13.88%,11.63%,8.77%,17.99%,17.64%,19.75%,21.10%,21.89%,20.55%,20.55%
36,Operating Margin,7.59%,3.14%,4.60%,-2.07%,7.64%,2.96%,2.89%,-5.90%,6.42%,7.92%,5.18%,2.03%,9.28%,8.40%,10.20%,8.54%,14.60%,11.83%,11.83%
37,Profit Margin,3.02%,2.35%,2.26%,2.03%,3.30%,1.82%,8.59%,1.88%,4.28%,6.92%,3.69%,6.15%,7.34%,6.91%,8.01%,12.31%,10.14%,9.18%,9.18%
38,Free Cash Flow Margin,0.68%,-4.15%,-27.41%,-11.14%,-13.40%,13.55%,-1.38%,-12.64%,-16.17%,-0.07%,-25.03%,-35.64%,-32.95%,-42.02%,-5.62%,-6.38%,1.91%,1.17%,1.17%
39,EBITDA,30.44,21.88,22.05,4.5,28.33,17.06,14.83,-5.3,22.57,30.13,18.13,10.21,25.22,23.44,21.31,18.24,23.32,17.44,17.44
40,EBITDA Margin,11.16%,7.27%,8.24%,1.79%,10.81%,6.87%,6.57%,-2.30%,8.26%,10.47%,7.17%,4.00%,10.70%,10.25%,12.10%,10.45%,16.85%,14.40%,14.40%
41,D&A For EBITDA,9.74,12.45,9.74,9.74,8.3,9.71,8.3,8.3,5.03,7.35,5.03,5.03,3.34,4.23,3.34,3.34,3.11,3.11,3.11
42,EBIT,20.7,9.43,12.31,-5.23,20.02,7.35,6.53,-13.6,17.54,22.78,13.1,5.18,21.89,19.21,17.98,14.9,20.21,14.33,14.33
43,EBIT Margin,7.59%,3.14%,4.60%,-2.07%,7.64%,2.96%,2.89%,-5.90%,6.42%,7.92%,5.18%,2.03%,9.28%,8.40%,10.20%,8.54%,14.60%,11.83%,11.83%
44,Effective Tax Rate,19.58%,25.92%,17.17%,-,13.91%,9.97%,11.65%,-,13.25%,15.52%,15.36%,10.89%,13.97%,13.89%,13.89%,11.19%,18.90%,20.20%,20.20%
45,Revenue as Reported,272.83,300.87,267.52,252.35,262,248.17,225.95,230.68,273.03,287.72,252.94,254.93,235.82,228.65,176.19,174.57,138.43,121.05,121.05
