,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
9,Total Current Assets,2049,2109,2046,2316,2268,2352,2225,2460,2565,2616,2674,2943,2624,2785,2706,2504,2258,2419,-,2335
10,"Property, Plant & Equipment",78.96,60.93,56.37,58.69,55.88,44.91,35.03,36.69,30.56,28.75,29.56,30.12,23.31,23.97,25.41,2.46,2.63,2.78,-,3.02
11,Long-Term Investments,8.12,3.52,3.22,3.22,3.2,3.2,3.2,3.2,2.2,2.2,2.2,7.93,7.81,7.81,7.81,7.81,7.81,7.81,-,2.2
12,Goodwill,0.62,0.62,0.62,0.62,1.06,1.06,1.06,1.06,1.27,1.27,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,1.19,1.56,1.94,2.31,2.64,2.94,3.27,3.63,3.63,3.9,4.31,4.85,5.77,5.78,1.01,0.3,0.16,0.16,-,0.27
14,Long-Term Accounts Receivable,132.01,157.32,152.7,148.15,167.35,202.05,226.31,221.26,-,-,-,315.5,-,-,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,125.52,126.93,119.54,119.24,121.07,111.99,97.22,96.95,64.02,59.67,46.53,44.7,32.95,33.07,29.57,29.48,28.77,30.01,-,24.94
16,Long-Term Deferred Charges,6.72,7.46,7.21,7.95,8.9,9.72,10.82,11.92,12.97,13.64,15.03,15.86,17.47,19.19,20.91,23.06,24.84,26.67,-,30.36
17,Other Long-Term Assets,-,-,-,-,-,-,-,-,303.67,326.18,316.22,-,310.1,309.42,348.32,367.77,374.84,370,-,543.87
18,Total Assets,2402,2467,2388,2656,2628,2728,2602,2835,2983,3052,3088,3362,3022,3184,3139,2935,2697,2856,-,2939
19,Accounts Payable,705.55,725.57,673.76,854.53,814.29,873.5,793.03,1001,1029,1132,1082,1307,1032,1131,1056,1411,1248,1365,-,1446
20,Accrued Expenses,5.04,8.34,4.93,28.17,5.72,10.89,4.85,23.11,6.03,8.65,6.34,9.66,8.58,9.28,7.82,14.31,11.45,10.79,-,15.69
21,Short-Term Debt,127.77,137.48,145.49,167.69,157.15,137.5,110.21,100.09,92.19,61.15,50.71,51.58,3.1,3,21.83,51.87,51.8,71.8,-,61.9
22,Current Portion of Long-Term Debt,27.51,15.06,22.43,20.08,48.61,40.12,42.52,40.15,9.52,5.01,3.41,32.05,105,135,148.22,80.12,-,-,-,-
23,Current Portion of Leases,-,8.7,-,7.54,-,2.11,-,5.02,-,5.32,-,6.08,-,-,-,-,-,-,-,-
24,Current Income Taxes Payable,2.33,0.29,1.42,-,3.15,0.86,7.51,5.91,5.63,-,14.03,13.01,0,12.24,7.34,10.74,7.24,10.66,-,6.7
25,Current Unearned Revenue,105.31,127.28,70.06,82.55,61.76,81.17,44.95,28.68,25.11,5.8,7.04,7.56,0.05,0.11,1.92,2.24,1.12,0.21,-,0.2
26,Other Current Liabilities,175.01,198.99,181.85,179.6,150.35,156.52,146.33,151.93,152.18,141.22,132.72,136.1,92.21,93.27,91.62,112.71,83.55,97.82,-,108.18
27,Total Current Liabilities,1149,1222,1100,1340,1241,1303,1149,1356,1320,1359,1296,1563,1240,1384,1334,1683,1403,1556,-,1639
28,Long-Term Debt,30,30,30,30,45,45,50,50,85,85,90,90,117,117,122,190,270,305,-,320
29,Long-Term Leases,51.69,37.26,37.25,39.9,36.81,33.51,24.61,23.98,18.05,16.91,19.04,19.49,19.41,20.15,21.36,-,-,-,-,-
30,Long-Term Unearned Revenue,2.82,3.08,3.34,3.58,3.83,3.91,4.1,4.27,4.45,4.64,4.74,4.98,5.26,5.54,5.76,6.04,6.28,6.28,-,6.21
31,Long-Term Deferred Tax Liabilities,0.1,0.26,0.02,0.01,5.04,3.48,1.31,1.55,0.08,0.09,-,0.04,-,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,7.83,8.04,8.99,10.15,8.97,9.03,9.03,12.6,12.7,10.79,8.12,6.44,8.01,9.08,11.11,8.52,5.93,7.4,-,13.07
33,Total Liabilities,1241,1300,1180,1424,1341,1398,1238,1448,1440,1476,1418,1684,1390,1536,1495,1888,1686,1875,-,1978
34,Common Stock,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,120.93,120.93,120.93,-,120.93
35,Additional Paid-In Capital,896.03,896.03,896.03,896.03,896.03,896.03,896.03,896.03,896.03,896.03,896.03,896.03,896.03,896.03,896.03,351.65,351.65,351.65,-,351.65
36,Retained Earnings,102.06,107.14,149.74,167.57,221.28,263.63,301.69,324.62,480.3,513.54,608.78,617.96,572.64,589.35,585.16,572.35,536.78,506.67,-,462.6
37,Treasury Stock,-6,-6,-5.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Comprehensive Income & Other,0.02,0.02,0.02,0.02,-,-,-,-,0.57,0.57,0.57,0.57,0.45,0.45,0.45,0.45,0.45,0.45,-,-
39,Total Common Equity,1153,1158,1201,1225,1279,1321,1359,1382,1538,1571,1667,1676,1630,1647,1643,1045,1010,979.7,935.19,935.19
40,Minority Interest,7.71,8.15,6.94,7.17,8.76,9.45,4.87,4.66,4.73,4.04,3.65,2.79,1.21,1.34,1.4,1.53,1.58,1.7,-,26.22
41,Shareholders' Equity,1161,1167,1208,1232,1287,1330,1364,1387,1543,1575,1670,1679,1632,1648,1644,1047,1011,981.4,961.41,961.41
42,Total Liabilities & Equity,2402,2467,2388,2656,2628,2728,2602,2835,2983,3052,3088,3362,3022,3184,3139,2935,2697,2856,-,2939
43,Total Debt,236.97,228.5,235.16,265.2,287.57,258.24,227.34,219.24,204.76,173.38,163.15,199.2,244.52,275.15,313.41,321.99,321.8,376.8,381.9,381.9
44,Net Cash (Debt),80.08,71.42,-4.69,93.82,-39.69,42.5,33.71,140.15,183.75,188.89,273.33,301.35,256.39,318.1,418.34,52.96,-110.66,-0.22,-109.35,-109.35
45,Net Cash Growth,-,68.04%,-,-33.05%,-,-77.50%,-87.67%,-53.49%,-28.33%,-40.62%,-34.66%,469.02%,-,-,-,-,-,-,-,-
46,Net Cash Per Share,0.52,0.43,-0.03,0.57,-0.24,0.27,0.21,0.88,1.11,1.13,1.79,1.78,1.75,1.84,3.26,0.45,-0.92,-0.00,-0.88,-0.90
47,Filing Date Shares Outstanding,160.5,160.5,160.56,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,120.93,120.93,120.93,124.24,120.93
48,Total Common Shares Outstanding,160.5,160.5,160.56,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,161.24,120.93,120.93,120.93,124.24,120.93
49,Working Capital,900.35,886.89,946.37,975.47,1027,1049,1076,1104,1245,1257,1378,1381,1384,1401,1371,820.57,854.56,862.64,-,696.04
50,Book Value Per Share,7.19,7.22,7.48,7.60,7.93,8.19,8.43,8.57,9.54,9.75,10.34,10.39,10.11,10.22,10.19,8.64,8.35,8.10,7.73,7.73
51,Tangible Book Value,1152,1156,1199,1222,1275,1317,1355,1377,1533,1566,1662,1671,1625,1641,1642,1045,1010,979.54,934.91,934.91
52,Tangible Book Value Per Share,7.17,7.20,7.47,7.58,7.91,8.17,8.40,8.54,9.51,9.71,10.31,10.36,10.08,10.18,10.18,8.64,8.35,8.10,7.73,7.73
53,Machinery,-,22.98,-,19.97,-,20.46,-,19.5,-,16.47,-,14.28,-,13.56,-,13.82,13.76,13.85,-,13.5
54,Construction In Progress,-,6.48,-,5.23,-,1.1,-,0.86,-,0.3,-,0.31,-,-,-,-,-,-,-,-
