,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
30,EPS (Basic),0.17,0.16,0.11,0.21,0.14,0.12,0.16,0.22,0.16,0.21,0.11,0.34,0.27,0.27,0.22,0.31,0.23,0.16,0.16
31,EPS (Diluted),0.17,0.16,0.11,0.21,0.14,0.12,0.16,0.22,0.16,0.21,0.11,0.34,0.27,0.27,0.22,0.31,0.23,0.16,0.16
32,EPS Growth,18.31%,36.24%,-26.01%,-4.84%,-9.88%,-41.94%,38.17%,-36.10%,-40.83%,-22.69%,-48.91%,11.05%,17.57%,63.56%,33.93%,-,-,-,-
33,Free Cash Flow,8.2,-28.47,-18.15,14.29,-16.08,42.85,-14.55,58.76,-48.12,3.36,-37.58,-4.97,77.69,-12.74,64.92,27.63,26.22,3.49,3.49
34,Free Cash Flow Per Share,0.07,-0.24,-0.15,0.11,-0.14,0.36,-0.12,0.47,-0.41,0.03,-0.31,-0.06,0.88,-0.14,0.74,0.30,0.29,0.04,0.04
35,Dividend Per Share,-,-,-,0.500,-,0.500,-,0.500,-,0.200,-,0.400,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,0%,-,150.00%,-,25.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,42.82%,42.48%,40.03%,29.98%,44.90%,37.40%,48.07%,36.20%,39.69%,38.06%,37.76%,33.90%,41.02%,48.87%,42.98%,35.75%,37.05%,40.46%,40.46%
38,Operating Margin,18.46%,15.06%,13.96%,10.82%,16.06%,12.95%,20.62%,9.86%,16.26%,19.17%,13.75%,16.27%,24.40%,26.07%,19.16%,12.38%,18.11%,19.30%,19.30%
39,Profit Margin,13.21%,16.96%,11.88%,11.93%,17.98%,12.53%,17.61%,14.73%,15.51%,18.14%,13.22%,17.15%,17.66%,20.03%,15.88%,17.95%,12.80%,14.56%,14.56%
40,Free Cash Flow Margin,5.29%,-24.49%,-15.63%,6.57%,-17.09%,37.09%,-13.75%,31.86%,-39.28%,2.46%,-37.01%,-2.83%,57.32%,-10.18%,53.10%,17.47%,16.27%,3.44%,3.44%
41,EBITDA,32.47,22.29,20.08,27.42,18.92,18.77,25.63,22,23.55,29.84,17.6,32.24,36.85,36.2,27.21,23.36,32.82,23.23,23.23
42,EBITDA Margin,20.95%,19.18%,17.29%,12.60%,20.11%,16.25%,24.22%,11.93%,19.22%,21.87%,17.33%,18.33%,27.19%,28.95%,22.25%,14.77%,20.36%,22.89%,22.89%
43,D&A For EBITDA,3.87,4.79,3.87,3.87,3.81,3.81,3.81,3.81,3.63,3.69,3.63,3.63,3.78,3.6,3.78,3.78,3.64,3.64,3.64
44,EBIT,28.6,17.5,16.21,23.55,15.1,14.96,21.82,18.19,19.92,26.15,13.96,28.6,33.07,32.6,23.43,19.58,29.18,19.6,19.6
45,EBIT Margin,18.46%,15.06%,13.96%,10.82%,16.06%,12.95%,20.62%,9.86%,16.26%,19.17%,13.75%,16.27%,24.40%,26.07%,19.16%,12.38%,18.11%,19.30%,19.30%
46,Effective Tax Rate,23.33%,11.35%,20.23%,4.64%,16.10%,17.89%,16.54%,7.13%,17.72%,16.68%,18.65%,5.60%,19.42%,17.40%,16.12%,8.83%,18.86%,15.70%,15.70%
47,Revenue as Reported,154.98,116.24,116.13,217.6,94.05,115.51,105.82,184.44,122.5,136.43,101.54,175.84,135.54,125.06,122.27,158.15,161.16,-,-
