,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
37,Total Debt,158.3,142.48,134.14,109.49,144.76,131.29,126.2,98.34,-,176.2,169.48,169.48,169.48,210.71,210.71
38,Net Cash (Debt),503.21,537.52,576.4,597.2,593.28,569.82,588.64,47.51,-,-43.43,-79.67,-79.67,-79.67,-106.6,-106.6
39,Net Cash Growth,-15.18%,-5.67%,-2.08%,1157.06%,-,-,-,-,-,-,-,-,-,-,-
40,Net Cash Per Share,4.36,4.63,4.97,5.10,5.10,5.05,6.63,0.55,-,-0.51,-0.90,-0.92,-0.92,-1.22,-1.22
41,Filing Date Shares Outstanding,116,116,116,116,116,116,116,116,87.6,87,88.61,87,87,87.14,87.14
42,Total Common Shares Outstanding,116,116,116,116,116,116,116,87,87.6,87,88.61,87,87,87.14,87.14
43,Working Capital,648.72,713.61,745.79,733.25,747.04,723.77,771.19,250.83,-,178.01,-,119.26,119.26,52.46,52.46
44,Book Value Per Share,11.36,11.31,11.34,11.09,10.91,10.66,10.66,8.30,-,7.69,7.06,7.06,7.06,6.23,6.23
45,Tangible Book Value,1227,1221,1222,1193,1174,1144,1143,627.16,-,585.99,531.05,531.05,531.05,457.59,457.59
46,Tangible Book Value Per Share,10.58,10.52,10.53,10.28,10.12,9.86,9.86,7.21,-,6.74,6.10,6.10,6.10,5.25,5.25
47,Buildings,-,290.65,-,282.7,-,260.75,-,266.13,-,252.88,-,255.02,255.02,227.44,227.44
48,Machinery,-,355.83,-,351.37,-,342.71,-,346.79,-,320.29,-,338.41,338.41,280.81,280.81
49,Construction In Progress,-,101.64,-,69.4,-,12.05,-,5.89,-,24.66,-,2.2,2.2,86.74,86.74
