,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
13,Other Intangible Assets,12.29,12.48,12.69,12.81,12.39,12.54,-,12.15,-,-,-,12.16,12.16,11.52,11.52
14,Long-Term Deferred Tax Assets,6.84,6.69,4.9,3.98,2.91,3.08,-,3.05,-,-,-,2.08,2.08,2.31,2.31
15,Long-Term Deferred Charges,0.59,0.65,0.73,0.79,0.97,1.01,-,1.23,-,-,-,0.34,0.34,-,-
16,Other Long-Term Assets,33.26,32.41,33.48,33.02,31.58,31.89,-,32.75,-,-,-,35.59,35.59,62.12,62.12
17,Total Assets,1510,1481,1400,1376,1339,884.39,-,845.37,-,-,-,749.8,749.8,787.25,787.25
18,Accounts Payable,60.03,58.13,66.25,45.82,40.79,50.13,-,29.52,-,-,-,25.66,25.66,52.8,52.8
19,Accrued Expenses,16.89,21.9,23,34.34,10.8,15.94,-,21.71,-,-,-,25.58,25.58,20.3,20.3
20,Short-Term Debt,6,6,6,6.01,5.88,5.88,-,24.88,-,-,-,2,2,21.3,21.3
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,10.27,10.27,5.56,5.56
22,Current Portion of Leases,7.5,6.44,3.81,4.69,3.04,2.92,-,4.66,-,-,-,1.58,1.58,1.31,1.31
23,Current Income Taxes Payable,4.07,1.53,6.33,1.97,4.56,0.07,-,5.81,-,-,-,2.44,2.44,3.66,3.66
24,Current Unearned Revenue,15.92,7.73,8.74,8.61,12.87,13.72,-,7.92,-,-,-,10.46,10.46,11.23,11.23
25,Other Current Liabilities,15.77,32.12,10.37,11,15.09,9.51,-,8.6,-,-,-,11.66,11.66,11.42,11.42
26,Total Current Liabilities,126.18,133.85,124.5,112.44,93.02,98.17,-,103.1,-,-,-,89.65,89.65,127.58,127.58
27,Long-Term Debt,1.95,1.95,1.95,1.95,-,-,-,-,-,-,-,-,-,24.71,24.71
28,Long-Term Leases,13.8,11.95,6.79,0.97,0.38,0.08,-,0.7,-,-,-,2.11,2.11,2.95,2.95
29,Long-Term Unearned Revenue,7.74,6.64,3.97,5.08,8.08,3.16,-,3.52,-,-,-,4.8,4.8,6.71,6.71
30,Long-Term Deferred Tax Liabilities,3.41,3.15,1.45,0.75,0.43,0.47,-,0.78,-,-,-,-,-,-,-
31,Other Long-Term Liabilities,-,-,-,-,-,0.21,-,-,-,-,-,-,-,-,-
32,Total Liabilities,153.08,157.53,138.66,121.19,101.91,102.1,-,108.1,-,-,-,96.57,96.57,161.95,161.95
33,Common Stock,400.01,400.01,400.01,400.01,400.01,360,-,360,-,-,-,360,360,360,360
34,Additional Paid-In Capital,845.95,816.5,761.03,758.17,763.69,365.97,-,358.44,-,-,-,342.83,342.83,333.26,333.26
35,Retained Earnings,64.82,62.09,55.32,50.59,28.39,19.51,-,-0.77,-,-,-,-54.08,-54.08,-74.49,-74.49
36,Comprehensive Income & Other,44.93,43.31,42.95,42.95,42.43,34.07,-,16.71,-,-,-,2.5,2.5,4.79,4.79
37,Total Common Equity,1356,1322,1259,1252,1235,779.55,734.38,734.38,-,-,651.25,651.25,651.25,623.57,623.57
38,Minority Interest,1.62,2,2.39,2.83,2.67,2.75,-,2.9,-,-,-,1.98,1.98,1.74,1.74
39,Shareholders' Equity,1357,1324,1262,1255,1237,782.29,737.28,737.28,-,-,653.23,653.23,653.23,625.31,625.31
40,Total Liabilities & Equity,1510,1481,1400,1376,1339,884.39,-,845.37,-,-,-,749.8,749.8,787.25,787.25
41,Total Debt,29.25,26.33,18.54,13.62,9.3,8.89,30.24,30.24,-,-,15.97,15.97,15.97,55.83,55.83
42,Net Cash (Debt),297.11,708.91,356.23,687.96,702.62,250.3,254.49,254.49,-,-,214.47,214.47,214.47,216.45,216.45
43,Net Cash Growth,-57.71%,183.23%,39.98%,170.33%,-,-,18.66%,18.66%,-,-,-0.92%,-,-,-,-
44,Net Cash Per Share,0.74,2.16,0.75,1.84,1.88,0.47,1.33,0.74,-,-,0.62,0.58,0.58,0.96,0.96
45,Filing Date Shares Outstanding,400.01,400.01,400.01,400.01,400.01,360,190.93,360,382.6,348.69,348.69,360,360,360,360
46,Total Common Shares Outstanding,400.01,400.01,400.01,400.01,400.01,360,190.93,360,382.6,348.69,348.69,360,360,360,360
47,Working Capital,1011,1003,942.05,932.79,917.88,472.86,-,439.61,-,-,-,372.75,372.75,397.48,397.48
48,Book Value Per Share,3.39,3.30,3.15,3.13,3.09,2.17,2.04,2.04,-,-,1.81,1.81,1.81,1.73,1.73
49,Tangible Book Value,1343,1309,1247,1239,1222,767.01,722.23,722.23,-,-,639.09,639.09,639.09,612.04,612.04
50,Tangible Book Value Per Share,3.36,3.27,3.12,3.10,3.06,2.13,2.01,2.01,-,-,1.78,1.78,1.78,1.70,1.70
51,Buildings,-,126.2,-,110.83,-,110.83,-,110.83,-,-,-,108.4,108.4,78.87,78.87
52,Machinery,-,73.17,-,84.54,-,81.6,-,80.19,-,-,-,71.4,71.4,66.1,66.1
53,Construction In Progress,-,1.99,-,0.63,-,0.54,-,0.93,-,-,-,4.75,4.75,0.38,0.38
