,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
14,Other Non Operating Income (Expenses),-0.39,0.04,-0.07,-2.14,0.21,0.13,-0.18,-0.53,1.04,-0.02,-0.02,-0.05,-0.05,0,0
15,EBT Excluding Unusual Items,12.31,19.16,2.19,1.16,10.01,18.49,4.54,-1.91,17.58,16.32,16.32,9.26,9.26,24.08,24.08
16,Gain (Loss) on Sale of Investments,-,0.32,-0.32,1.2,0.11,0.81,-2.13,2.62,-1.46,-0.72,-0.72,0.81,0.81,-1.02,-1.02
17,Gain (Loss) on Sale of Assets,-,0.03,-,0.1,-,-,-,-0,-,0,0,-,-,0.01,0.01
18,Asset Writedown,-1.26,-0.04,0.02,1.18,-1.2,0.43,-0.43,1.15,-1.25,-0.01,-0.01,-0.03,-0.03,-0.04,-0.04
19,Other Unusual Items,-8.46,4.93,3.52,20.22,-,-,-,10.74,-,-,-,1.62,1.62,3.63,3.63
20,Pretax Income,2.59,24.4,5.42,23.85,8.92,19.74,1.98,12.6,14.86,15.6,15.6,11.67,11.67,26.66,26.66
21,Income Tax Expense,0.25,3.01,1.14,1.48,0.12,1.24,0.36,0.49,1.37,2.27,2.27,1.6,1.6,4.63,4.63
22,Earnings From Continuing Operations,2.35,21.39,4.28,22.37,8.8,18.49,1.63,12.11,13.49,13.33,13.33,10.07,10.07,22.03,22.03
23,Minority Interest in Earnings,0.38,0.38,0.45,-0.17,0.08,-0.13,0.28,-0.07,-0.1,0.62,0.62,0.13,0.13,0.41,0.41
24,Net Income,2.73,21.77,4.72,22.2,8.88,18.37,1.91,12.04,13.4,13.95,13.95,10.21,10.21,22.44,22.44
25,Net Income to Common,2.73,21.77,4.72,22.2,8.88,18.37,1.91,12.04,13.4,13.95,13.95,10.21,10.21,22.44,22.44
26,Net Income Growth,-69.31%,18.55%,147.41%,84.40%,-33.68%,31.68%,-86.31%,17.99%,31.26%,-37.85%,-37.85%,-,-,-,-
27,Shares Outstanding (Basic),399,328,472,374,373,529,191,342,383,349,349,369,369,224,224
28,Shares Outstanding (Diluted),399,328,472,374,373,529,191,342,383,349,349,369,369,224,224
29,Shares Change (YoY),6.86%,-38.01%,147.41%,9.30%,-2.45%,51.81%,-45.24%,-7.30%,3.64%,55.39%,55.39%,-,-,-,-
30,EPS (Basic),0.01,0.07,0.01,0.06,0.02,0.03,0.01,0.04,0.04,0.04,0.04,0.03,0.03,0.10,0.10
31,EPS (Diluted),0.01,0.07,0.01,0.06,0.02,0.03,0.01,0.04,0.04,0.04,0.04,0.03,0.03,0.10,0.10
32,EPS Growth,-71.28%,91.24%,0%,68.71%,-32.01%,-13.26%,-75.00%,27.27%,26.65%,-60.00%,-60.00%,-,-,-,-
33,Free Cash Flow,6.87,-8.89,-7.92,-9.72,19.33,-9.7,7.46,19.32,19.77,4.28,4.28,14.45,14.45,2.61,2.61
34,Free Cash Flow Per Share,0.02,-0.03,-0.02,-0.03,0.05,-0.02,0.04,0.06,0.05,0.01,0.01,0.04,0.04,0.01,0.01
35,Dividend Per Share,-,-,-,0.037,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,48.95%,46.93%,49.34%,37.62%,50.32%,49.71%,48.35%,50.97%,51.92%,54.34%,54.34%,52.65%,52.65%,57.44%,57.44%
37,Operating Margin,11.62%,13.27%,-1.08%,-1.26%,9.00%,17.03%,4.95%,-3.32%,18.02%,16.94%,16.94%,11.43%,11.43%,26.68%,26.68%
38,Profit Margin,3.20%,17.38%,5.55%,16.30%,9.70%,18.04%,2.56%,15.49%,15.23%,15.27%,15.27%,13.04%,13.04%,24.77%,24.77%
39,Free Cash Flow Margin,8.06%,-7.10%,-9.31%,-7.13%,21.11%,-9.52%,10.01%,24.85%,22.48%,4.69%,4.69%,18.46%,18.46%,2.89%,2.89%
40,EBITDA,13.13,20.06,2.31,1.51,11.5,21.01,6.95,0.67,19.45,19.08,19.08,12.38,12.38,27.35,27.35
41,EBITDA Margin,15.41%,16.01%,2.71%,1.11%,12.55%,20.63%,9.32%,0.87%,22.12%,20.88%,20.88%,15.82%,15.82%,30.19%,30.19%
42,D&A For EBITDA,3.22,3.43,3.22,3.22,3.26,3.67,3.26,3.26,3.6,3.6,3.6,3.44,3.44,3.18,3.18
43,EBIT,9.9,16.63,-0.92,-1.71,8.24,17.34,3.69,-2.58,15.85,15.48,15.48,8.94,8.94,24.17,24.17
44,EBIT Margin,11.62%,13.27%,-1.08%,-1.26%,9.00%,17.03%,4.95%,-3.32%,18.02%,16.94%,16.94%,11.43%,11.43%,26.68%,26.68%
45,Effective Tax Rate,9.47%,12.34%,21.05%,6.21%,1.34%,6.29%,18.00%,3.90%,9.23%,14.56%,14.56%,13.68%,13.68%,17.37%,17.37%
46,Revenue as Reported,85.19,125.29,85.12,136.22,91.59,101.83,74.54,77.74,87.93,91.35,91.35,78.27,78.27,90.59,90.59
