,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
13,Other Intangible Assets,45.86,43.39,40.05,39.81,40.74,39.84,40.5,41.16,41.84,42.57,43.31,42.51,-,43,-,43.51,-,42.46,42.46,42.65
14,Long-Term Deferred Tax Assets,13.51,8.29,6.91,2.1,6.11,3.46,2.28,1.54,11.95,9.58,7.98,7.3,-,9.72,-,6.92,-,8.61,8.61,7.21
15,Long-Term Deferred Charges,8.55,7.67,11.71,16.23,19.8,24.33,28.29,32.81,12.76,10.61,13,14.11,-,18.22,-,19.12,-,10.52,10.52,10.36
16,Other Long-Term Assets,18.52,25.19,20.22,18.48,18.02,36.66,19.16,13.86,29.05,19.94,1.56,3.04,-,7.53,-,1.9,-,3.73,3.73,4.36
17,Total Assets,1843,1793,1815,1753,1752,1702,1700,1660,1594,1561,1591,1595,-,733.04,-,691.78,-,633.85,633.85,628.12
18,Accounts Payable,45.12,53.69,52.46,58.52,68.14,74.51,74.67,76.53,52.79,57.05,49.78,68.14,-,57.45,-,69.75,-,59.45,59.45,79.04
19,Accrued Expenses,21.91,36.02,20.69,41.06,18.25,33.47,17.28,34.28,18.83,41.11,16.69,46.15,-,31.78,-,26.76,-,34.28,34.28,34.12
20,Current Portion of Leases,3.8,3.76,3.85,3.5,3.73,3.4,3.39,3.58,0.57,2.55,3.37,4.5,-,4.99,-,-,-,-,-,-
21,Current Income Taxes Payable,31.45,15.69,25.4,-,21.82,6.99,10.27,-,20.36,7.4,13.18,2.51,-,7.12,-,2.98,-,3.61,3.61,5.19
22,Current Unearned Revenue,5.46,6.09,5.05,6.72,4.63,4.53,4.17,4.77,6.48,5.46,6.08,5.7,-,3.65,-,6.03,-,4.17,4.17,-
23,Other Current Liabilities,45.31,30.23,44.06,22.45,30.04,16.95,30.27,17.08,30.55,21.01,33.09,18.94,-,23.6,-,20.11,-,18.93,18.93,16.08
24,Total Current Liabilities,153.06,145.48,151.52,132.25,146.61,139.84,140.04,136.23,129.58,134.58,122.21,145.94,-,128.6,-,125.64,-,120.44,120.44,134.43
25,Long-Term Leases,0.89,2.52,3.15,3.31,3.84,4.39,5.34,5.99,0.19,0.27,0.17,0.17,-,1.89,-,-,-,-,-,-
26,Long-Term Unearned Revenue,11.25,11.69,12.12,12.63,7.45,2.94,3.07,2.8,2.92,3.05,3.18,3.3,-,2.11,-,2.25,-,1.81,1.81,1.93
27,Long-Term Deferred Tax Liabilities,0.2,0.19,0.27,1.01,0.14,1.46,1.45,2.64,1.61,1.69,1.53,0.82,-,0.77,-,0.8,-,0.84,0.84,0.87
28,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.53
29,Total Liabilities,165.4,159.88,167.06,149.21,158.05,148.62,149.9,147.66,134.3,139.59,127.09,150.23,-,133.37,-,128.69,-,123.09,123.09,146.75
30,Common Stock,201.51,201.51,201.51,201.51,201.51,201.51,134.34,134.34,134.34,134.34,134.34,134.34,-,100.76,-,100.76,-,100.76,100.76,100.76
31,Additional Paid-In Capital,969.66,969.66,969.66,969.66,969.66,969.66,1037,1037,1037,1037,1037,1037,-,277.35,-,275.49,-,275.22,275.22,272.33
32,Retained Earnings,492.15,444.1,457.57,415.36,380.28,337.98,333.21,298.12,249.2,214.21,255.29,233.17,-,185.21,-,150.9,-,102.42,102.42,80.89
33,Treasury Stock,-30,-30,-30,-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,0,-,0,-,0,-,-0,-0,-0
35,Total Common Equity,1633,1585,1599,1557,1551,1509,1504,1469,1420,1385,1426,1404,-,563.32,527.14,527.14,478.4,478.4,478.4,453.97
36,Minority Interest,44.35,47.36,49.26,47.01,42.6,44.64,45.43,42.57,39.18,36.28,37.21,40.81,-,36.35,-,35.94,-,32.35,32.35,27.39
37,Shareholders' Equity,1678,1633,1648,1604,1594,1554,1550,1512,1460,1422,1464,1445,-,599.67,563.08,563.08,510.75,510.75,510.75,481.37
38,Total Liabilities & Equity,1843,1793,1815,1753,1752,1702,1700,1660,1594,1561,1591,1595,-,733.04,-,691.78,-,633.85,633.85,628.12
39,Total Debt,4.69,6.28,7,6.81,7.58,7.79,8.72,9.57,0.76,2.82,3.55,4.67,-,6.88,-,-,-,-,-,-
40,Net Cash (Debt),1226,1174,1074,1190,1144,1116,1128,1113,1091,1076,1112,1122,-,229.51,205.77,205.77,145.15,145.15,145.15,148.99
41,Net Cash Growth,7.17%,5.19%,-4.80%,6.94%,4.80%,3.77%,1.45%,-0.79%,-,368.67%,440.39%,445.12%,-,58.12%,41.76%,38.10%,-,-,-,-
42,Net Cash Per Share,6.08,5.80,5.35,5.91,5.68,5.54,5.60,5.52,5.42,5.34,5.52,7.42,-,1.52,1.36,1.36,0.96,0.96,0.96,0.99
43,Filing Date Shares Outstanding,200.73,200.73,200.73,200.73,201.51,201.51,201.51,201.51,201.51,201.51,201.51,201.51,151.17,151.13,151.07,151.13,151.13,151.13,151.13,151.13
44,Total Common Shares Outstanding,200.73,200.73,200.73,200.73,201.51,201.51,201.51,201.51,201.51,201.51,201.51,201.51,151.17,151.13,151.07,151.13,151.13,151.13,151.13,151.13
45,Working Capital,1357,1321,1343,1304,1288,1253,1263,1230,1228,1203,1258,1233,-,376.61,-,346.72,-,302.61,302.61,278
46,Book Value Per Share,8.14,7.90,7.96,7.75,7.70,7.49,7.47,7.29,7.05,6.87,7.08,6.97,-,3.73,3.49,3.49,3.17,3.17,3.17,3.00
47,Tangible Book Value,1587,1542,1559,1517,1511,1469,1464,1428,1379,1343,1383,1362,-,520.32,483.63,483.63,435.94,435.94,435.94,411.32
48,Tangible Book Value Per Share,7.91,7.68,7.76,7.56,7.50,7.29,7.26,7.09,6.84,6.66,6.86,6.76,-,3.44,3.20,3.20,2.88,2.88,2.88,2.72
49,Buildings,-,129.49,-,127.91,-,105.94,-,97.29,-,97.29,-,97.29,-,96.34,-,97.67,-,97.69,97.69,96.96
50,Machinery,-,287.35,-,275.49,-,245.28,-,219.83,-,209.8,-,208.77,-,204.18,-,197.69,-,187.53,187.53,182.57
51,Construction In Progress,-,5.7,-,5.52,-,2.67,-,47.66,-,2.66,-,1.17,-,0.22,-,1.09,-,0.07,0.07,2.2
