,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
32,EPS Growth,13.58%,3.31%,20.93%,-28.30%,20.83%,49.63%,58.52%,33.95%,27.93%,6.95%,27.41%,-14.79%,29.90%,99.71%,23.00%,19.68%,-,-,-,-
33,Free Cash Flow,49.92,36.2,2.05,59.21,28.59,28.27,11.65,27.98,11.88,27.37,2.14,73.16,6.49,42.37,-10.9,-,-,-4.19,-4.19,-
34,Free Cash Flow Per Share,0.25,0.18,0.01,0.29,0.14,0.14,0.06,0.14,0.06,0.14,0.01,0.48,0.04,0.28,-0.07,-,-,-0.03,-0.03,-
35,Dividend Per Share,-,-,-,0.300,-,-,-,0.200,-,-,-,0.353,-,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,50.00%,-,-,-,-43.39%,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,59.03%,60.80%,58.07%,53.05%,62.57%,54.76%,56.13%,48.66%,58.10%,49.89%,54.09%,46.49%,59.68%,54.86%,55.16%,-48.68%,192.61%,52.59%,52.59%,-70.32%
38,Operating Margin,25.78%,24.26%,22.91%,17.82%,25.26%,23.76%,22.61%,14.12%,27.01%,19.35%,19.02%,16.71%,20.03%,18.78%,14.52%,19.55%,21.54%,11.03%,11.03%,19.96%
39,Profit Margin,24.23%,24.24%,21.97%,18.90%,21.47%,23.19%,20.42%,29.10%,20.79%,20.06%,16.24%,16.56%,14.87%,13.93%,10.82%,19.64%,12.50%,8.72%,8.72%,16.46%
40,Free Cash Flow Margin,25.18%,18.76%,1.07%,31.87%,14.51%,14.55%,6.79%,16.62%,7.06%,18.22%,1.57%,44.16%,4.70%,27.95%,-9.06%,-,-,-3.39%,-3.39%,-
41,EBITDA,58.47,55.9,51.37,40.48,55.79,52.98,44.82,29.79,51.38,36.64,31.81,33.6,33.2,34.29,23,37.81,32.46,18.85,18.85,37.55
42,EBITDA Margin,29.49%,28.97%,26.74%,21.79%,28.32%,27.26%,26.12%,17.70%,30.52%,24.40%,23.36%,20.29%,24.05%,22.62%,19.13%,22.72%,25.68%,15.27%,15.27%,22.98%
43,D&A For EBITDA,7.36,9.08,7.36,7.36,6.02,6.81,6.02,6.02,5.92,7.57,5.92,5.92,5.54,5.83,5.54,5.27,5.23,5.23,5.23,4.93
44,EBIT,51.1,46.81,44,33.12,49.76,46.17,38.8,23.77,45.46,29.07,25.9,27.69,27.66,28.47,17.46,32.53,27.22,13.61,13.61,32.62
45,EBIT Margin,25.78%,24.26%,22.91%,17.82%,25.26%,23.76%,22.61%,14.12%,27.01%,19.35%,19.02%,16.71%,20.03%,18.78%,14.52%,19.55%,21.54%,11.03%,11.03%,19.96%
46,Effective Tax Rate,13.05%,15.57%,13.64%,17.41%,12.97%,13.31%,12.90%,-,18.36%,14.61%,15.42%,13.68%,13.00%,16.36%,16.12%,13.51%,17.89%,18.22%,18.22%,12.98%
47,Revenue as Reported,198.26,192.93,192.09,185.79,197.01,194.33,171.61,168.33,168.34,150.19,136.2,165.65,138.06,151.61,120.25,539.68,-,123.45,123.45,552.5
