,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Accounts Payable,-,152.14,147.27,156.42,130.77,149.84,111.89,115.75,106.5,89.67,81.19,86.58,87.58,87.3,93.09,78.06,104.15,-,-,-
18,Accrued Expenses,-,0.56,1.42,0.55,3.69,0.03,0.37,0.02,9.31,1.47,4.13,0.7,11.59,2.32,3.07,2.55,13.11,-,-,-
19,Short-Term Debt,-,496.67,447.37,425.6,408.16,379.82,451.18,431.07,404.09,357.14,331.8,308.02,283.88,278.71,227.72,188.5,173.48,-,-,-
20,Current Portion of Long-Term Debt,-,189.45,111.26,132,61.72,98.76,21.82,70.83,17.8,42.24,10.82,42.72,7.92,40.55,10.63,37.35,-,-,-,-
21,Current Portion of Leases,-,-,69.02,-,59.3,-,54.12,-,55.58,-,31.33,-,27.46,-,27.21,-,-,-,-,-
22,Current Income Taxes Payable,-,1.64,0,0.94,0.09,2.57,0.4,3.04,2.32,8.08,0.13,5.61,3.88,6.56,1.34,7.64,5.73,-,-,-
23,Current Unearned Revenue,-,9.81,10.67,18.96,15.8,48.39,35.66,13.7,22.88,12.92,23.1,14.23,13.53,6.55,17.38,3.57,6.8,-,-,-
24,Other Current Liabilities,-,8.72,11.87,16.3,10.6,14.41,18.71,14.07,16.73,28.28,22.91,24.16,19.4,27.48,19.7,17.83,44.15,-,-,-
25,Total Current Liabilities,-,858.99,798.89,750.78,690.12,693.82,694.15,648.48,635.21,539.79,505.41,482.01,455.25,449.48,400.13,335.49,347.42,-,-,-
26,Long-Term Debt,-,219.05,244.42,259.26,222.33,110.47,56.54,19.38,24.18,38.88,19.5,22.7,20.3,5.3,10.42,7.72,7.92,-,-,-
27,Long-Term Leases,-,94.56,112.37,127.34,121.33,109.96,109.21,127.24,122.12,102.14,65.79,67.57,14.72,12.97,23.52,20.73,8.35,-,-,-
28,Long-Term Unearned Revenue,-,12.5,8.46,8.78,9.09,9.41,9.72,10.79,11.1,11.56,11.79,12.03,11.51,7.65,7.79,7.17,7.31,-,-,-
29,Long-Term Deferred Tax Liabilities,-,16.67,18.39,20.63,22.79,-,-,-,23.65,0.02,0.06,0.1,0.13,0.17,0.2,0.24,0.28,-,-,-
30,Other Long-Term Liabilities,-,0.7,1.19,1.62,1.96,1.75,1.5,1.57,0.96,1.9,1.46,1.22,1.22,0.82,2.28,1.87,2.67,-,-,-
31,Total Liabilities,-,1202,1184,1168,1068,925.41,871.12,807.45,817.23,694.29,604.01,585.62,503.12,476.4,444.34,373.23,373.95,-,-,-
32,Common Stock,-,84.79,84.79,84.79,84.79,84.78,84.78,72.84,72.84,72.84,72.84,72.84,72.84,72.84,54.63,54.63,54.63,-,-,-
33,Additional Paid-In Capital,-,834.8,834.5,834.21,833.92,835.94,835.03,291.58,290.67,290.93,289.83,288.73,288.37,288.37,112.68,112.68,112.68,-,-,-
34,Retained Earnings,-,93.85,91.5,113.53,123.23,145.31,136.89,151.13,139.24,128.5,84.84,99.11,102.76,69.59,47.36,41.24,44.75,-,-,-
35,Treasury Stock,-,-10.6,-10.6,-10.3,-2.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,-,0.01,0.03,0.03,0,0.03,0.06,0.02,0.01,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,1003,1003,1000,1022,1039,1066,1057,515.57,502.76,492.28,447.52,460.69,463.98,430.8,214.68,208.56,212.07,-,-,170.06
38,Minority Interest,-,3.58,3.7,4.07,3.9,3.34,3.82,4.22,3.8,4.19,2.45,2.75,2.48,2,1.47,1.37,1.41,-,-,-
39,Shareholders' Equity,1006,1006,1004,1026,1043,1069,1061,519.79,506.56,496.47,449.97,463.44,466.46,432.8,216.15,209.94,213.48,-,-,168.5
40,Total Liabilities & Equity,-,2209,2188,2195,2110,1995,1932,1327,1324,1191,1054,1049,969.58,909.2,660.49,583.16,587.43,-,-,-
41,Total Debt,999.73,999.73,984.45,944.2,872.84,699,692.87,648.52,623.77,540.4,459.23,441.01,354.28,337.53,299.5,254.3,189.75,-,-,156.62
42,Net Cash (Debt),-895.74,-895.74,-876.92,-817.38,-696.63,-428.32,-208.4,-618.01,-550.34,-480.11,-383.13,-348.08,-218.33,-150.04,-273.34,-229.03,-146.91,-,-,-146.49
43,Net Cash Per Share,-10.40,-10.56,-10.17,-10.12,-7.89,-5.18,-2.81,-8.24,-8.09,-6.22,-5.45,-4.77,-3.03,-2.06,-5.93,-3.92,-2.68,-,-,-2.68
44,Filing Date Shares Outstanding,86.15,84.84,86.21,80.77,84.72,84.78,84.78,72.84,72.84,72.84,72.84,72.84,72.84,72.84,72.84,54.63,54.63,55.1,52.99,54.71
45,Total Common Shares Outstanding,86.15,84.84,86.21,80.77,84.72,84.78,84.78,72.84,72.84,72.84,72.84,72.84,72.84,72.84,54.63,54.63,54.63,55.1,52.99,54.71
46,Working Capital,-,-114.35,-59.02,-0.65,55.44,195.7,378.7,-70.53,-74.46,70.11,16.95,50.95,93.65,113.63,-47.95,-52.59,-44.89,-,-,-
47,Book Value Per Share,11.82,11.82,11.60,12.66,12.26,12.57,12.46,7.08,6.90,6.76,6.14,6.32,6.37,5.91,3.93,3.82,3.88,-,-,3.43
48,Tangible Book Value,945.02,945.02,943.01,967.13,983.23,1019,1014,472.11,459.23,448.64,403.29,415.85,420.21,386.51,170.06,163.4,167.28,-,-,125.4
49,Tangible Book Value Per Share,11.14,11.14,10.94,11.97,11.61,12.02,11.95,6.48,6.30,6.16,5.54,5.71,5.77,5.31,3.11,2.99,3.06,-,-,2.53
50,Buildings,-,-,13.25,-,11.19,-,11.19,-,11.19,-,-,-,-,-,-,-,-,-,-,-
51,Machinery,-,-,749.29,-,647.97,-,372.41,-,355.16,-,257.75,-,252.74,-,95.24,-,-,-,-,-
52,Construction In Progress,-,-,469.69,-,409.86,-,181.71,-,109.55,-,69.68,-,43.36,-,50.72,-,-,-,-,-
