,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Asset Writedown,0.08,-0.08,0.05,-0.05,0.05,-0.05,0.08,-0.08,0.31,-0.31,0.08,-0.08,-,-,-,-,-,-,-,-
20,Other Unusual Items,-3.35,1.29,0.95,1.1,7.91,-2.71,2.71,-,7.16,-,-,-,4.27,-,-,-,2.02,-,-0.28,0.28
21,Pretax Income,-19.16,1.15,-32.55,-13.69,-24.65,7.53,-19.43,12.99,8.73,51.83,-18.23,-4.21,32.69,27.02,6.61,-4.72,23.4,42.95,-5.39,-11.64
22,Income Tax Expense,-2.39,-1.07,-10.14,-4.17,-3.01,-0.41,-4.78,0.56,-1.94,6.43,-3.65,-0.84,-0.97,4.27,0.39,-1.17,1.77,3.35,1.24,-1.88
23,Earnings From Continuing Operations,-16.77,2.23,-22.41,-9.52,-21.64,7.94,-14.65,12.44,10.66,45.4,-14.58,-3.38,33.66,22.75,6.22,-3.54,21.64,39.61,-6.63,-9.76
24,Minority Interest in Earnings,-0.32,0.12,0.37,-0.18,-0.55,0.48,0.4,-0.43,0.4,-1.74,0.3,-0.28,-0.48,-0.53,-0.1,0.04,-0.92,-2.29,0.38,-0.14
25,Net Income,-17.09,2.35,-22.03,-9.69,-22.19,8.42,-14.25,12.01,11.06,43.67,-14.27,-3.65,33.18,22.22,6.12,-3.51,20.71,37.32,-6.25,-9.9
26,Net Income to Common,-17.09,2.35,-22.03,-9.69,-22.19,8.42,-14.25,12.01,11.06,43.67,-14.27,-3.65,33.18,22.22,6.12,-3.51,20.71,37.32,-6.25,-9.9
27,Net Income Growth,-,-72.12%,-,-,-,-80.71%,-,-,-66.66%,96.48%,-,-,60.16%,-40.45%,-,-,-,-,-,-
28,Shares Outstanding (Basic),86,85,86,81,88,83,74,75,68,77,70,73,72,73,46,58,55,55,53,55
29,Shares Outstanding (Diluted),86,85,86,81,88,83,74,75,68,77,70,73,72,73,46,58,55,55,53,55
30,Shares Change (YoY),-2.46%,2.69%,16.17%,7.64%,29.88%,6.96%,5.50%,2.73%,-5.70%,5.98%,52.59%,25.02%,31.72%,32.26%,-13.00%,6.79%,-,-,-,-
31,EPS (Basic),-0.20,0.03,-0.26,-0.12,-0.25,0.10,-0.19,0.16,0.16,0.57,-0.20,-0.05,0.46,0.30,0.13,-0.06,0.38,0.68,-0.12,-0.18
32,EPS (Diluted),-0.20,0.03,-0.26,-0.12,-0.25,0.10,-0.19,0.16,0.16,0.57,-0.20,-0.05,0.46,0.30,0.13,-0.06,0.38,0.68,-0.12,-0.18
33,EPS Growth,-,-72.85%,-,-,-,-81.97%,-,-,-64.65%,85.39%,-,-,21.60%,-54.98%,-,-,-,-,-,-
34,Free Cash Flow,-,11.63,-50.34,-71.73,-214.09,-190.81,-129.39,-56.31,2.22,-83.93,-26.59,-68.54,-55.62,-60.72,-40.8,-39.65,11.2,14.47,-19.44,5.88
35,Free Cash Flow Per Share,-,0.14,-0.58,-0.89,-2.42,-2.31,-1.74,-0.75,0.03,-1.09,-0.38,-0.94,-0.77,-0.83,-0.88,-0.68,0.20,0.26,-0.37,0.11
36,Gross Margin,252.34%,42.10%,16.97%,28.65%,32.95%,49.94%,33.90%,42.72%,52.43%,53.75%,26.46%,40.55%,53.72%,48.55%,48.62%,44.02%,40.12%,54.80%,29.71%,21.07%
37,Operating Margin,-35.93%,9.24%,-31.13%,-4.06%,-21.27%,20.84%,-29.80%,20.37%,11.50%,34.60%,-63.57%,0.47%,23.95%,30.37%,18.62%,-3.37%,20.19%,39.13%,-3.56%,-43.76%
38,Profit Margin,-12.77%,1.94%,-29.94%,-9.52%,-20.24%,9.63%,-27.57%,11.65%,10.67%,26.89%,-68.94%,-7.29%,25.21%,21.31%,10.87%,-12.28%,17.42%,31.61%,-13.49%,-53.26%
39,Free Cash Flow Margin,-,9.59%,-68.41%,-70.45%,-195.28%,-218.27%,-250.39%,-54.62%,2.15%,-51.69%,-128.45%,-136.82%,-42.27%,-58.22%,-72.49%,-138.85%,9.42%,12.26%,-41.96%,31.60%
40,EBITDA,-36.82,22.49,-5.52,7.15,-12.04,26.11,-4.97,28.9,19.81,61.26,-6.08,5.31,36.58,35.92,15.3,3.29,28.26,48.63,5.94,-5.71
41,EBITDA Margin,-27.50%,18.55%,-7.51%,7.02%,-10.98%,29.87%,-9.62%,28.03%,19.12%,37.73%,-29.37%,10.61%,27.80%,34.45%,27.19%,11.52%,23.77%,41.19%,12.81%,-30.70%
42,D&A For EBITDA,11.28,11.28,17.38,11.28,11.28,7.9,10.43,7.9,7.9,5.08,7.08,5.08,5.08,4.25,4.82,4.25,4.25,2.43,7.59,2.43
43,EBIT,-48.1,11.2,-22.91,-4.13,-23.32,18.22,-15.4,21,11.92,56.19,-13.16,0.24,31.51,31.67,10.48,-0.96,24.01,46.2,-1.65,-8.14
44,EBIT Margin,-35.93%,9.24%,-31.13%,-4.06%,-21.27%,20.84%,-29.80%,20.37%,11.50%,34.60%,-63.57%,0.47%,23.95%,30.37%,18.62%,-3.37%,20.19%,39.13%,-3.56%,-43.76%
45,Effective Tax Rate,-,-,-,-,-,-,-,4.30%,-,12.40%,-,-,-,15.81%,5.96%,-,7.55%,7.79%,-,-
46,Revenue as Reported,-,121.23,73.59,101.81,109.63,87.42,51.67,103.09,103.63,162.37,20.7,50.1,131.58,104.29,56.28,28.56,118.91,118.06,46.34,18.6
