,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Accrued Expenses,12.61,11.1,8.08,16.86,8.85,8.83,8.59,17.29,10.6,10.29,6.14,20.6,8.71,6.64,-,11.86,-,-,-
19,Short-Term Debt,294.26,264.74,245.24,244.26,224.22,200.29,175.18,149.76,144.74,124.22,104.22,111.16,109.9,99.02,-,77.35,-,-,-
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-
21,Current Portion of Leases,1.57,1.89,2.26,2.23,-,1.58,1.32,1.26,-,-,-,-,-,-,-,-,-,-,-
22,Current Income Taxes Payable,5.7,3.28,7.02,5.62,8.06,3.94,7.6,7.77,7.25,3.45,8.43,1.05,5.69,1.17,-,23.22,-,-,-
23,Current Unearned Revenue,5.86,7.79,9.04,8.08,6.8,11.18,10.06,5.06,4.9,5.86,3.68,5.24,4.55,3.46,-,5.8,-,-,-
24,Other Current Liabilities,1.82,2.34,2.27,3.77,5.51,9.24,6.24,7.11,10.25,6.54,0.91,1.59,0.86,1.26,-,1.12,-,-,-
25,Total Current Liabilities,394.2,374.89,326,380.82,346.91,342.55,295.69,303.23,296.92,286.14,221.35,309.61,311.71,267.67,-,262.09,-,-,-
26,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,190.42,183.92,-,134.32,-,-,-
27,Long-Term Leases,4.1,0.83,1.26,1.25,2.4,1.11,2.21,2.23,1.24,-,-,-,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,118.71,120.64,122.57,124.5,126.51,128.34,118.53,120.11,124.84,119.43,111.71,111.07,108.3,113.64,-,98.34,-,-,-
29,Long-Term Deferred Tax Liabilities,0.02,0.02,0.03,0.03,18.35,18.72,19.05,19.16,19.62,19.35,19.53,19.57,15.67,15.91,-,2.83,-,-,-
30,Other Long-Term Liabilities,1.04,1.04,1.05,1.06,1.18,1.21,1.22,1.23,1.12,1.18,1.36,1.17,4.96,0.68,-,0.4,-,-,-
31,Total Liabilities,518.08,497.43,450.9,507.65,495.35,491.93,436.7,445.95,443.73,426.1,353.95,441.41,631.06,581.83,-,497.99,-,-,-
32,Common Stock,108.92,108.92,84,84,84,84,84,84,84,84,84,84,84,63,-,63,-,-,-
33,Additional Paid-In Capital,361.02,361.02,385.94,385.94,385.94,385.94,385.94,385.94,385.94,385.94,385.94,385.94,385.94,167.98,-,167.44,-,-,-
34,Retained Earnings,381.67,367.6,361.59,354.25,333.48,324.96,319.99,315.58,296.1,278.14,276.1,270.4,249.61,248.45,-,218.8,-,-,-
35,Treasury Stock,-20,-20,-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,0.74,0.5,0.39,0.44,0.75,0.56,0.76,0.44,0.49,0.44,0.23,0.46,0.79,0.74,-,1.1,-,-,-
37,Total Common Equity,832.35,818.04,811.92,824.63,804.17,795.46,790.69,785.96,766.53,748.52,746.26,740.8,720.34,480.17,450.34,450.34,-,-,369.03
38,Minority Interest,1.93,2.07,2.05,2.18,2.09,1.92,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,834.28,820.11,813.97,826.8,806.26,797.38,790.69,785.96,766.53,748.52,746.26,740.8,720.34,480.17,450.34,450.34,-,-,369.03
40,Total Liabilities & Equity,1352,1318,1265,1334,1302,1289,1227,1232,1210,1175,1100,1182,1351,1062,-,948.33,-,-,-
41,Total Debt,299.93,267.46,248.75,247.73,226.62,202.98,178.71,153.25,145.98,124.22,104.22,111.16,300.32,283.24,211.67,211.67,-,-,114.71
42,Net Cash (Debt),-211.63,-194.04,-186.78,-100.66,-166.06,-123.45,-110.57,-48.65,-78.06,-55.59,-59.01,27.81,20.04,-242.66,-170.73,-170.73,-,-,-29.38
43,Net Cash Per Share,-2.02,-2.56,-1.72,-0.94,-1.50,-1.12,-1.01,-0.44,-0.75,-0.48,-0.56,0.26,0.25,-2.98,-2.07,-2.10,-,-,-0.36
44,Filing Date Shares Outstanding,107.71,107.71,107.99,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,81.9,82.45,81.9,81.59,81.9,81.9
45,Total Common Shares Outstanding,107.71,107.71,107.99,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,81.9,82.45,81.9,81.59,81.9,81.9
46,Working Capital,424.71,408.85,398.44,404.94,376.18,373.75,356.32,353.31,329.36,333.04,341.71,338.23,509.27,260.59,-,257.38,-,-,-
47,Book Value Per Share,7.73,7.60,7.52,7.55,7.36,7.28,7.24,7.20,7.02,6.85,6.83,6.78,6.60,5.86,5.50,5.50,-,-,4.73
48,Tangible Book Value,749.67,735.1,728.71,741.16,720.77,717.06,717.76,712.76,693.09,703.64,700.73,695.43,674.73,434.31,404,404,-,-,321.72
49,Tangible Book Value Per Share,6.96,6.83,6.75,6.79,6.60,6.57,6.57,6.53,6.35,6.44,6.42,6.37,6.18,5.30,4.93,4.93,-,-,4.12
50,Buildings,-,306.77,-,306.77,-,306.77,-,308.73,-,292.34,-,292.34,-,291.8,-,-,-,-,-
51,Machinery,-,216.58,-,213.71,-,211.11,-,202.74,-,193.71,-,186.84,-,178.07,-,47.38,-,-,-
52,Construction In Progress,-,0.1,-,0.93,-,1.15,-,1.86,-,13.75,-,2.02,-,-,-,337.62,-,-,-
