,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Earnings From Continuing Operations,13.93,26.8,7.22,21.12,8.69,21.9,4.41,19.48,17.96,12.13,5.69,20.79,1.17,13.16,16.49,20.65,25.88,16.32,16.32
22,Minority Interest in Earnings,0.14,-0.02,0.13,-0.35,-0.17,-0.13,-,-,-,-,-,-,-,-,-,-,-,-,-
23,Net Income,14.07,26.78,7.34,20.77,8.52,21.77,4.41,19.48,17.96,12.13,5.69,20.79,1.17,13.16,16.49,20.65,25.88,16.32,16.32
24,Net Income to Common,14.07,26.78,7.34,20.77,8.52,21.77,4.41,19.48,17.96,12.13,5.69,20.79,1.17,13.16,16.49,20.65,25.88,16.32,16.32
25,Net Income Growth,65.09%,23.01%,66.50%,6.64%,-52.56%,79.50%,-22.55%,-6.31%,1440.98%,-7.82%,-65.47%,0.67%,-95.50%,-19.38%,1.05%,-,-,-,-
26,Shares Outstanding (Basic),105,76,109,107,111,110,109,111,104,115,106,108,81,82,82,81,82,82,82
27,Shares Outstanding (Diluted),105,76,109,107,111,110,109,111,104,115,106,108,81,82,82,81,82,82,82
28,Shares Change (YoY),-5.28%,-31.45%,-0.35%,-3.51%,6.48%,-3.91%,3.14%,2.83%,27.78%,40.82%,28.38%,32.54%,-0.44%,-0.41%,0.67%,-,-,-,-
29,EPS (Basic),0.13,0.35,0.07,0.19,0.08,0.20,0.04,0.18,0.17,0.11,0.05,0.19,0.01,0.16,0.20,0.25,0.32,0.20,0.20
30,EPS (Diluted),0.13,0.35,0.07,0.19,0.08,0.20,0.04,0.18,0.17,0.11,0.05,0.19,0.01,0.16,0.20,0.25,0.32,0.20,0.20
31,EPS Growth,74.29%,79.46%,67.08%,10.52%,-55.45%,86.81%,-24.91%,-8.89%,1106.04%,-34.54%,-73.10%,-24.05%,-95.46%,-19.05%,0.38%,-,-,-,-
32,Free Cash Flow,-10.44,15.85,-63.63,70.3,-30.44,10.8,-59.25,32.73,3.97,17.18,-85.4,32.13,4.23,-24.76,-46.41,3.62,-44.49,-56.7,-56.7
33,Free Cash Flow Per Share,-0.10,0.21,-0.58,0.66,-0.28,0.10,-0.54,0.30,0.04,0.15,-0.81,0.30,0.05,-0.30,-0.56,0.04,-0.55,-0.69,-0.69
34,Dividend Per Share,-,-,-,0.192,-,-,-,0.154,-,-,-,0.092,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,25.03%,-,-,-,66.63%,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,18.96%,22.57%,20.06%,16.53%,19.57%,13.64%,21.34%,20.22%,23.14%,19.71%,23.71%,20.71%,29.31%,28.14%,33.53%,28.35%,36.05%,31.94%,31.94%
37,Operating Margin,7.75%,7.68%,7.58%,9.17%,4.09%,10.26%,4.11%,7.40%,10.48%,2.19%,3.19%,5.95%,2.94%,13.54%,24.06%,11.66%,24.35%,16.56%,16.56%
38,Profit Margin,5.28%,9.92%,4.56%,8.27%,3.19%,9.33%,2.37%,8.68%,8.42%,5.69%,3.81%,11.07%,0.86%,12.65%,16.37%,14.87%,18.08%,16.64%,16.64%
39,Free Cash Flow Margin,-3.92%,5.87%,-39.53%,27.98%,-11.40%,4.63%,-31.84%,14.59%,1.86%,8.06%,-57.18%,17.10%,3.14%,-23.81%,-46.09%,2.61%,-31.07%,-57.84%,-57.84%
40,EBITDA,29.77,30.73,21.33,32.18,19.85,33.01,16.58,25.53,27.74,13.37,10.16,16.58,5.22,16.47,25.49,17.45,36.08,17.45,17.45
41,EBITDA Margin,11.17%,11.38%,13.25%,12.80%,7.44%,14.16%,8.91%,11.38%,13.01%,6.27%,6.80%,8.82%,3.87%,15.83%,25.31%,12.57%,25.20%,17.80%,17.80%
42,D&A For EBITDA,9.13,9.98,9.13,9.13,8.92,9.08,8.92,8.92,5.4,8.71,5.4,5.4,1.26,2.38,1.26,1.26,1.22,1.22,1.22
43,EBIT,20.64,20.75,12.2,23.05,10.93,23.93,7.65,16.6,22.34,4.66,4.76,11.18,3.96,14.08,24.23,16.2,34.86,16.23,16.23
44,EBIT Margin,7.75%,7.68%,7.58%,9.17%,4.09%,10.26%,4.11%,7.40%,10.48%,2.19%,3.19%,5.95%,2.94%,13.54%,24.06%,11.66%,24.35%,16.56%,16.56%
45,Effective Tax Rate,-,-,10.28%,16.21%,-,15.69%,-,27.87%,-,-,-,14.09%,-,-,23.07%,20.36%,19.97%,17.75%,17.75%
46,Revenue as Reported,266.42,270.06,160.96,251.28,266.91,233.19,186.12,224.3,213.18,213.22,149.35,187.84,134.95,104,100.7,138.86,143.19,98.04,98.04
