,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
11,Interest Expense,-0.73,-0.83,-0.76,-0.7,-0.79,-0.61,-0.98,-0.85,-2,-,-0.98,-,-2.06,-0.03,-1.62,-,-1.64,-,-0.85,-1.89
12,Interest & Investment Income,2.51,2.47,0.91,1.78,0.93,1.88,0.68,1.08,0.5,1.43,1.79,1.53,0.73,0.19,0.2,1.14,0.09,0.15,0.08,0.25
13,Currency Exchange Gain (Loss),-0.34,0.34,-,1.68,-1.49,1.49,-,1.28,-0.15,0.15,-,-1.12,0.57,-0.57,-,-0.73,-0.27,0.27,-,0.28
14,Other Non Operating Income (Expenses),-0.11,-0.21,-0.04,-1.66,1.52,-0.33,-0.07,-0.77,1.96,-1.25,-0.08,-3.39,-0.04,-0.48,1.48,-1.73,0.88,0.38,1.03,-2.6
15,EBT Excluding Unusual Items,11.37,16.32,16.4,17.53,19.48,21.4,30.25,14.93,14.99,20.48,31.56,21.76,16.12,22.78,25.44,13.8,14.97,20.37,15.04,7.3
16,Gain (Loss) on Sale of Investments,-,-0.07,-,-0.04,-0,-,-,0.02,0,-,-,0.01,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,0.03,-,-,-,-
18,Asset Writedown,-,-,-,-0.03,0.03,-0.03,-,-0.03,-,-,-,-0.22,0.13,-0.13,-,0.17,-0.15,-0.02,-,-0.13
19,Other Unusual Items,0.14,0.08,0.07,0.74,-0.01,0.01,-,0.62,-,-,-,2.24,-,-,-,-,-,-,-,3.05
20,Pretax Income,11.51,16.33,16.47,18.21,19.49,21.39,30.25,15.54,14.99,20.48,31.56,23.78,16.25,22.65,25.44,14,14.82,20.35,15.04,10.22
21,Income Tax Expense,2.63,3.67,4.02,3.62,4.81,4.94,7.42,2.55,3.8,4.63,7.8,2.6,2.47,3.37,3.85,1.47,2.33,3.11,2.29,1.06
22,Net Income,8.89,12.66,12.45,14.59,14.68,16.45,22.82,12.99,11.2,15.85,23.76,21.18,13.78,19.27,21.59,12.53,12.49,17.24,12.75,9.17
23,Net Income to Common,8.89,12.66,12.45,14.59,14.68,16.45,22.82,12.99,11.2,15.85,23.76,21.18,13.78,19.27,21.59,12.53,12.49,17.24,12.75,9.17
24,Net Income Growth,-39.47%,-23.07%,-45.46%,12.37%,31.10%,3.80%,-3.95%,-38.67%,-18.77%,-17.77%,10.06%,69.04%,10.38%,11.83%,69.28%,36.67%,-,-,-,-
25,Shares Outstanding (Basic),144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,108,108,108,108,108
26,Shares Outstanding (Diluted),144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,108,108,108,108,108
27,Shares Change (YoY),0.00%,0.00%,0.02%,0.02%,0.02%,-0.02%,-0.00%,-0.03%,0.06%,-0.02%,0.03%,33.43%,33.28%,33.35%,33.30%,-0.07%,-,-,-,-
28,EPS (Basic),0.06,0.09,0.09,0.10,0.10,0.11,0.16,0.09,0.08,0.11,0.16,0.15,0.10,0.13,0.15,0.12,0.12,0.16,0.12,0.08
29,EPS (Diluted),0.06,0.09,0.09,0.10,0.10,0.11,0.16,0.09,0.08,0.11,0.16,0.15,0.10,0.13,0.15,0.12,0.12,0.16,0.12,0.08
30,EPS Growth,-39.47%,-23.07%,-45.48%,12.34%,31.08%,3.82%,-3.95%,-38.65%,-18.82%,-17.76%,10.03%,26.69%,-17.18%,-16.14%,26.99%,36.76%,-,-,-,-
31,Free Cash Flow,-32.7,10.04,-85.88,6.65,26.13,-71.09,-1.63,15.91,30.61,18.33,-0.51,62.73,6.36,-16.34,-20.96,-12.81,-20.55,13.48,-6.6,-
32,Free Cash Flow Per Share,-0.23,0.07,-0.59,0.05,0.18,-0.49,-0.01,0.11,0.21,0.13,-0.00,0.43,0.04,-0.11,-0.15,-0.12,-0.19,0.12,-0.06,-
33,Dividend Per Share,-,-,-,0.145,-,-,-,0.135,-,-,-,0.160,-,-,-,0.117,-,-,-,0.122
34,Dividend Growth,-,-,-,7.41%,-,-,-,-15.63%,-,-,-,37.10%,-,-,-,-4.50%,-,-,-,-
35,Gross Margin,14.11%,15.27%,16.74%,17.19%,19.51%,18.99%,22.99%,13.32%,18.26%,16.70%,23.20%,19.31%,18.85%,19.87%,22.00%,21.51%,27.31%,27.28%,21.42%,54.61%
36,Operating Margin,5.92%,8.04%,9.51%,9.15%,11.40%,11.24%,15.99%,7.64%,8.43%,10.93%,15.98%,12.87%,10.00%,13.41%,14.76%,11.81%,16.11%,18.54%,14.02%,8.88%
37,Profit Margin,5.24%,6.99%,7.27%,8.13%,8.67%,9.74%,11.92%,6.98%,6.43%,8.60%,12.32%,11.02%,8.14%,10.92%,12.55%,9.79%,12.65%,16.33%,12.09%,7.22%
38,Free Cash Flow Margin,-19.29%,5.54%,-50.14%,3.70%,15.44%,-42.10%,-0.85%,8.56%,17.58%,9.94%,-0.27%,32.64%,3.75%,-9.26%,-12.18%,-10.01%,-20.82%,12.76%,-6.26%,-
39,EBITDA,19.25,22.65,25.5,25.64,27.9,27.92,39.21,22.8,23.19,28.8,39.33,33.25,21.19,32.2,29.66,19.38,21.37,23.78,20.25,16.74
40,EBITDA Margin,11.36%,12.51%,14.88%,14.29%,16.48%,16.53%,20.47%,12.26%,13.32%,15.63%,20.40%,17.30%,12.52%,18.25%,17.24%,15.14%,21.65%,22.53%,19.20%,13.19%
41,D&A For EBITDA,9.21,8.1,9.21,9.21,8.6,8.94,8.6,8.6,8.51,8.66,8.51,8.51,4.27,8.54,4.27,4.27,5.47,4.21,5.47,5.47
42,EBIT,10.04,14.55,16.28,16.43,19.3,18.98,30.61,14.2,14.68,20.15,30.82,24.74,16.92,23.66,25.39,15.11,15.9,19.57,14.78,11.27
43,EBIT Margin,5.92%,8.04%,9.51%,9.15%,11.40%,11.24%,15.99%,7.64%,8.43%,10.93%,15.98%,12.87%,10.00%,13.41%,14.76%,11.81%,16.11%,18.54%,14.02%,8.88%
44,Effective Tax Rate,22.81%,22.47%,24.41%,19.87%,24.69%,23.09%,24.55%,16.42%,25.33%,22.60%,24.70%,10.95%,15.18%,14.89%,15.14%,10.50%,15.71%,15.29%,15.21%,10.33%
45,Revenue as Reported,169.51,181.04,171.3,179.5,169.27,168.85,191.5,185.95,174.18,184.35,192.82,192.2,169.27,176.44,172.07,127.95,98.71,105.58,105.46,500
