,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
9,Other Current Assets,6.26,6.95,8.22,6.94,13.15,8.18,3.82,3.04,3.7,7.88,3.98,2.38,7.47,3.63,8.34,7.78,-,5.06,-,3.93
10,Total Current Assets,662.97,604.53,626.56,474.78,478.96,399.55,472.67,462,449.59,445.25,479.87,441.07,366.32,365.59,398.84,414.84,-,174.09,-,193.09
11,"Property, Plant & Equipment",516.94,402.35,360.98,352.27,279.59,283.33,286.97,291.53,294.46,297.85,300.79,306.39,317.43,323.9,330.13,329.95,-,313.26,-,301.4
12,Long-Term Investments,40.72,40.72,35.79,35.79,28.03,23.03,23.03,23.03,23.01,13.01,13.01,13.01,13,-,-,-,-,-,-,-
13,Other Intangible Assets,103.95,102.87,103.57,104.16,104.85,105.38,12.78,12.91,12.76,12.86,13.09,13.32,13.55,13.62,13.85,14.07,-,14.51,-,14.96
14,Long-Term Deferred Tax Assets,1.71,1.83,1.92,1.82,1.65,1.6,1.75,1.62,1.47,1.53,0.97,0.88,0.78,0.89,0.86,0.86,-,0.79,-,0.78
15,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,0.31,0.63,0.96,1.29,1.61,1.94,0.13,0.15,-,0.19,-,0.23
16,Other Long-Term Assets,72.78,114.32,56.03,31.71,23.15,3.74,22.22,3.18,3.01,2.47,2.25,0.82,1.07,1.16,0.3,1.28,-,5.63,-,5.14
17,Total Assets,1399,1267,1185,1001,916.23,816.64,819.42,794.28,784.61,773.61,810.95,776.79,713.76,707.11,744.1,761.14,-,508.47,-,515.6
18,Accounts Payable,169.28,165.73,86.46,120.61,50.16,41.01,52.07,49.9,43.34,49.72,59.18,50.47,61.64,62.69,95.22,125.71,-,51.49,-,117.42
19,Accrued Expenses,14.46,12.5,10.64,16.5,11.56,12.1,10.52,13.45,11.18,9.09,10.55,14.63,9.73,12.35,7.56,9.94,-,11.84,-,9.41
20,Short-Term Debt,80.05,50.03,80.06,50.04,50.03,30,-,-,-,-,-,-,1,5,10,20,-,40,-,40
21,Current Portion of Long-Term Debt,-,-,-,-,8.51,8.5,21.5,21.5,26,26,26,26,19.5,19.5,13,13,-,13,-,-
22,Current Income Taxes Payable,5.75,3.59,5.98,4,6.64,4.78,12.19,3.86,7.91,5.13,9.26,2.68,2.78,3.43,5.16,1.58,-,2.56,-,0.7
23,Current Unearned Revenue,3.88,3.81,3.49,5.22,3.72,5.41,5.42,9.09,5.72,4.35,6.36,6.07,6.1,5.24,3.88,2.93,-,7.7,-,4.11
24,Other Current Liabilities,2.55,3.04,2.36,3.66,2.9,2.35,2.03,3.73,2.13,2.13,2.11,3.14,2.72,2.33,2.02,2.3,-,42.78,-,2.31
25,Total Current Liabilities,275.99,238.71,189,200.03,133.53,104.15,103.74,101.53,96.29,96.43,113.46,103,103.47,110.54,136.84,175.48,-,169.36,-,173.95
26,Long-Term Debt,200.12,125.09,85.08,3.39,-,-,-,-,8.5,8.5,21.5,21.5,34.5,34.5,47.5,47.5,-,54,-,73.5
27,Long-Term Unearned Revenue,0.2,0.22,0.25,0.27,0.29,0.31,0.33,0.35,0.41,0.47,0.53,0.59,0.65,0.71,0.83,0.83,-,0.95,-,1.07
28,Other Long-Term Liabilities,221.54,210.77,210.77,110.77,110.77,55.38,55.38,55.38,55.38,55.38,55.38,55.38,-,-,-,-,-,-,-,-
29,Total Liabilities,697.85,574.79,485.09,314.46,244.59,159.84,159.45,157.26,160.58,160.78,190.87,180.47,138.62,145.75,185.17,223.81,-,224.31,-,248.52
30,Common Stock,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,80.2,80.2,80.2,80.2,80.2,80.2,-,60.15,-,60.15
31,Additional Paid-In Capital,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,287.36,287.36,287.36,287.36,287.36,287.36,-,78.93,-,78.93
32,Retained Earnings,331.57,322.68,330.96,318.51,303.92,289.24,292.27,269.45,256.46,245.27,252.52,228.76,207.58,193.79,191.36,169.77,-,144.76,-,128
33,Comprehensive Income & Other,2.1,1.59,1.25,-,0.16,-,0.13,-,-,-,-,-,-,-,-,-,-,0.32,-,-
34,Shareholders' Equity,701.23,691.84,699.77,686.07,671.64,656.8,659.97,637.01,624.03,612.83,620.08,596.32,575.14,561.35,558.92,537.33,-,284.16,267.08,267.08
35,Total Liabilities & Equity,1399,1267,1185,1001,916.23,816.64,819.42,794.28,784.61,773.61,810.95,776.79,713.76,707.11,744.1,761.14,-,508.47,-,515.6
36,Total Debt,280.17,175.11,165.14,53.43,58.54,38.5,21.5,21.5,34.5,34.5,47.5,47.5,55,59,70.5,80.5,-,107,113.5,113.5
37,Net Cash (Debt),243.91,266.29,282.32,268.97,263.8,187.6,276.83,283.33,266.88,245.83,249.81,249.94,131.96,139.4,173.21,204.4,-,-38.8,-49.23,-49.23
38,Net Cash Growth,-7.54%,41.95%,1.98%,-5.07%,-1.16%,-23.69%,10.81%,13.36%,102.24%,76.35%,44.22%,22.28%,-,-,-,-,-,-,-,-
39,Net Cash Per Share,1.69,1.85,1.96,1.86,1.83,1.30,1.92,1.96,1.85,1.70,1.73,1.73,0.91,0.97,1.20,1.89,-,-0.36,-0.45,-0.45
40,Filing Date Shares Outstanding,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,108.27,108.27,108.27,108.27
41,Total Common Shares Outstanding,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,144.36,108.27,108.27,108.27,108.27
42,Working Capital,386.99,365.82,437.56,274.75,345.43,295.39,368.93,360.47,353.3,348.82,366.42,338.08,262.85,255.05,262,239.36,-,4.73,-,19.15
43,Book Value Per Share,4.86,4.79,4.85,4.75,4.65,4.55,4.57,4.41,4.32,4.25,4.30,4.13,3.98,3.89,3.87,3.72,-,2.62,2.47,2.47
44,Tangible Book Value,597.28,588.96,596.2,581.91,566.79,551.42,647.19,624.1,611.27,599.97,606.98,582.99,561.59,547.73,545.08,523.26,-,269.64,252.13,252.13
45,Tangible Book Value Per Share,4.14,4.08,4.13,4.03,3.93,3.82,4.48,4.32,4.23,4.16,4.20,4.04,3.89,3.79,3.78,3.62,-,2.49,2.33,2.33
46,Buildings,-,108.78,-,113.67,-,113.44,-,113.44,-,111.52,-,111.52,-,108.61,-,108.61,-,86.71,-,77.64
47,Machinery,-,443.35,-,491.96,-,490.89,-,487.48,-,457.67,-,455.43,-,445.64,-,445.88,-,315.58,-,306.09
48,Construction In Progress,-,208.87,-,128.19,-,43.79,-,39.32,-,62.26,-,56.42,-,70.95,-,61.99,-,197.18,-,196.51
