,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
10,Operating Income,141.63,45.57,50.05,-114.13,44.19,-13.52,24.16,19.39,122.21,67.61,104.87,39.61,90.6,47.14,82.05,31.61,156.73,187.03,152.8,155.81
11,Interest Expense,-10.74,-10.85,-10.49,-12.25,-14.57,-13.37,-14.3,-13.45,-12.73,-10.66,-9.62,-10.31,-6.9,-11.13,-13.53,-14.03,-33.77,-10.92,-9.88,-8.26
12,Interest & Investment Income,1.02,1.03,1.56,2.67,3.9,4.93,6.72,7.31,7.23,7.33,7.6,7.86,8.65,10.09,3.12,0.19,-,24.06,0.29,0.18
13,Currency Exchange Gain (Loss),-12.47,12.47,-,5.83,-1.79,1.79,-,9.91,-7.99,7.99,-,-5.27,3.24,-3.24,-,-6.75,1.16,-1.16,-,0.54
14,Other Non Operating Income (Expenses),12.08,-5.32,4.91,-3.82,3.56,1.76,-2.93,-15.19,13.6,0.98,-2.19,-28.23,0,-1.62,27.83,4.04,-3.61,1.86,-3.86,-0.28
15,EBT Excluding Unusual Items,131.51,42.91,46.03,-121.7,35.3,-18.42,13.65,7.97,122.33,73.25,100.67,3.65,95.6,41.24,99.47,15.06,120.51,200.87,139.37,147.98
16,Gain (Loss) on Sale of Investments,0.02,-0.41,0.05,-0.23,-,-,-,-,-,-,-,-,-,-0.22,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.03,-0.02,0.22,2.15,0.09,0.11,-2.57,-7.94,-0.59,-0.63,-0.01,-2.15,1.25,-1.48,-1.64,-13,23.82,-0.15,0.08,-3.94
18,Asset Writedown,-30.28,23.38,-23.38,76.13,-76.13,22.67,-22.67,40.55,-40.55,19.84,-19.84,39.8,-39.8,28.87,-28.87,37.23,-37.23,13.5,-13.5,1.25
19,Other Unusual Items,-6.61,6.39,0.22,34.73,-,-0.12,0.12,14.82,-,-,-,43.89,-,-,-,10.13,-,-,-,1.12
20,Pretax Income,94.68,72.25,23.14,-8.91,-40.74,4.25,-11.47,55.4,81.19,92.46,80.81,85.2,57.05,68.41,68.96,49.47,107.1,214.22,125.95,146.41
21,Income Tax Expense,4.24,2.61,-3.31,-1.57,-13.52,-9.33,-7.46,-21.59,6.26,6.19,6.1,3.47,3.43,3.84,4.59,3.17,11.15,24.59,18.59,10.9
22,Net Income,90.43,69.64,26.45,-7.35,-27.22,13.58,-4.01,76.99,74.93,86.27,74.72,81.72,53.62,64.57,64.37,46.3,95.95,189.62,107.36,135.52
23,Net Income to Common,90.43,69.64,26.45,-7.35,-27.22,13.58,-4.01,76.99,74.93,86.27,74.72,81.72,53.62,64.57,64.37,46.3,95.95,189.62,107.36,135.52
24,Net Income Growth,-,412.84%,-,-,-,-84.26%,-,-5.79%,39.75%,33.61%,16.08%,76.51%,-44.12%,-65.95%,-40.05%,-65.83%,-,-,-,-
25,Shares Outstanding (Basic),831,720,882,685,733,832,832,766,833,864,830,822,864,802,715,664,678,649,671,680
26,Shares Outstanding (Diluted),831,720,882,685,733,832,832,766,833,864,830,822,864,802,715,664,678,649,671,680
27,Shares Change (YoY),13.46%,-13.46%,5.99%,-10.53%,-12.04%,-3.77%,0.20%,-6.82%,-3.60%,7.83%,16.08%,23.82%,27.46%,23.54%,6.58%,-2.40%,-,-,-,-
28,EPS (Basic),0.11,0.10,0.03,-0.01,-0.04,0.02,-0.00,0.10,0.09,0.10,0.09,0.10,0.06,0.08,0.09,0.07,0.14,0.29,0.16,0.20
29,EPS (Diluted),0.11,0.10,0.03,-0.01,-0.04,0.02,-0.00,0.10,0.09,0.10,0.09,0.10,0.06,0.08,0.09,0.07,0.14,0.29,0.16,0.20
30,EPS Growth,-,492.63%,-,-,-,-83.64%,-,1.11%,44.98%,23.92%,0%,42.55%,-56.16%,-72.44%,-43.75%,-65.00%,-,-,-,-
31,Free Cash Flow,39.68,64.8,-104.52,-45.22,-3.39,-197.77,58.91,-46.35,22.55,26.74,50.85,-251.74,66.83,-253.81,-122.82,50.89,-165.32,-260.14,147.68,-142.24
32,Free Cash Flow Per Share,0.05,0.09,-0.12,-0.07,-0.00,-0.24,0.07,-0.06,0.03,0.03,0.06,-0.31,0.08,-0.32,-0.17,0.08,-0.24,-0.40,0.22,-0.21
33,Dividend Per Share,-,-,-,-,-,-,-,0.160,-,-,-,0.160,-,-,-,0.330,-,-,-,0.330
34,Dividend Growth,-,-,-,-,-,-,-,0%,-,-,-,-51.52%,-,-,-,0%,-,-,-,-
35,Gross Margin,26.80%,18.29%,18.88%,2.41%,19.61%,11.18%,18.25%,18.53%,27.22%,20.41%,24.04%,17.00%,20.80%,16.89%,21.59%,13.23%,30.42%,27.94%,29.89%,27.85%
36,Operating Margin,11.74%,4.19%,5.66%,-12.94%,5.47%,-1.61%,3.25%,2.26%,13.94%,7.20%,12.19%,4.04%,9.26%,5.32%,10.23%,3.84%,17.33%,16.49%,19.79%,15.87%
37,Profit Margin,7.50%,6.40%,2.99%,-0.83%,-3.37%,1.62%,-0.54%,8.96%,8.55%,9.19%,8.68%,8.34%,5.48%,7.28%,8.02%,5.63%,10.61%,16.72%,13.91%,13.80%
38,Free Cash Flow Margin,3.29%,5.95%,-11.81%,-5.13%,-0.42%,-23.53%,7.93%,-5.40%,2.57%,2.85%,5.91%,-25.68%,6.83%,-28.63%,-15.31%,6.18%,-18.28%,-22.94%,19.13%,-14.49%
39,EBITDA,208.24,124.27,116.66,-47.52,103.97,52.35,83.94,79.17,176.08,126.73,158.73,93.47,130.84,96.73,122.29,73.23,194.79,226.11,180.1,189.1
40,EBITDA Margin,17.26%,11.42%,13.19%,-5.39%,12.87%,6.23%,11.30%,9.22%,20.09%,13.50%,18.45%,9.53%,13.37%,10.91%,15.24%,8.90%,21.54%,19.94%,23.33%,19.26%
41,D&A For EBITDA,66.61,78.7,66.61,66.61,59.78,65.87,59.78,59.78,53.87,59.11,53.87,53.87,40.24,49.59,40.24,41.63,38.06,39.08,27.3,33.29
42,EBIT,141.63,45.57,50.05,-114.13,44.19,-13.52,24.16,19.39,122.21,67.61,104.87,39.61,90.6,47.14,82.05,31.61,156.73,187.03,152.8,155.81
43,EBIT Margin,11.74%,4.19%,5.66%,-12.94%,5.47%,-1.61%,3.25%,2.26%,13.94%,7.20%,12.19%,4.04%,9.26%,5.32%,10.23%,3.84%,17.33%,16.49%,19.79%,15.87%
44,Effective Tax Rate,4.48%,3.61%,-,-,-,-,-,-,7.71%,6.69%,7.54%,4.08%,6.01%,5.62%,6.66%,6.41%,10.41%,11.48%,14.76%,7.44%
45,Revenue as Reported,1206,1089,884.61,881.92,808.06,840.43,742.6,859.01,876.61,938.7,860.36,980.39,978.26,886.47,802.28,822.92,904.43,1134,771.96,981.91
