,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
12,Interest & Investment Income,2.13,2.22,2.67,4.74,3.13,2.01,1.63,2.71,4.11,2.27,2.24,9.36,2.93,2.76,1.41,0.23,0.3,0.32,0.01,0.15
13,Currency Exchange Gain (Loss),-0.08,0.08,-,0.17,-0.3,0.3,-,0.76,-0.24,0.24,-,-0.14,0.11,-0.11,-,-0.55,-0.33,0.33,-,-0.21
14,Other Non Operating Income (Expenses),0.32,-0.53,-0.02,-0.59,0.45,-0.22,-0.34,-0.68,0.68,-0.29,-0.16,-0.18,0.54,-0.55,-0.08,-0.05,0.69,-0.62,-0.71,-0.1
15,EBT Excluding Unusual Items,67.35,54.45,51.31,34.04,70.03,51.91,38.34,24.43,46.67,39.6,26.59,21.8,27.12,25.05,14.21,11.56,26.27,27.88,-1.94,17.74
16,Gain (Loss) on Sale of Investments,-0.1,-0.01,0.1,-1.6,1.07,0.4,1.14,-1.58,-0.97,1.69,0.05,-5.92,2.65,2.76,0.69,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-1.66,-0.03,0.03,0.12,-,0.79,-,0.15,0,-0.01,0,-,-,-,-,-,-,-,-,0
18,Asset Writedown,-0.14,-0.16,-0.28,-0.48,0.13,-0.13,-,-0.54,0.01,-0.01,-,-0.07,0.03,-0.03,-,-0.02,0,-0,-,-1.19
19,Other Unusual Items,-6.19,5.98,0.01,2.64,-7.91,7.91,-,-0.07,0.04,-0.04,-,8.47,-,-,-,6.13,-0,0,-,1.15
20,Pretax Income,59.25,60.24,51.17,34.72,63.32,60.88,39.47,22.38,45.75,41.24,26.65,24.28,29.8,27.78,14.9,17.67,26.27,27.88,-1.94,17.7
21,Income Tax Expense,7.97,7.5,6.93,3.68,7.48,6.34,5.07,-2.78,5.94,5.48,3.81,2.27,5.67,3.59,2.94,2.69,3.79,2.61,0.54,1.87
22,Earnings From Continuing Operations,51.28,52.74,44.23,31.04,55.84,54.54,34.4,25.17,39.81,35.75,22.84,22.01,24.13,24.19,11.96,14.98,22.48,25.27,-2.48,15.83
23,Minority Interest in Earnings,-1,-0.99,-3.2,-0.66,-4.72,-3.96,-2.92,-1.72,-1.04,-1.85,-0.46,-2.4,0.14,0.02,-,-,-,-,-,-
24,Net Income,50.29,51.75,41.04,30.38,51.13,50.57,31.48,23.45,38.77,33.9,22.38,19.62,24.26,24.21,11.96,14.98,22.48,25.27,-2.48,15.83
25,Net Income to Common,50.29,51.75,41.04,30.38,51.13,50.57,31.48,23.45,38.77,33.9,22.38,19.62,24.26,24.21,11.96,14.98,22.48,25.27,-2.48,15.83
26,Net Income Growth,-1.65%,2.32%,30.36%,29.56%,31.87%,49.17%,40.69%,19.53%,59.79%,40.03%,87.05%,30.96%,7.95%,-4.20%,-,-5.35%,-,-,-,-
27,Shares Outstanding (Basic),150,153,157,162,164,163,160,151,165,164,165,160,160,160,147,120,120,120,120,120
28,Shares Outstanding (Diluted),171,172,180,166,164,163,162,155,165,164,165,160,160,160,147,120,120,120,120,120
29,Shares Change (YoY),4.13%,5.52%,11.07%,6.54%,-0.48%,-0.69%,-1.68%,-3.13%,2.58%,2.52%,11.82%,33.38%,33.23%,33.28%,22.30%,-0.02%,-,-,-,-
30,EPS (Basic),0.34,0.34,0.26,0.19,0.31,0.31,0.20,0.16,0.24,0.21,0.14,0.12,0.15,0.15,0.08,0.12,0.19,0.21,-0.02,0.13
31,EPS (Diluted),0.29,0.30,0.23,0.18,0.31,0.31,0.19,0.15,0.24,0.21,0.14,0.12,0.15,0.15,0.08,0.12,0.19,0.21,-0.02,0.13
32,EPS Growth,-5.55%,-3.03%,17.37%,21.60%,32.51%,50.20%,43.09%,23.40%,55.76%,36.60%,67.28%,-1.81%,-18.97%,-28.12%,-,-5.32%,-,-,-,-
33,Free Cash Flow,19.49,12.19,-37.88,24.35,19.1,24.21,6.88,7.97,19.63,-14.84,6.47,20.3,9.38,-62.29,-17.47,33.65,-29.32,2.52,-4.42,-0.61
34,Free Cash Flow Per Share,0.11,0.07,-0.21,0.15,0.12,0.15,0.04,0.05,0.12,-0.09,0.04,0.13,0.06,-0.39,-0.12,0.28,-0.24,0.02,-0.04,-0.01
35,Dividend Per Share,-,-,-,0.228,-,-,-,0.207,-,-,-,0.122,-,-,-,0.122,-,-,-,-
36,Dividend Growth,-,-,-,10.00%,-,-,-,70.01%,-,-,-,0%,-,-,-,-,-,-,-,-
37,Gross Margin,60.26%,61.24%,57.05%,53.75%,62.44%,60.02%,59.32%,50.51%,60.37%,60.33%,56.82%,56.08%,57.15%,62.83%,59.31%,60.14%,63.59%,61.79%,47.18%,59.32%
38,Operating Margin,35.85%,28.75%,27.46%,18.23%,37.50%,28.36%,25.26%,15.70%,28.67%,28.35%,22.10%,10.44%,26.81%,25.88%,17.20%,14.18%,31.48%,34.74%,-3.14%,21.68%
39,Profit Margin,27.31%,27.74%,22.72%,18.01%,28.28%,28.18%,20.93%,16.28%,25.79%,25.00%,19.44%,14.72%,26.47%,26.07%,15.55%,17.68%,27.39%,31.38%,-6.26%,19.16%
40,Free Cash Flow Margin,10.59%,6.53%,-20.97%,14.43%,10.57%,13.49%,4.58%,5.53%,13.06%,-10.94%,5.62%,15.23%,10.23%,-67.07%,-22.71%,39.71%,-35.73%,3.13%,-11.16%,-0.74%
41,EBITDA,78.01,65.2,61.61,42.77,78.89,64.2,49.09,33.72,52.15,48.91,34.48,22.95,31.56,32.24,20.23,16.21,35.52,34.87,5.65,39.79
42,EBITDA Margin,42.37%,34.96%,34.11%,25.35%,43.64%,35.77%,32.64%,23.40%,34.69%,36.06%,29.96%,17.23%,34.44%,34.71%,26.30%,19.13%,43.28%,43.29%,14.28%,48.18%
43,D&A For EBITDA,12,11.57,12,12,11.1,13.3,11.1,11.1,9.04,10.46,9.04,9.04,6.99,8.2,6.99,4.19,9.69,6.89,6.9,21.88
44,EBIT,66.01,53.63,49.6,30.77,67.8,50.89,37.99,22.62,43.1,38.44,25.43,13.91,24.57,24.04,13.23,12.02,25.83,27.98,-1.24,17.91
45,EBIT Margin,35.85%,28.75%,27.46%,18.23%,37.50%,28.36%,25.26%,15.70%,28.67%,28.35%,22.10%,10.44%,26.81%,25.88%,17.20%,14.18%,31.48%,34.74%,-3.14%,21.68%
46,Effective Tax Rate,13.45%,12.45%,13.55%,10.59%,11.81%,10.41%,12.84%,-,12.99%,13.30%,14.30%,9.35%,19.04%,12.92%,19.74%,15.21%,14.44%,9.36%,-,10.59%
47,Revenue as Reported,184.11,186.51,180.63,168.73,180.78,179.47,150.41,144.08,150.32,135.62,115.09,133.25,91.65,92.87,76.93,84.74,82.07,80.53,39.59,82.58
