,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Accounts Payable,273.76,241.75,216.95,264.03,348.64,257.06,294.34,349.55,213.45,209.25,169.88,235.75,213.07,166.53,170.56,140.54,-,67.71,-
19,Accrued Expenses,44.6,105.68,44.62,155.93,47.27,112.88,52.14,148.46,48.79,91.3,44.54,126.72,48.97,66.07,29.37,101.05,-,53.84,-
20,Short-Term Debt,111.93,71.24,78.04,77.16,30,-,80.08,85.08,80.07,100.09,1,-,-,40.04,20.02,-,-,50.06,-
21,Current Portion of Long-Term Debt,75.62,35.82,17.8,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,-
22,Current Portion of Leases,-,10.85,-,17.48,11.54,12.47,13.25,13.52,14.25,15.07,15.8,14.77,-,-,-,-,-,-,-
23,Current Income Taxes Payable,31.08,14.7,34.19,6.07,53.21,12.74,52.74,17.95,44.65,13.15,51.86,41.25,43.19,20.62,52.16,28.31,-,13.02,-
24,Current Unearned Revenue,17.17,26.49,24.25,34.91,19,20.24,28.2,49.05,33,30.4,45.12,56.33,17.25,20,22.67,33.91,-,14.36,-
25,Other Current Liabilities,55.35,10.69,64.84,10.73,37.49,11.61,70.08,11.15,29.58,9.71,27.06,7.8,51.66,30.22,50.02,6.36,-,18.28,-
26,Total Current Liabilities,609.52,517.23,480.69,571.32,547.14,427.01,590.83,674.77,463.79,468.98,355.25,482.62,374.14,343.47,344.8,310.17,-,217.31,-
27,Long-Term Debt,814.79,836.12,841.65,816.65,800.27,706.29,694.98,-,-,-,-,-,-,-,-,-,-,30,-
28,Long-Term Leases,36.66,38.77,40.75,40.7,35.09,37.55,40.14,43.47,51.09,47.84,48.65,53.75,70.58,74.16,72.25,-,-,-,-
29,Long-Term Unearned Revenue,5.22,5.82,6.24,6.87,7.49,7.79,7.81,8.4,9.02,9.61,10.21,10.8,17.74,18.34,11.96,12.53,-,13.7,-
30,Long-Term Deferred Tax Liabilities,14.82,15.23,16.41,17.41,0.27,0.29,0.29,13.06,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,1481,1413,1386,1453,1390,1179,1334,739.7,523.9,526.43,414.11,547.17,462.46,435.97,429.01,322.7,-,261.01,-
32,Common Stock,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,127,127,-,127,-
33,Additional Paid-In Capital,1393,1390,1388,1384,1329,1309,1292,1273,1256,1237,1217,1198,1176,1169,105.01,105.01,-,105.01,-
34,Retained Earnings,785.02,717.18,742.63,665.86,751.25,701.03,727.37,677.51,634.21,604.13,658.42,618.4,532.87,472.06,493.13,419.97,-,263.87,-
35,Treasury Stock,-60.49,-50.49,-50.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,255.13,253.2,252.52,252.02,245.95,245.96,245.97,-,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,2542,2479,2502,2472,2496,2426,2435,2120,2060,2010,2045,1986,1879,1810,725.14,651.99,-,495.89,470.69
38,Minority Interest,13.92,14.77,15.71,15.06,15.93,16.22,8.68,7.66,5.87,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,2555,2494,2518,2487,2511,2442,2444,2128,2066,2010,2045,1986,1879,1810,725.14,651.99,-,495.89,470.69
40,Total Liabilities & Equity,4036,3907,3904,3940,3902,3621,3778,2868,2590,2537,2459,2533,2341,2246,1154,974.69,-,756.9,-
41,Total Debt,1039,992.8,978.23,956.99,876.9,756.31,828.45,142.07,145.42,163,65.45,68.52,70.58,114.2,92.28,-,-,80.09,60.08
42,Net Cash (Debt),49.15,140.83,188.03,357.13,352.51,346.87,539.45,389.84,351.13,417.22,629.76,715.51,742.27,824.77,-26.29,204.23,-,84,133.22
43,Net Cash Growth,-86.06%,-59.40%,-65.14%,-8.39%,0.39%,-16.86%,-14.34%,-45.52%,-52.70%,-49.41%,-,250.34%,-,881.81%,-,-,-,-,-
44,Net Cash Per Share,0.28,0.84,1.03,2.11,2.03,1.82,2.96,1.76,2.07,2.46,3.72,4.16,4.39,5.31,-0.21,1.61,-,0.66,1.05
45,Filing Date Shares Outstanding,167.36,167.91,167.91,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,127,127,126.76,127,126.84
46,Total Common Shares Outstanding,167.36,167.91,167.91,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,169.34,127,127,126.76,127,126.84
47,Working Capital,1206,1246,1391,1405,1383,1364,1446,523.87,528.46,570.4,802.37,850.15,942.07,991.51,70,172.28,-,145.38,-
48,Book Value Per Share,15.19,14.76,14.90,14.60,14.74,14.32,14.38,12.52,12.16,11.87,12.08,11.73,11.09,10.69,5.71,5.13,-,3.90,3.71
49,Tangible Book Value,2199,2132,2184,2150,2215,2153,2149,1833,1769,1718,1890,1830,1722,1668,656.06,582.95,-,426.06,422.39
50,Tangible Book Value Per Share,13.14,12.70,13.01,12.70,13.08,12.72,12.69,10.82,10.45,10.15,11.16,10.80,10.17,9.85,5.17,4.59,-,3.35,3.33
51,Buildings,-,518.66,-,503.62,-,386.78,-,351.5,-,194.76,-,160.26,-,83.66,-,83.66,-,82.74,-
52,Machinery,-,945.54,-,877.7,-,725.23,-,661.65,-,573.81,-,516.62,-,381.74,-,316.14,-,274.32,-
53,Construction In Progress,-,426.93,-,303.15,-,434.88,-,386.2,-,368.6,-,313.05,-,261.61,-,83.59,-,35.94,-
