,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Other Unusual Items,-11.03,1.74,8.96,0.31,0.06,-0.06,-,14.02,0.17,-0.17,-,18.39,0,-0,-,7.3,0.02,-0.02,-
20,Pretax Income,79.23,70.42,93.89,-97.59,55.59,70.77,61.28,48.11,40.74,39.37,47.6,106.42,76.03,78.45,92.2,92.77,102.78,71.12,23.36
21,Income Tax Expense,12.43,12.86,17.87,-11.34,5.96,13,11.58,4.87,10.79,8.99,7.58,20.88,15.22,14.84,19.05,19.4,20.06,13.39,5.1
22,Earnings From Continuing Operations,66.8,57.57,76.02,-86.25,49.63,57.77,49.7,43.25,29.95,30.37,40.02,85.54,60.81,63.61,73.15,73.37,82.73,57.73,18.27
23,Minority Interest in Earnings,1.03,0.94,0.75,0.86,0.59,0.55,0.17,0.05,0.13,-,-,-,-,-,-,-,-,-,-
24,Net Income,67.83,58.5,76.77,-85.39,50.22,58.33,49.87,43.3,30.08,30.37,40.02,85.54,60.81,63.61,73.15,73.37,82.73,57.73,18.27
25,Net Income to Common,67.83,58.5,76.77,-85.39,50.22,58.33,49.87,43.3,30.08,30.37,40.02,85.54,60.81,63.61,73.15,73.37,82.73,57.73,18.27
26,Net Income Growth,35.07%,0.30%,53.96%,-,66.94%,92.04%,24.60%,-49.38%,-50.53%,-52.25%,-45.29%,16.58%,-26.50%,10.18%,300.50%,-,-,-,-
27,Shares Outstanding (Basic),167,168,169,169,169,169,169,169,169,169,169,169,169,155,127,127,127,127,127
28,Shares Outstanding (Diluted),173,168,183,169,174,191,183,222,169,169,169,172,169,155,127,127,127,127,127
29,Shares Change (YoY),-0.81%,-12.11%,0.00%,-23.66%,2.76%,12.85%,7.77%,29.04%,0.14%,9.04%,33.35%,35.50%,33.43%,21.94%,0.12%,-,-,-,-
30,EPS (Basic),0.41,0.35,0.45,-0.50,0.30,0.34,0.29,0.26,0.18,0.18,0.24,0.50,0.36,0.41,0.58,0.58,0.65,0.45,0.14
31,EPS (Diluted),0.39,0.35,0.42,-0.50,0.29,0.31,0.27,0.20,0.18,0.18,0.24,0.50,0.36,0.41,0.58,0.58,0.65,0.45,0.14
32,EPS Growth,36.17%,14.12%,53.95%,-,62.47%,70.17%,15.62%,-60.77%,-50.60%,-56.21%,-58.98%,-13.97%,-44.91%,-9.65%,300.00%,-,-,-,-
33,Free Cash Flow,-61.48,48.09,-110.85,81.98,18.76,-85.4,-96.05,35.77,-62.64,-126.16,-82.84,-25,-81.33,-177.45,-139.34,72.06,50.87,38.24,-31.85
34,Free Cash Flow Per Share,-0.36,0.29,-0.61,0.48,0.11,-0.45,-0.53,0.16,-0.37,-0.75,-0.49,-0.15,-0.48,-1.14,-1.10,0.57,0.40,0.30,-0.25
35,Dividend Per Share,0.200,-,-,0.500,-,-,-,0.500,-,-,-,0.500,-,-,-,0.500,-,-,-
36,Gross Margin,32.44%,31.43%,32.59%,24.80%,33.02%,32.44%,32.03%,30.74%,32.67%,28.76%,33.09%,33.53%,33.91%,35.12%,36.49%,38.24%,39.68%,37.44%,35.71%
37,Operating Margin,11.55%,7.59%,9.71%,-11.37%,8.08%,7.90%,8.72%,4.41%,6.80%,4.05%,7.77%,9.41%,11.35%,11.52%,16.17%,13.69%,19.69%,16.64%,10.15%
38,Profit Margin,7.25%,6.76%,8.38%,-9.32%,5.31%,6.93%,6.28%,5.04%,4.13%,4.38%,6.36%,10.00%,8.57%,9.45%,12.65%,12.04%,15.60%,13.77%,7.28%
39,Free Cash Flow Margin,-6.57%,5.56%,-12.10%,8.94%,1.98%,-10.15%,-12.09%,4.16%,-8.61%,-18.18%,-13.16%,-2.92%,-11.46%,-26.36%,-24.09%,11.83%,9.59%,9.12%,-12.69%
40,EBITDA,134.94,97.13,115.79,-77.42,95.34,88.22,88.16,56.73,61.4,45.57,60.84,92.43,89.41,88.09,102.34,92.2,111.46,78.22,32.48
41,EBITDA Margin,14.42%,11.23%,12.64%,-8.45%,10.07%,10.48%,11.10%,6.60%,8.44%,6.57%,9.66%,10.80%,12.60%,13.09%,17.69%,15.13%,21.02%,18.66%,12.94%
42,D&A For EBITDA,26.83,31.48,26.83,26.83,18.87,21.75,18.87,18.87,11.93,17.43,11.93,11.93,8.82,10.55,8.82,8.82,7,8.49,7
43,EBIT,108.11,65.65,88.96,-104.25,76.47,66.47,69.29,37.87,49.47,28.13,48.92,80.5,80.59,77.54,93.53,83.38,104.46,69.73,25.48
44,EBIT Margin,11.55%,7.59%,9.71%,-11.37%,8.08%,7.90%,8.72%,4.41%,6.80%,4.05%,7.77%,9.41%,11.35%,11.52%,16.17%,13.69%,19.69%,16.64%,10.15%
45,Effective Tax Rate,15.69%,18.25%,19.04%,-,10.72%,18.36%,18.90%,10.12%,26.49%,22.85%,15.93%,19.62%,20.02%,18.91%,20.66%,20.91%,19.51%,18.83%,21.82%
46,Revenue as Reported,935.84,865.27,916.15,916.54,946.39,841.67,794.49,859.27,727.62,694.11,629.59,855.55,709.83,673.1,578.51,609.24,530.37,419.13,250.94
