,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
12,Other Non Operating Income (Expenses),-0.62,0.27,-0.71,-,-1.23,1.18,-0.04,0.01,-6.26,6.3,-0.16,-,-0.08,-1.36,1.14,-0.07
13,EBT Excluding Unusual Items,-61.63,-46.86,-28.8,-32.73,-74.72,-29.02,-16.76,9.57,10.01,60.92,70.86,47.73,40.31,45.99,4.96,44.28
14,Impairment of Goodwill,-,-,-,-,-4.27,-,-,-,-,-,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,-2.49,1.48,1.01,0,-0.47,5.6,1.37,6.92,1.52,-,-0.19,0.26,-0.87,1.29,-,-0.78
16,Gain (Loss) on Sale of Assets,-0.06,0,0.06,-,2.27,-1.05,0.01,-,-0.51,-,1.05,-1.05,1.23,0.03,-,0.03
17,Asset Writedown,1.98,-1.98,0.37,-0.37,1.02,-1.02,-,-,0.8,-0.86,0.12,-0.12,0.26,-0.26,-,-
18,Other Unusual Items,-2.87,0.18,0.68,2.01,7.56,-,-,-,4.86,-0,0,-,7.69,-,-,0.37
19,Pretax Income,-65.07,-47.18,-26.68,-31.08,-68.61,-25.49,-15.37,16.48,16.68,60.06,71.83,46.83,48.63,47.04,4.96,43.9
20,Income Tax Expense,1.51,-1.28,-6.4,-1.35,-14.91,0.19,-1.5,6.98,-3.91,10.99,9.8,7.95,9.21,1.83,0.3,7.34
21,Earnings From Continuing Operations,-66.58,-45.9,-20.28,-29.73,-53.7,-25.68,-13.87,9.5,20.59,49.06,62.04,38.88,39.41,45.21,4.67,36.56
22,Minority Interest in Earnings,-0.26,0.31,-0.81,0.76,4.84,0.01,0,-5.51,-6.59,-3.87,-0.86,0,-,-,-,-
23,Net Income,-66.84,-45.59,-21.09,-28.97,-48.86,-25.67,-13.86,3.99,14,45.19,61.18,38.88,39.41,45.21,4.67,36.56
24,Net Income to Common,-66.84,-45.59,-21.09,-28.97,-48.86,-25.67,-13.86,3.99,14,45.19,61.18,38.88,39.41,45.21,4.67,36.56
25,Net Income Growth,-,-,-,-,-,-,-,-89.74%,-64.47%,-0.05%,1211.38%,6.37%,-,-,-,-
26,Shares Outstanding (Basic),112,110,113,111,153,73,104,120,119,84,92,75,85,84,-,84
27,Shares Outstanding (Diluted),112,110,113,111,153,73,104,120,120,84,92,76,87,84,-,84
28,Shares Change (YoY),-27.01%,51.14%,8.40%,-7.00%,27.26%,-13.29%,12.31%,56.61%,38.75%,0.06%,-,-9.32%,-,-,-,-
29,EPS (Basic),-0.60,-0.42,-0.19,-0.26,-0.32,-0.35,-0.13,0.03,0.12,0.54,0.66,0.52,0.47,0.54,-,0.43
30,EPS (Diluted),-0.60,-0.42,-0.19,-0.26,-0.32,-0.35,-0.13,0.03,0.12,0.54,0.66,0.51,0.46,0.54,-,0.43
31,EPS Growth,-,-,-,-,-,-,-,-93.45%,-74.40%,-0.11%,-,17.31%,-,-,-,-
32,Free Cash Flow,-,-46.66,-39.5,-47.95,-8.3,-41.81,-37.61,-83.22,-54.28,56.81,-1.94,6.4,35.2,-44.27,3.57,7.96
33,Free Cash Flow Per Share,-,-0.43,-0.35,-0.43,-0.05,-0.58,-0.36,-0.69,-0.45,0.68,-0.02,0.08,0.41,-0.53,-,0.09
34,Dividend Per Share,-,-,-,-,-,-,-,-,0.433,-,-,-,-,-,-,-
35,Gross Margin,219.53%,66.90%,65.08%,57.90%,-17.45%,77.75%,66.98%,70.36%,53.84%,78.46%,75.06%,67.84%,60.68%,50.08%,100.00%,74.03%
36,Operating Margin,-151.07%,-160.05%,-86.98%,-140.59%,-422.41%,-104.89%,-57.62%,9.06%,4.97%,43.75%,45.81%,38.19%,40.22%,38.30%,9.55%,48.42%
37,Profit Margin,-223.04%,-146.43%,-55.00%,-100.57%,-245.71%,-85.87%,-31.07%,5.18%,11.32%,34.14%,42.86%,31.66%,38.42%,41.27%,11.66%,42.36%
38,Free Cash Flow Margin,-,-149.84%,-103.02%,-166.47%,-41.76%,-139.85%,-84.30%,-108.15%,-43.90%,42.91%,-1.36%,5.21%,34.32%,-40.40%,8.92%,9.22%
39,EBITDA,-39.45,-44.02,-26.26,-34.68,-78.19,-28.02,-21.16,10.31,9.48,59.9,68.23,48.89,43.23,43.11,5.23,43.19
40,EBITDA Margin,-131.66%,-141.37%,-68.47%,-120.40%,-,-93.73%,-47.43%,13.40%,7.67%,45.24%,47.80%,39.80%,42.15%,39.34%,13.06%,50.04%
41,D&A For EBITDA,5.81,5.81,7.1,5.81,5.81,3.34,4.55,3.34,3.34,1.98,2.84,1.98,1.98,1.15,1.4,1.4
42,EBIT,-45.27,-49.83,-33.35,-40.49,-84,-31.36,-25.71,6.97,6.14,57.92,65.39,46.91,41.25,41.96,3.82,41.78
43,EBIT Margin,-151.07%,-160.05%,-86.98%,-140.59%,-,-104.89%,-57.62%,9.06%,4.97%,43.75%,45.81%,38.19%,40.22%,38.30%,9.55%,48.42%
44,Effective Tax Rate,-,-,-,-,-,-,-,42.34%,-,18.30%,13.64%,16.97%,18.95%,3.89%,6.01%,16.72%
45,Revenue as Reported,-,31.14,38.34,28.8,19.89,29.9,44.62,76.94,123.65,132.39,142.75,122.81,338.46,-,-,-
