,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Asset Turnover,0.21,0.17,-,0.24,0.25,0.24,0.14,0.19,0.23,0.30,0.48,-,-,-,-,0.85,0.83,1.23,-,
19,Inventory Turnover,3.23,1.83,4.15,-,3.27,3.25,3.62,2.57,3.47,3.87,4.27,4.51,-,-,-,-,5.00,5.29,8.58,-
20,Quick Ratio,10.22,11.44,10.75,11.43,10.22,11.20,12.46,14.68,13.30,15.54,14.93,16.68,2.46,-,2.21,-,2.01,2.01,2.15,2.15
21,Current Ratio,11.95,13.24,11.59,13.19,11.95,12.09,13.31,15.72,14.10,16.41,15.83,17.82,3.30,-,2.92,-,2.54,2.54,2.54,2.54
22,Return on Equity (ROE),5.38%,1.80%,-,4.42%,9.37%,8.10%,3.64%,6.44%,8.15%,14.51%,14.55%,-,-,23.72%,38.96%,17.29%,18.55%,63.55%,-,
23,Return on Assets (ROA),6.55%,-1.65%,-,3.99%,5.12%,3.56%,1.73%,2.60%,3.64%,6.47%,9.82%,-,-,-,-,18.20%,17.90%,31.42%,-,
24,Return on Capital (ROIC),6.93%,-1.75%,-,4.26%,5.45%,3.77%,1.83%,2.74%,3.84%,6.82%,10.67%,-,-,15.28%,26.89%,21.74%,21.80%,39.02%,-,
25,Return on Capital Employed (ROCE),5.77%,5.40%,-,6.84%,5.96%,5.38%,4.79%,5.85%,7.82%,9.56%,10.19%,9.14%,28.78%,-,31.02%,-,50.33%,41.29%,32.71%,16.35%
26,Earnings Yield,4.01%,3.17%,4.10%,3.80%,2.72%,2.51%,2.61%,3.06%,3.33%,2.93%,2.46%,2.09%,-,-,-,-,-,-,-,-
27,FCF Yield,-3.95%,-1.98%,-3.25%,-2.52%,-2.68%,-1.78%,-2.24%,-0.12%,-0.53%,0.71%,1.02%,0.31%,-,-,-,-,-,-,-,-
28,Payout Ratio,37.59%,-,599.73%,-,-,-,119.42%,-,0.06%,-,54.54%,-,0.01%,0.07%,0.51%,0.32%,65.83%,65.83%,2.05%,2.05%
29,Buyback Yield / Dilution,-33.03%,0.62%,1.84%,-3.16%,-951.67%,0.06%,0.33%,-9.22%,87.36%,-33.26%,-35.94%,-20.30%,-1.32%,0.46%,-10.52%,-12.53%,-,-,-,-
30,Total Shareholder Return,-31.26%,0.62%,1.84%,-3.16%,-951.67%,0.06%,0.33%,-9.22%,87.36%,-33.26%,-35.94%,-20.30%,-1.32%,0.46%,-10.52%,-12.53%,-,-,-,-
