,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
16,Gain (Loss) on Sale of Investments,0.3,-0.15,-0.15,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,1.28,-0.24,7.5,0.19,0.7,-0.71,0.04,0.05,0.7,-0.59,-0.02,0.02,0.64,-0.65,-
18,Asset Writedown,-4.07,-1.22,1.22,7.2,-7.16,1.12,-1.12,6.88,-6.88,1.88,-1.88,4.04,-5.17,2.31,-2.31
19,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-0.54,-,-,-
20,Other Unusual Items,-11.37,11.37,-,12.32,-0.39,0.39,-,22.56,-0.06,0.06,-,13.67,-2.77,2.77,-
21,Pretax Income,114.68,170.59,148.03,112.64,149.55,158,128.96,118.9,138.46,131.39,97.2,72.02,106.96,119.18,67.54
22,Income Tax Expense,3.04,11.68,14.5,3.33,18.8,20.9,13.78,11.91,12.89,10.33,11.21,18.6,8.04,14.99,8.16
23,Earnings From Continuing Operations,111.64,158.91,133.52,109.31,130.75,137.1,115.18,106.99,125.57,121.06,85.99,53.42,98.92,104.19,59.38
24,Minority Interest in Earnings,-1.31,-0.87,-0.95,-0.25,-1.35,-0.49,-1.48,0.91,-0.46,-0.76,-0.4,0.36,-1.27,-1.07,0.54
25,Net Income,110.33,158.04,132.58,109.05,129.4,136.61,113.71,107.9,125.11,120.3,85.59,53.78,97.66,103.13,59.91
26,Net Income to Common,110.33,158.04,132.58,109.05,129.4,136.61,113.71,107.9,125.11,120.3,85.59,53.78,97.66,103.13,59.91
27,Net Income Growth,-14.74%,15.69%,16.60%,1.07%,3.43%,13.56%,32.85%,100.63%,28.11%,16.66%,42.86%,-,-,-,-
28,Shares Outstanding (Basic),462,479,473,475,479,489,474,492,404,435,357,360,362,372,352
29,Shares Outstanding (Diluted),462,479,473,475,479,489,474,492,404,435,357,360,362,372,352
30,Shares Change (YoY),-3.54%,-1.97%,-0.06%,-3.44%,18.47%,12.34%,32.85%,36.72%,11.86%,16.95%,1.19%,-,-,-,-
31,EPS (Basic),0.24,0.33,0.28,0.23,0.27,0.28,0.24,0.22,0.31,0.28,0.24,0.15,0.27,0.28,0.17
32,EPS (Diluted),0.24,0.33,0.28,0.23,0.27,0.28,0.24,0.22,0.31,0.28,0.24,0.15,0.27,0.28,0.17
33,EPS Growth,-11.61%,18.01%,16.67%,4.67%,-12.70%,1.08%,0%,46.75%,14.53%,-0.25%,41.18%,-,-,-,-
34,Free Cash Flow,45.04,119.43,43.98,36.49,33.44,95.52,24.37,195.42,183.9,82.8,62.24,100.12,135.43,169.02,-69.52
35,Free Cash Flow Per Share,0.10,0.25,0.09,0.08,0.07,0.20,0.05,0.40,0.45,0.19,0.17,0.28,0.37,0.45,-0.20
36,Dividend Per Share,-,-,-,0.500,-,-,-,0.400,-,-,-,0.300,-,-,-
37,Dividend Growth,-,-,-,25.00%,-,-,-,33.33%,-,-,-,-,-,-,-
38,Gross Margin,67.98%,67.14%,66.04%,63.30%,66.05%,67.81%,67.96%,66.68%,68.64%,68.01%,68.44%,66.21%,70.26%,70.47%,70.22%
39,Operating Margin,13.88%,17.86%,15.09%,9.42%,17.48%,17.34%,14.21%,9.71%,14.89%,16.27%,12.87%,7.15%,15.43%,16.27%,11.60%
40,Profit Margin,12.38%,18.53%,16.52%,12.44%,15.53%,16.85%,13.88%,12.34%,15.21%,15.12%,11.45%,6.77%,13.54%,14.49%,9.81%
41,Free Cash Flow Margin,5.05%,14.01%,5.48%,4.16%,4.01%,11.78%,2.97%,22.35%,22.36%,10.41%,8.32%,12.61%,18.78%,23.75%,-11.38%
42,EBITDA,143.55,173.25,140.97,102.42,162.38,159.83,133.13,101.63,137.03,146.82,110.8,71.41,122.35,131.15,81.93
43,EBITDA Margin,16.10%,20.32%,17.56%,11.68%,19.49%,19.72%,16.25%,11.62%,16.66%,18.45%,14.82%,8.99%,16.97%,18.43%,13.41%
44,D&A For EBITDA,19.81,20.97,19.81,19.81,16.74,19.29,16.74,16.74,14.6,17.36,14.6,14.6,11.05,15.38,11.05
45,EBIT,123.74,152.28,121.16,82.61,145.64,140.54,116.39,84.89,122.42,129.46,96.2,56.81,111.3,115.77,70.88
46,EBIT Margin,13.88%,17.86%,15.09%,9.42%,17.48%,17.34%,14.21%,9.71%,14.89%,16.27%,12.87%,7.15%,15.43%,16.27%,11.60%
47,Effective Tax Rate,2.65%,6.85%,9.80%,2.96%,12.57%,13.23%,10.69%,10.01%,9.31%,7.86%,11.53%,25.83%,7.51%,12.57%,12.09%
48,Revenue as Reported,891.53,852.77,802.72,876.76,833.07,810.63,819.18,874.49,822.43,795.53,747.71,-,721.06,711.69,610.73
