,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
16,Accounts Payable,140.21,127.44,119.02,132.18,121.03,117.86,121.28,143.51,114.06,125.83,108.96,129.77,-,-,-
17,Accrued Expenses,125.54,596.13,73.95,607.02,110.57,624.72,71.7,598.17,98.36,562.58,72.89,472.26,-,-,-
18,Short-Term Debt,49.94,49.94,49.94,55.05,55.05,55.05,75.07,40.05,40.04,40.04,70.07,70.09,-,-,-
19,Current Portion of Long-Term Debt,15.29,4.95,22.8,4.95,22.5,4.95,19.2,4.95,28.78,14.01,18.06,7.01,-,-,-
20,Current Portion of Leases,-,16.65,-,19.66,-,17.88,-,16.26,-,15.24,-,10.56,-,-,-
21,Current Income Taxes Payable,36.41,9.32,36.24,19.29,48.38,17.54,51.92,39.65,73.04,25.23,56.22,17.34,-,-,-
22,Current Unearned Revenue,53.74,74.08,64.78,39.74,31.73,50.28,38.93,80.96,34.42,34.07,43.49,42.82,-,-,-
23,Other Current Liabilities,597,108.66,597.12,120.48,599.96,122.08,629.79,129.46,542.13,105.01,498.89,116.64,-,-,-
24,Total Current Liabilities,1018,987.18,963.86,998.38,989.21,1010,1008,1053,930.84,922.01,868.59,866.48,-,-,-
25,Long-Term Debt,-,9.9,12.37,12.37,14.85,14.85,17.32,17.33,10.73,10.74,17.74,7.28,-,-,-
26,Long-Term Leases,21.71,26.03,27.79,32.26,38.47,43.32,41.76,44.33,49.03,50.73,48.26,43.06,-,-,-
27,Long-Term Unearned Revenue,9.54,9.86,10.19,10.02,10.33,10.63,9.24,9.5,9.71,6.8,6.89,4.14,-,-,-
28,Long-Term Deferred Tax Liabilities,19.17,18.75,18.45,18.22,29.45,28.98,19.82,18.85,16.93,17.09,16.75,16.9,-,-,-
29,Total Liabilities,1069,1052,1033,1071,1082,1108,1096,1143,1017,1007,958.24,937.86,-,-,-
30,Common Stock,480,480,480,480,480,480,480,480,480,480,360,360,-,-,-
31,Additional Paid-In Capital,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,146.47,146.47,-,-,-
32,Retained Earnings,1480,1369,1446,1314,1202,1073,1130,1017,909.46,784.44,663.67,686.08,-,-,-
33,Treasury Stock,-176.19,-148.63,-148.63,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,11,12.09,12.15,12.34,12.4,14.86,14.88,15.1,17.27,18.75,18.9,18.94,-,-,-
35,Total Common Equity,3457,3375,3452,3468,3357,3230,3288,3174,3069,2946,1189,1211,-,-,1005
36,Minority Interest,11.25,9.94,9.07,8.12,7.71,6.36,5.99,4.55,5.46,5.04,4.24,3.83,-,-,-
37,Shareholders' Equity,3468,3385,3461,3477,3365,3237,3294,3179,3075,2951,1193,1215,-,-,1008
38,Total Liabilities & Equity,4537,4437,4494,4548,4447,4345,4390,4322,4092,3958,2152,2153,-,-,-
39,Total Debt,86.94,107.46,112.9,124.3,130.86,136.05,153.35,122.92,128.58,130.77,154.14,137.99,-,-,83.77
40,Net Cash (Debt),2215,2194,2309,2407,2366,2335,2441,2418,2231,2088,341.18,396.7,-,-,236.47
41,Net Cash Growth,-6.38%,-6.06%,-5.39%,-0.49%,6.06%,11.83%,615.35%,509.62%,-,-,44.28%,-,-,-,-
42,Net Cash Per Share,4.79,4.58,4.88,5.07,4.94,4.78,5.15,4.92,5.52,4.80,0.96,1.10,-,-,0.67
43,Filing Date Shares Outstanding,468,469.98,469.98,480,480,480,480,480,480,480,360,360,361.61,372.19,352.43
44,Total Common Shares Outstanding,468,469.98,469.98,480,480,480,480,480,480,480,360,360,361.61,372.19,352.43
45,Working Capital,2100,2103,2244,2330,2296,2259,2403,2319,2229,2125,396.77,412.94,-,-,-
46,Book Value Per Share,7.39,7.18,7.35,7.23,6.99,6.73,6.85,6.61,6.39,6.14,3.30,3.37,-,-,2.79
47,Tangible Book Value,3315,3231,3305,3318,3222,3093,3147,3032,2924,2804,1047,1067,-,-,951.52
48,Tangible Book Value Per Share,7.08,6.87,7.03,6.91,6.71,6.44,6.56,6.32,6.09,5.84,2.91,2.96,-,-,2.64
49,Buildings,-,522.18,-,520.3,-,513.68,-,506.03,-,447.09,-,443.93,-,-,-
50,Machinery,-,586.32,-,558.75,-,526.52,-,511.19,-,427.34,-,416.4,-,-,-
51,Construction In Progress,-,361.22,-,255.66,-,139.19,-,46.72,-,124.7,-,100.06,-,-,-
