,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Total Assets,1906,1936,2007,2227,1882,1865,1869,1991,1683,1702,1816,1891,1717,1715,-,1348,-,1254,1254
17,Accounts Payable,392.3,395.41,462.18,352.19,308.81,321.21,297.72,265.92,246.89,270.78,350.26,327.46,326.12,312.27,-,246.79,-,260.23,260.23
18,Accrued Expenses,19.62,75.76,23.99,176.3,24.51,81.64,17.41,136.96,22.25,63.67,20.78,145.09,19.73,48.9,-,102.71,-,24.25,24.25
19,Short-Term Debt,244.33,244.34,-,-,-,-,-,-,-,-,-,-,-,5.03,-,74.47,-,137.25,137.25
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.57,37.57
21,Current Income Taxes Payable,17.47,4.52,33.7,48.03,24.28,10.38,38.3,50.56,34.37,14.19,26.18,41.74,31.41,18,-,31.77,-,20.11,20.11
22,Current Unearned Revenue,61.58,52.96,71.17,90.82,53.44,56.59,66.17,125.22,48.96,53.38,64.71,79.02,62.1,72.75,-,94.6,-,73.6,73.6
23,Other Current Liabilities,62.21,15.42,57.69,58.51,67.11,14.45,58.28,51.28,49.57,12.43,52.4,46.61,42.18,5.42,-,22.51,-,21.77,21.77
24,Total Current Liabilities,797.52,788.41,648.73,725.84,478.14,484.26,477.88,629.95,402.04,414.45,514.34,639.92,481.54,462.36,-,572.86,-,574.76,574.76
25,Long-Term Debt,26.93,17.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Leases,4.04,4.65,4.68,5.11,5.06,5.48,5.89,6.29,6.68,7.06,7.45,7.82,8.14,8.05,-,-,-,-,-
27,Long-Term Unearned Revenue,10.58,11.1,11.72,12.34,12.82,13.42,13.97,14.6,14.74,15.36,15.98,16.6,17.22,17.85,-,19.09,-,20.34,20.34
28,Long-Term Deferred Tax Liabilities,0.11,0.11,0.13,0.11,0.15,0.15,0.15,0.14,0.12,0.1,0.13,0.11,6.7,6.65,-,6.61,-,5.66,5.66
29,Total Liabilities,839.18,821.38,665.25,743.4,496.17,503.32,497.9,650.97,423.57,436.97,537.89,664.45,513.6,494.9,-,598.56,-,600.77,600.77
30,Common Stock,447.5,447.5,447.5,447.5,450,450,450,450,450,450,450,450,450,450,-,360,-,360,360
31,Additional Paid-In Capital,312.58,312.59,312.62,312.69,341.71,341.71,341.71,341.73,341.73,341.73,341.73,341.73,341.73,341.73,-,57.49,-,57.49,57.49
32,Retained Earnings,710.99,709.68,854.47,772.39,669.53,645.77,654.75,569.68,483.73,489.49,502.94,451.58,392.28,409.12,-,312.75,-,218.87,218.87
33,Treasury Stock,-380.15,-334.78,-256.52,-31.52,-59.74,-59.74,-59.74,-5.53,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-24.02,-20.81,-16.42,-17.56,-15.79,-16.01,-16.01,-16.01,-16.28,-16.28,-16.28,-16.28,19.43,19.43,-,19.43,-,16.8,16.8
35,Total Common Equity,1067,1114,1342,1483,1386,1362,1371,1340,1259,1265,1278,1227,1203,1220,749.66,749.66,-,653.16,653.16
36,Minority Interest,-,-,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,1067,1114,1342,1483,1386,1362,1371,1340,1259,1265,1278,1227,1203,1220,749.66,749.66,-,653.16,653.16
38,Total Liabilities & Equity,1906,1936,2007,2227,1882,1865,1869,1991,1683,1702,1816,1891,1717,1715,-,1348,-,1254,1254
39,Total Debt,275.3,266.1,4.68,5.11,5.06,5.48,5.89,6.29,6.68,7.06,7.45,7.82,8.14,13.07,74.47,74.47,-,174.81,174.81
40,Net Cash (Debt),169.73,201.39,598.8,889.62,585.91,674.25,672.91,751.68,482.29,499.02,570.03,610.33,473.22,570.46,131.56,131.56,-,-17.82,-17.82
41,Net Cash Growth,-71.03%,-70.13%,-11.01%,18.35%,21.48%,35.12%,18.05%,23.16%,1.92%,-12.52%,333.30%,363.93%,-,-,-,-,-,-,-
42,Net Cash Per Share,0.40,0.47,1.35,2.00,1.32,1.51,1.50,1.67,1.07,1.11,1.27,1.36,1.05,1.46,0.37,0.37,-,-0.05,-0.05
43,Filing Date Shares Outstanding,418.2,422.68,442.04,428.23,445.24,450,450,450,450,450,450,450,450,450,359.98,360,359.97,360,360
44,Total Common Shares Outstanding,418.2,422.68,442.04,428.23,445.24,450,450,450,450,450,450,450,450,450,359.98,360,359.97,360,360
45,Working Capital,139.65,158.06,398.15,561.81,491.09,493.17,529.62,501.59,423.55,403.81,419.95,366.1,356.81,399.34,-,-93.36,-,-189.24,-189.24
46,Book Value Per Share,2.55,2.64,3.04,3.46,3.11,3.03,3.05,2.98,2.80,2.81,2.84,2.73,2.67,2.71,2.08,2.08,-,1.81,1.81
47,Tangible Book Value,906.63,953.38,1180,1321,1222,1197,1216,1184,1102,1107,1120,1067,1043,1058,586.15,586.15,-,488.08,488.08
48,Tangible Book Value Per Share,2.17,2.26,2.67,3.08,2.74,2.66,2.70,2.63,2.45,2.46,2.49,2.37,2.32,2.35,1.63,1.63,-,1.36,1.36
49,Buildings,-,548.42,-,525.15,-,496.36,-,496.17,-,496.18,-,373.67,-,373.67,-,373.67,-,-,-
50,Machinery,-,499.54,-,477.9,-,395.15,-,393.55,-,386.05,-,366.81,-,356.68,-,357.64,-,-,-
51,Construction In Progress,-,57.6,-,36.13,-,61.37,-,35.18,-,29.91,-,134.6,-,68.01,-,56.25,-,-,-
