,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
26,Net Income to Common,1.31,0.37,82.09,102.64,46.03,44.45,85.27,85.77,34.74,31.56,51.36,59.3,28.16,49.47,46.91,67.39,26.49,42.4,42.4
27,Net Income Growth,-97.16%,-99.17%,-3.74%,19.66%,32.52%,40.86%,66.02%,44.65%,23.35%,-36.21%,9.50%,-12.01%,6.30%,16.68%,10.64%,-,-,-,-
28,Shares Outstanding (Basic),420,428,442,445,445,445,448,450,450,450,450,450,450,390,360,360,360,353,360
29,Shares Outstanding (Diluted),420,428,442,445,445,445,448,450,450,450,450,450,450,390,360,360,360,353,360
30,Shares Change (YoY),-5.75%,-3.93%,-1.30%,-1.08%,-1.07%,-0.98%,-0.51%,0.01%,-0.04%,15.30%,25.05%,25.02%,25.05%,10.39%,-0.02%,-,-,-,-
31,EPS (Basic),0.00,0.00,0.19,0.23,0.10,0.10,0.19,0.19,0.08,0.07,0.11,0.13,0.06,0.13,0.13,0.19,0.07,0.12,0.12
32,EPS (Diluted),0.00,0.00,0.19,0.23,0.10,0.10,0.19,0.19,0.08,0.07,0.11,0.13,0.06,0.13,0.13,0.19,0.07,0.12,0.12
33,EPS Growth,-96.99%,-99.14%,-2.47%,20.98%,33.95%,42.26%,66.87%,44.64%,23.41%,-44.67%,-12.43%,-29.62%,-15.00%,5.70%,10.66%,-,-,-,-
34,Free Cash Flow,4.85,-183.3,-82.26,306.54,-22.47,14.34,-81.91,327.47,54.41,0.92,-101.78,78.49,-51.17,69.09,11.22,191.2,-39.87,23.09,23.09
35,Free Cash Flow Per Share,0.01,-0.43,-0.19,0.69,-0.05,0.03,-0.18,0.73,0.12,0.00,-0.23,0.17,-0.11,0.18,0.03,0.53,-0.11,0.07,0.06
36,Dividend Per Share,-,-,-,0.340,-,0.050,-,0.120,-,0.090,-,0.100,-,0.100,-,-,-,-,-
37,Dividend Growth,-,-,-,183.33%,-,-44.44%,-,20.00%,-,-10.00%,-,-,-,-,-,-,-,-,-
38,Gross Margin,31.21%,30.97%,38.70%,40.42%,38.82%,37.49%,36.87%,33.23%,34.87%,29.71%,34.88%,32.08%,33.85%,38.49%,36.32%,37.97%,38.46%,38.55%,38.55%
39,Operating Margin,2.87%,0.11%,19.92%,20.42%,15.70%,14.94%,21.78%,19.64%,13.67%,12.02%,18.99%,10.91%,13.32%,20.27%,18.55%,21.66%,16.52%,19.77%,19.77%
40,Profit Margin,0.33%,0.09%,14.90%,16.64%,11.69%,11.25%,16.50%,16.08%,9.51%,9.35%,14.28%,12.00%,8.96%,15.21%,13.83%,17.20%,10.30%,14.18%,14.18%
41,Free Cash Flow Margin,1.23%,-46.49%,-14.93%,49.71%,-5.71%,3.63%,-15.85%,61.38%,14.89%,0.27%,-28.31%,15.89%,-16.29%,21.25%,3.31%,48.81%,-15.50%,7.72%,7.72%
42,EBITDA,27.32,18.85,125.73,141.94,76.89,75.14,127.63,119.88,63.99,54.67,82.31,67.9,56.03,80.01,77.12,99.03,56.73,73.35,73.35
43,EBITDA Margin,6.92%,4.78%,22.82%,23.02%,19.52%,19.01%,24.69%,22.47%,17.51%,16.20%,22.89%,13.75%,17.83%,24.61%,22.73%,25.28%,22.05%,24.53%,24.53%
44,D&A For EBITDA,15.99,18.43,15.99,15.99,15.07,16.11,15.07,15.07,14.03,14.12,14.03,14.03,14.19,14.09,14.19,14.19,14.23,14.23,14.23
45,EBIT,11.33,0.43,109.74,125.95,61.82,59.03,112.55,104.81,49.96,40.55,68.28,53.87,41.84,65.92,62.93,84.84,42.5,59.11,59.11
46,EBIT Margin,2.87%,0.11%,19.92%,20.42%,15.70%,14.94%,21.78%,19.64%,13.67%,12.02%,18.99%,10.90%,13.32%,20.27%,18.55%,21.66%,16.52%,19.77%,19.77%
47,Effective Tax Rate,21.68%,83.68%,24.82%,25.39%,26.16%,26.55%,25.75%,27.03%,26.71%,25.96%,25.43%,24.41%,25.48%,25.70%,25.54%,24.67%,26.05%,25.45%,25.45%
48,Revenue as Reported,394.7,394.25,551.03,616.68,393.85,395.2,516.87,533.55,365.43,337.39,359.58,494,314.15,325.18,339.23,-,257.24,298.98,298.98
