,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
32,Comprehensive Income & Other,5.47,4.62,3.86,2.95,-0.24,-0.39,0.11,0.45,-0.03,0.08,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,1251,1201,1256,1231,1199,1160,1200,1190,1164,1127,1140,1137,1126,1100,608.03,583.58,-,505.07,505.32
34,Total Liabilities & Equity,1676,1569,1554,1567,1560,1440,1464,1488,1460,1402,1421,1431,1478,1429,886.12,904.17,-,781.62,-
35,Total Debt,0.15,0.17,0.19,0.21,0.02,0.05,0.07,0.11,0.18,0.21,0.24,0.27,-,-,-,-,-,-,-
36,Net Cash (Debt),651.26,643.69,722.65,756.43,729.9,714.14,757.1,791.7,754.94,706.85,741.08,743.34,690.56,737.31,208.24,270.88,-,191.37,200.63
37,Net Cash Growth,-10.77%,-9.87%,-4.55%,-4.46%,-3.32%,1.03%,2.16%,6.51%,9.32%,-4.13%,255.88%,174.42%,-,285.27%,3.79%,-,-,-,-
38,Net Cash Per Share,3.49,3.45,3.86,4.10,3.82,3.93,3.96,4.27,4.04,3.78,3.96,3.91,3.71,4.44,1.46,1.89,-,1.42,1.40
39,Filing Date Shares Outstanding,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,140,186.68,139.46,140,143.46
40,Total Common Shares Outstanding,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,186.68,140,140,139.46,140,143.46
41,Working Capital,818.08,775.46,844.43,837.39,840.42,815.58,879.49,875.55,882.95,858,894.79,896.05,881.86,860.31,378.01,368.24,-,287.37,-
42,Book Value Per Share,6.70,6.43,6.73,6.60,6.42,6.21,6.43,6.37,6.24,6.04,6.11,6.09,6.03,5.89,4.34,4.17,-,3.61,3.61
43,Tangible Book Value,1202,1153,1207,1181,1150,1110,1150,1139,1112,1075,1088,1086,1075,1049,555.8,531.4,-,452.99,452.55
44,Tangible Book Value Per Share,6.44,6.17,6.47,6.33,6.16,5.94,6.16,6.10,5.96,5.76,5.83,5.82,5.76,5.62,3.97,3.80,-,3.24,3.23
45,Buildings,-,81.24,-,81.24,-,81.24,-,81.24,-,81.24,-,81.24,-,82.08,-,82.09,-,-,-
46,Machinery,-,366.03,-,364.95,-,365.8,-,365.5,-,357.88,-,350.69,-,319.51,-,281.96,-,-,-
47,Construction In Progress,-,240.94,-,197.65,-,148.07,-,105.88,-,52.73,-,16.73,-,31.76,-,20.99,-,-,-
