,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,56.74,49.72,28.71,25.02,47.64,36.01,12.84,14.58,48.66,40.36,2.17,-0.42,25.26,16.72,30.77,22.33,57.62,24.97,22.58
16,Gain (Loss) on Sale of Investments,1.14,-1.88,0.63,4.68,0.52,-7.64,0.86,5.16,-3.27,-3.93,1.25,0.54,2.17,-0.07,-1.11,0.47,2.54,0.63,-2.2
17,Gain (Loss) on Sale of Assets,0.03,0.06,-0.03,-0.29,0.05,-0.05,-0.01,-0.04,0.27,0.08,0.04,-0.43,0.18,-0.35,0,-0.09,-0.01,0,-0
18,Asset Writedown,-0.53,0.41,-0.41,2.71,-2.71,0.86,-0.86,1.56,-1.56,0.36,-0.36,1.69,-1.69,0.68,-0.68,0.57,-0.57,0.19,-0.19
19,Other Unusual Items,-1.5,1.5,0,1.83,-,-,-,6.1,-,-,-,10.41,-0.01,0.01,-,6.86,-,-,-
20,Pretax Income,55.88,49.81,28.89,33.95,45.51,29.18,12.84,27.36,44.1,36.88,3.09,11.79,25.92,16.99,28.98,30.14,59.59,25.79,20.19
21,Income Tax Expense,7.26,5.64,4.81,4.92,6.29,2.8,1.92,2.18,6.7,3.47,0.42,0.76,-0.29,2.83,4.54,1.4,9.82,2.43,3.79
22,Net Income,48.63,44.17,24.08,29.03,39.22,26.38,10.91,25.18,37.4,33.41,2.68,11.03,26.21,14.16,24.44,28.74,49.77,23.36,16.4
23,Net Income to Common,48.63,44.17,24.08,29.03,39.22,26.38,10.91,25.18,37.4,33.41,2.68,11.03,26.21,14.16,24.44,28.74,49.77,23.36,16.4
24,Net Income Growth,24.00%,67.43%,120.66%,15.28%,4.86%,-21.03%,307.69%,128.34%,42.69%,135.95%,-89.05%,-61.62%,-47.34%,-39.39%,49.06%,-,-,-,-
25,Shares Outstanding (Basic),187,187,187,184,191,182,191,186,187,187,187,190,186,166,143,143,139,135,143
26,Shares Outstanding (Diluted),187,187,187,184,191,182,191,186,187,187,187,190,186,166,143,143,139,135,143
27,Shares Change (YoY),-2.20%,2.67%,-2.03%,-0.67%,2.09%,-2.73%,2.10%,-2.39%,0.49%,12.47%,31.26%,32.49%,33.42%,23.24%,-0.59%,-,-,-,-
28,EPS (Basic),0.26,0.24,0.13,0.16,0.21,0.15,0.06,0.14,0.20,0.18,0.01,0.06,0.14,0.09,0.17,0.20,0.36,0.17,0.11
29,EPS (Diluted),0.26,0.24,0.13,0.16,0.21,0.15,0.06,0.14,0.20,0.18,0.01,0.06,0.14,0.09,0.17,0.20,0.36,0.17,0.11
30,EPS Growth,26.78%,63.08%,125.22%,16.05%,2.71%,-18.81%,299.30%,133.92%,42.00%,109.79%,-91.66%,-71.03%,-60.53%,-50.82%,49.96%,-,-,-,-
31,Free Cash Flow,4.48,26.33,-33.43,33.72,12.58,16.26,-36.53,39.06,36.59,10.57,-8.8,52.28,-44.85,49.82,-60.12,24.65,39.22,50.3,-14.6
32,Free Cash Flow Per Share,0.02,0.14,-0.18,0.18,0.07,0.09,-0.19,0.21,0.20,0.06,-0.05,0.28,-0.24,0.30,-0.42,0.17,0.28,0.37,-0.10
33,Dividend Per Share,-,-,-,0.536,-,-,-,0.357,-,-,-,0.250,-,-,-,0.357,-,-,-
34,Dividend Growth,-,-,-,50.01%,-,-,-,42.84%,-,-,-,-29.99%,-,-,-,-,-,-,-
35,Gross Margin,21.45%,21.78%,21.09%,19.67%,21.73%,18.69%,17.05%,20.18%,19.62%,17.55%,9.67%,11.39%,15.21%,16.14%,19.19%,17.56%,25.56%,27.11%,22.28%
36,Operating Margin,14.40%,12.58%,10.63%,10.62%,13.02%,9.56%,5.64%,7.26%,10.95%,8.68%,-0.54%,1.87%,6.27%,4.48%,9.49%,11.30%,17.21%,8.20%,11.47%
37,Profit Margin,11.44%,14.23%,11.19%,12.50%,11.33%,11.63%,5.69%,12.01%,11.94%,13.33%,1.09%,3.84%,7.80%,5.10%,8.55%,10.17%,13.18%,8.49%,10.02%
38,Free Cash Flow Margin,1.06%,8.48%,-15.53%,14.52%,3.63%,7.17%,-19.06%,18.62%,11.68%,4.22%,-3.57%,18.19%,-13.35%,17.96%,-21.04%,8.72%,10.38%,18.29%,-8.93%
39,EBITDA,69.44,46.59,31.12,32.9,54.15,30.65,19.9,24.33,43.01,30.85,7.39,14.11,28.17,21.21,34.19,39.02,71.37,29.48,25.14
40,EBITDA Margin,16.34%,15.01%,14.46%,14.17%,15.64%,13.51%,10.38%,11.60%,13.73%,12.31%,3.00%,4.91%,8.38%,7.65%,11.97%,13.81%,18.90%,10.72%,15.37%
41,D&A For EBITDA,8.25,7.55,8.25,8.25,9.09,8.97,9.09,9.09,8.73,9.1,8.73,8.73,7.09,8.8,7.09,7.09,6.38,6.93,6.38
42,EBIT,61.2,39.03,22.87,24.66,45.06,21.69,10.8,15.23,34.29,21.76,-1.33,5.39,21.07,12.41,27.1,31.93,64.99,22.55,18.77
43,EBIT Margin,14.40%,12.58%,10.63%,10.62%,13.02%,9.56%,5.64%,7.26%,10.95%,8.68%,-0.54%,1.87%,6.27%,4.48%,9.49%,11.30%,17.21%,8.20%,11.47%
44,Effective Tax Rate,12.98%,11.32%,16.66%,14.49%,13.82%,9.59%,14.98%,7.96%,15.20%,9.41%,13.51%,6.48%,-,16.67%,15.66%,4.65%,16.48%,9.42%,18.79%
45,Revenue as Reported,424.89,310.35,215.23,232.17,346.16,226.85,191.67,209.75,313.19,250.61,246.54,287.38,336.04,277.37,285.73,282.51,377.68,275.02,163.57
