,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Inventory Turnover,5.38,6.67,5.34,4.17,4.86,6.82,4.23,3.56,3.97,5.64,4.12,4.21,4.27,4.61,4.36,4.90,-,-,-,-
19,Quick Ratio,2.60,2.60,2.77,3.67,3.32,3.21,3.76,4.27,3.81,3.97,3.94,4.02,3.75,3.00,3.13,1.77,1.61,-,1.48,-
20,Current Ratio,3.14,3.14,3.39,4.33,3.89,3.68,4.52,5.13,4.56,4.63,4.86,4.94,4.69,3.85,4.00,2.59,2.30,-,2.13,-
21,Return on Equity (ROE),15.87%,14.38%,7.74%,9.56%,13.30%,8.94%,3.65%,8.56%,13.06%,11.79%,0.94%,3.90%,9.42%,6.63%,16.41%,-,-,18.50%,-,
22,Return on Assets (ROA),9.43%,6.25%,3.66%,3.94%,7.51%,3.73%,1.83%,2.58%,5.99%,3.85%,-0.23%,0.93%,3.62%,2.68%,7.57%,-,-,-,-,
23,Return on Capital (ROIC),12.48%,7.94%,4.60%,5.07%,9.55%,4.59%,2.26%,3.24%,7.48%,4.80%,-0.29%,1.19%,4.73%,3.63%,11.37%,-,-,11.16%,-,
24,Return on Capital Employed (ROCE),10.93%,11.42%,10.57%,8.78%,8.00%,7.44%,6.79%,6.56%,5.63%,4.94%,3.97%,-,5.55%,7.91%,11.94%,22.62%,22.23%,-,7.84%,-
25,Earnings Yield,3.04%,4.55%,4.74%,3.70%,3.12%,3.31%,3.21%,3.40%,3.48%,3.10%,2.52%,1.66%,1.97%,2.55%,2.55%,-,-,-,-,-
26,FCF Yield,0.65%,0.97%,1.36%,0.91%,0.77%,1.02%,1.78%,1.58%,2.73%,3.33%,0.32%,1.48%,-0.07%,-0.83%,1.17%,-,-,-,-,-
27,Dividend Yield,2.02%,-,-,-,3.06%,-,-,-,2.48%,-,-,-,1.30%,-,-,-,-,-,-,-
28,Payout Ratio,68.54%,-,226.41%,-,-,-,252.71%,-,-,-,139.70%,-,-,-,470.89%,-,-,-,171.23%,-
29,Buyback Yield / Dilution,12.17%,2.20%,-2.67%,2.03%,0.67%,-2.09%,2.73%,-2.10%,2.39%,-0.49%,-12.47%,-31.26%,-32.49%,-33.42%,-23.24%,0.59%,-,-,-,-
30,Total Shareholder Return,14.19%,2.20%,-2.67%,2.03%,3.73%,-2.09%,2.73%,-2.10%,4.87%,-0.49%,-12.47%,-31.26%,-31.19%,-33.42%,-23.24%,0.59%,-,-,-,-
