,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,PEG Ratio,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.14,-,-,-,-,-,-,-,-,-
12,EV/Sales Ratio,5.11,5.03,8.66,5.10,7.37,8.69,8.94,11.65,16.90,30.65,45.62,43.52,28.92,35.20,-,-,-,-,-,-,-
13,EV/EBITDA Ratio,27.57,26.79,62.22,31.57,45.87,42.35,36.09,41.67,56.68,101.15,137.30,140.02,95.66,119.71,-,-,-,-,-,-,-
14,EV/EBIT Ratio,29.43,29.02,70.05,34.59,49.44,44.23,37.18,42.67,57.76,103.24,141.13,144.72,98.99,124.33,-,-,-,-,-,-,-
15,EV/FCF Ratio,-,-,-,-,-,-,-,-77.98,-,-960.85,-,189.28,190.18,262.61,-,-,-,-,-,-,-
16,Debt / Equity Ratio,0.11,0.11,0.11,0.03,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.10,0.12,0.12,0.15,0.15,0.15
17,Debt / EBITDA Ratio,1.77,0.87,8.52,0.32,0.44,0.25,0.14,0.08,0.04,0.04,0.04,0.03,0.04,0.14,0.31,0.22,0.30,0.25,0.26,0.63,0.63
18,Debt / FCF Ratio,-,-,-,-,-,-,-,-0.11,-,-0.46,-,0.05,0.08,0.50,0.75,0.52,-,0.90,2.27,-,-
19,Asset Turnover,-,0.18,0.31,0.18,0.34,0.19,0.27,0.31,0.34,0.25,0.18,0.14,0.32,0.94,-,-,-,-,0.57,-,
20,Inventory Turnover,-,-,0.73,1.36,0.86,1.79,0.89,1.56,1.75,2.70,2.47,2.19,2.01,3.27,2.51,-,-,-,-,1.37,-
21,Quick Ratio,-,-,3.37,3.80,6.22,7.16,7.98,7.91,7.40,7.05,9.83,14.88,16.89,16.14,1.62,1.72,-,1.51,-,1.39,1.39
22,Current Ratio,-,-,4.18,4.64,7.49,8.27,9.42,9.23,8.48,7.89,10.63,15.74,17.67,16.74,2.32,2.48,-,2.03,-,2.14,2.14
23,Return on Equity (ROE),6.53%,3.70%,7.70%,4.14%,6.28%,4.15%,10.63%,10.77%,10.85%,10.37%,7.53%,5.79%,9.89%,35.97%,45.12%,33.62%,45.66%,49.23%,18.78%,-,
24,Return on Assets (ROA),-,0.43%,3.77%,1.37%,2.30%,1.96%,3.53%,5.86%,5.31%,5.32%,3.29%,2.99%,6.22%,13.90%,-,-,-,-,7.68%,-,
25,Return on Capital (ROIC),6.73%,0.51%,4.41%,1.54%,2.56%,2.18%,3.96%,6.64%,5.95%,5.78%,3.51%,3.19%,6.86%,21.19%,28.32%,22.06%,27.32%,30.01%,11.78%,-,
26,Return on Capital Employed (ROCE),-,-,3.52%,4.38%,4.05%,6.15%,7.44%,8.89%,8.26%,7.05%,6.29%,4.87%,4.33%,3.72%,31.44%,33.59%,-,27.87%,-,9.69%,4.85%
27,Earnings Yield,2.47%,2.49%,1.66%,2.47%,2.25%,2.28%,2.57%,2.30%,1.67%,1.01%,0.72%,0.67%,0.97%,0.72%,-,-,-,-,-,-,-
28,FCF Yield,-,-3.18%,-2.54%,-1.27%,-1.24%,-0.64%,-1.05%,-0.55%,-0.09%,-0.08%,0.47%,0.52%,0.38%,-,-,-,-,-,-,-,
29,Dividend Yield,3.14%,-,-,-,-,2.26%,-,1.73%,-,0.59%,-,-,-,0.44%,-,-,-,-,-,-,-
30,Payout Ratio,0.00%,-,319.77%,94.32%,0.46%,206.71%,-,171.58%,0.05%,0.00%,2.00%,101.95%,0.20%,0.70%,0.87%,0.82%,1.11%,4.51%,1.14%,2.66%,2.66%
31,Buyback Yield / Dilution,1.14%,3.04%,0.49%,0.84%,0.09%,-1.42%,0.36%,0.00%,0.38%,-31.74%,-34.58%,-32.24%,-33.81%,-0.62%,0.51%,-0.65%,0.30%,-,-,-,-
32,Total Shareholder Return,4.29%,3.04%,0.49%,0.84%,0.09%,0.85%,0.36%,1.73%,0.38%,-31.15%,-34.58%,-32.24%,-33.81%,-0.17%,0.51%,-0.65%,0.30%,-,-,-,-
