,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
30,Long-Term Unearned Revenue,-,15.7,15.43,3.08,2.32,2.11,1.46,1.48,1.5,1.52,1.54,1.56,1.58,1.6,1.62,-,1.66,-,1.7,1.7
31,Long-Term Deferred Tax Liabilities,-,1.77,1.79,1.81,1.82,-,-,1.79,-,-,-,-,-,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,-,63.84,60.2,51.62,55.3,58.6,57.56,63.13,47.74,44.31,38.41,32.5,30.51,28.18,24.84,-,22.81,-,22.28,22.28
33,Total Liabilities,-,1867,1455,946.26,848.53,742.51,756.96,878.07,909.14,660.11,451.9,400.87,437.69,352.6,305.04,-,309.74,-,228.7,228.7
34,Common Stock,-,123.76,123.76,83.32,83.32,83.32,83.32,56,56,56,56,40,40,30,30,-,30,-,30,30
35,Additional Paid-In Capital,-,5755,5745,5777,5769,5697,5686,5698,5689,5679,5679,5695,5695,298.46,298.46,-,298.46,-,298.46,298.46
36,Retained Earnings,-,628.82,570.83,747.66,680.36,782.95,715.99,839.31,662.99,492.55,332.24,337.69,250.44,170.3,127.37,-,48.7,-,-27.11,-27.11
37,Treasury Stock,-,-273.91,-272.57,-172.54,-152.48,-150.24,-147.74,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Comprehensive Income & Other,-,-4.15,0.17,0,-2.31,-0.06,-9.27,-0.02,0,-,-,-,-,-,-,-,-,-,-,-
39,Total Common Equity,6230,6230,6167,6436,6377,6413,6329,6593,6408,6227,6067,6073,5985,498.76,455.83,377.15,377.15,301.34,301.34,301.34
40,Minority Interest,-,-0.23,1.92,0.82,1.76,-2.27,-1.46,-1.02,0.2,-0.71,0.27,-,-,-,-,-,-,-,-,-
41,Shareholders' Equity,6230,6230,6169,6436,6379,6411,6327,6592,6409,6227,6067,6073,5985,498.76,455.83,377.15,377.15,301.34,301.34,301.34
42,Total Liabilities & Equity,-,8096,7624,7383,7228,7153,7084,7470,7318,6887,6519,6473,6423,851.35,760.87,-,686.9,-,530.04,530.04
43,Total Debt,666.52,666.52,168.92,79.98,84.24,31.87,34.17,30.33,22.66,22.84,10.88,11.21,53.08,56.58,46.89,46.31,46.31,44.14,44.14,44.14
44,Net Cash (Debt),3682,3682,4254,4684,4759,4812,4813,5275,5456,5378,5649,5650,5637,169.86,149.95,131.01,131.01,57.59,57.59,57.59
45,Net Cash Growth,-22.63%,-23.48%,-11.62%,-11.20%,-12.77%,-10.53%,-14.81%,-6.63%,-3.21%,3066.35%,3667.60%,4212.60%,4202.76%,194.97%,160.39%,127.49%,-,-,-,-
46,Net Cash Per Share,30.26,29.84,34.56,37.84,37.92,38.80,38.78,42.57,44.08,43.22,45.52,45.42,60.00,1.84,1.60,1.41,1.40,0.62,0.62,0.62
47,Filing Date Shares Outstanding,121.7,123.39,123.07,123.81,123.55,124.01,123.77,124.33,124.33,124.33,124.33,124.33,124.33,93.24,124.33,92.96,93.24,92.95,93.24,93.24
48,Total Common Shares Outstanding,121.7,123.39,123.07,123.81,123.74,124.01,123.77,124.33,124.33,124.33,124.33,124.33,124.33,93.24,93.24,92.96,93.24,92.95,93.24,93.24
49,Working Capital,-,4710,4901,5470,5437,5558,5542,5883,5800,5693,5911,5928,5865,381.28,363.31,-,278.12,-,221.93,221.93
50,Book Value Per Share,50.49,50.49,50.11,51.98,51.54,51.59,51.13,53.03,51.55,50.09,48.80,48.84,48.14,5.35,4.89,4.04,4.04,3.23,3.23,3.23
51,Tangible Book Value,5899,5899,5854,6226,6168,6206,6294,6560,6391,6210,6050,6055,5968,481.43,438.37,359.93,359.93,284.05,284.05,284.05
52,Tangible Book Value Per Share,47.81,47.81,47.56,50.29,49.85,49.93,50.85,52.76,51.40,49.95,48.66,48.70,48.00,5.16,4.70,3.86,3.86,3.05,3.05,3.05
53,Buildings,-,-,337.21,-,401.9,-,125.51,-,125.01,-,46.6,-,46.6,-,42.28,-,32.82,-,11.55,11.55
54,Machinery,-,-,193.35,-,167.56,-,142.87,-,122.15,-,93.45,-,87.99,-,84.14,-,81.98,-,76.54,76.54
55,Construction In Progress,-,-,231.75,-,113.33,-,457.91,-,353.35,-,50.54,-,43.86,-,19.9,-,15.36,-,18.73,18.73
