,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
25,Net Income to Common,101.22,57.99,120.32,67.3,96.41,66.96,172.16,176.32,170.44,160.31,114.56,87.25,80.14,42.93,46.98,31.7,38.73,37.09,14.15,14.15
26,Net Income Growth,4.99%,-13.40%,-30.11%,-61.83%,-43.43%,-58.23%,50.28%,102.08%,112.68%,273.45%,143.86%,175.23%,106.94%,15.75%,232.07%,124.08%,-,-,-,-
27,Shares Outstanding (Basic),122,123,123,124,123,124,124,124,124,124,124,124,94,92,94,93,93,93,93,93
28,Shares Outstanding (Diluted),122,123,123,124,126,124,124,124,124,124,124,124,94,92,94,93,93,93,93,93
29,Shares Change (YoY),-3.04%,-0.49%,-0.84%,-0.09%,1.42%,-0.36%,-0.00%,-0.38%,31.74%,34.58%,32.24%,33.81%,0.62%,-0.51%,0.65%,-0.30%,-,-,-,-
30,EPS (Basic),0.83,0.47,0.98,0.54,0.78,0.54,1.39,1.42,1.38,1.29,0.92,0.70,0.85,0.46,0.50,0.34,0.41,0.40,0.15,0.15
31,EPS (Diluted),0.83,0.47,0.98,0.54,0.77,0.54,1.39,1.42,1.38,1.29,0.92,0.70,0.85,0.46,0.50,0.34,0.41,0.40,0.15,0.15
32,EPS Growth,8.28%,-12.97%,-29.52%,-61.79%,-44.22%,-58.08%,50.29%,102.85%,61.44%,177.49%,84.41%,105.69%,105.67%,16.34%,231.05%,125.53%,-,-,-,-
33,Free Cash Flow,-,-383.26,-118.58,-82.71,-68.88,-90.26,15.05,-133.12,62.11,-255.82,121.84,22.85,62.94,20.21,31.91,-8.48,31.82,34.85,-7.7,-7.7
34,Free Cash Flow Per Share,-,-3.11,-0.96,-0.67,-0.55,-0.73,0.12,-1.07,0.50,-2.06,0.98,0.18,0.67,0.22,0.34,-0.09,0.34,0.37,-0.08,-0.08
35,Dividend Per Share,-,-,-,-,2.416,-,1.611,-,2.387,-,-,-,0.965,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,1.21%,-,-,-,147.33%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,-33.46%,49.70%,46.52%,49.09%,43.19%,46.06%,35.67%,46.41%,41.87%,47.89%,44.38%,48.20%,43.39%,40.69%,40.84%,47.28%,40.23%,40.43%,43.42%,43.42%
38,Operating Margin,24.23%,3.80%,19.66%,12.07%,10.70%,16.30%,21.23%,29.87%,25.14%,33.76%,30.01%,33.73%,31.38%,23.73%,26.11%,31.92%,22.17%,27.07%,21.38%,21.38%
39,Profit Margin,13.22%,16.20%,20.88%,20.31%,15.60%,19.52%,35.53%,30.38%,28.39%,37.95%,40.23%,38.11%,27.80%,22.72%,23.38%,27.07%,20.43%,24.21%,18.58%,18.58%
40,Free Cash Flow Margin,-,-107.05%,-20.58%,-24.96%,-11.15%,-26.31%,3.11%,-22.94%,10.35%,-60.56%,42.78%,9.98%,21.83%,10.70%,15.89%,-7.24%,16.79%,22.75%,-10.11%,-10.11%
41,EBITDA,191.46,19.57,124.75,45.93,72.05,58.88,108.69,176.32,153.91,144.57,88.01,79.18,95.04,45.78,54.19,38.81,46.04,42.05,17.57,17.57
42,EBITDA Margin,25.01%,5.47%,21.65%,13.86%,11.66%,17.16%,22.43%,30.38%,25.63%,34.22%,30.91%,34.58%,32.97%,24.23%,26.98%,33.14%,24.29%,27.45%,23.08%,23.08%
43,D&A For EBITDA,5.95,5.95,11.47,5.95,5.95,2.96,5.79,2.96,2.96,1.96,2.55,1.96,4.57,0.94,1.74,1.44,4.02,0.57,1.29,1.29
44,EBIT,185.52,13.62,113.28,39.98,66.1,55.92,102.9,173.35,150.94,142.61,85.46,77.22,90.47,44.84,52.45,37.37,42.02,41.47,16.28,16.28
45,EBIT Margin,24.23%,3.80%,19.66%,12.07%,10.70%,16.30%,21.23%,29.87%,25.14%,33.76%,30.01%,33.73%,31.38%,23.73%,26.11%,31.91%,22.17%,27.07%,21.38%,21.38%
46,Effective Tax Rate,-,-,16.48%,-,18.45%,13.63%,10.91%,12.66%,12.08%,13.68%,14.04%,12.97%,13.57%,2.61%,8.54%,12.91%,17.11%,8.33%,12.32%,12.32%
47,Revenue as Reported,-,358.04,576.19,331.31,617.99,343.07,484.6,580.34,600.38,422.41,284.77,228.95,288.27,188.92,200.9,117.09,189.54,153.18,-,-
48,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.02,-,-
