,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q1 2021
10,Operating Income,171.83,206.24,-13.18,149.25,163.57,182.61,187.36,114.12,133.71,160.03,180.36,113.98,18.27,162.56,80.41
11,Interest Expense,-24.77,-1.2,-1.37,-1.39,-1.59,-1.56,-1.79,-1.74,-2.69,-1.85,-2.84,-1.63,-2.12,-4.92,-3.75
12,Interest & Investment Income,3.96,8.69,6.85,9.22,6.56,10,9.41,9.01,3.35,3.58,3.22,2.4,1.39,0.06,0.29
13,Other Non Operating Income (Expenses),-6.45,6.5,-0.02,-0,-0.09,-0.57,-0.02,-0.01,2.41,-2.46,0,-0,0.02,-0,-0.17
14,EBT Excluding Unusual Items,144.58,220.24,-7.73,157.08,168.47,190.48,194.96,121.39,136.78,159.31,180.74,114.74,17.55,157.69,76.77
15,Gain (Loss) on Sale of Investments,-0.46,0.24,0.14,0.09,0.58,-,0.98,1.26,2.84,-,-,-,-,-,-
16,Gain (Loss) on Sale of Assets,-,-0.23,0.23,-,-,0.59,-0.59,-,-,-,-,-,-0.06,-,0.01
17,Asset Writedown,47.68,-47.68,27.45,-27.45,25.29,-25.29,-,-,7.75,-7.88,6.79,-6.66,50.89,-50.89,-15.08
18,Other Unusual Items,6.26,-112.37,106.11,-,-24.39,-12.69,12.69,-,-39.4,5.61,-5.61,-,6.56,-,-
19,Pretax Income,198.05,60.19,126.2,129.72,169.94,153.09,208.04,122.65,107.98,157.04,181.92,108.08,74.94,106.8,61.7
20,Income Tax Expense,19.81,-1.66,2.42,8.95,13.85,11.61,15.27,6.77,-10.77,17.44,20.09,7.77,-1.32,7.51,1.85
21,Net Income,178.24,61.85,123.78,120.78,156.09,141.49,192.77,115.89,118.74,139.6,161.83,100.31,76.26,99.29,59.84
22,Net Income to Common,178.24,61.85,123.78,120.78,156.09,141.49,192.77,115.89,118.74,139.6,161.83,100.31,76.26,99.29,59.84
23,Net Income Growth,14.19%,-56.28%,-35.79%,4.22%,31.45%,1.35%,19.12%,15.53%,55.70%,40.60%,170.42%,-,-,-,-
24,Shares Outstanding (Basic),605,596,592,600,597,596,597,596,600,577,536,534,540,538,524
25,Shares Outstanding (Diluted),605,596,592,600,597,596,597,596,600,577,536,534,540,538,524
26,Shares Change (YoY),1.47%,-,-0.75%,0.75%,-0.62%,3.22%,11.23%,11.55%,11.11%,7.30%,2.26%,-,-,-,-
27,EPS (Basic),0.29,0.10,0.21,0.20,0.26,0.24,0.32,0.19,0.20,0.24,0.30,0.19,0.14,0.18,0.11
28,EPS (Diluted),0.29,0.10,0.21,0.20,0.26,0.24,0.32,0.19,0.20,0.24,0.30,0.19,0.14,0.18,0.11
29,EPS Growth,12.54%,-57.87%,-35.40%,3.44%,32.27%,-1.81%,7.10%,3.57%,40.13%,33.42%,164.45%,-,-,-,-
30,Free Cash Flow,-,-289.31,545.2,-371.65,788.53,-493.23,280.83,-396.24,-333.56,165.27,-406.92,-114.58,548.29,680.6,-409.88
31,Free Cash Flow Per Share,-,-0.49,0.92,-0.62,1.32,-0.83,0.47,-0.67,-0.56,0.29,-0.76,-0.21,1.01,1.26,-0.78
32,Dividend Per Share,-,-,0.510,-,-,-,0.419,-,-,0.336,-,-,-,-,-
33,Dividend Growth,-,-,21.57%,-,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,-18.75%,47.81%,27.67%,35.63%,26.36%,35.49%,30.13%,31.75%,27.46%,30.76%,31.20%,31.76%,15.34%,46.41%,37.01%
35,Operating Margin,22.10%,40.36%,-2.16%,21.53%,22.08%,20.19%,15.31%,16.36%,16.73%,17.30%,15.94%,18.85%,2.17%,30.45%,22.37%
36,Profit Margin,22.92%,12.10%,20.31%,17.42%,21.07%,15.64%,15.75%,16.61%,14.86%,15.09%,14.30%,16.59%,9.05%,18.60%,16.65%
37,Free Cash Flow Margin,-,-56.62%,89.46%,-53.61%,106.43%,-54.53%,22.95%,-56.81%,-41.74%,17.86%,-35.96%,-18.95%,65.08%,127.48%,-114.02%
38,EBITDA,213.56,247.97,37.1,190.97,205.3,205.43,223.24,136.94,156.52,178.75,200.76,132.7,36.99,183.13,100.99
39,EBITDA Margin,27.47%,48.53%,6.09%,27.55%,27.71%,22.71%,18.24%,19.63%,19.59%,19.32%,17.74%,21.95%,4.39%,34.30%,28.09%
40,D&A For EBITDA,41.72,41.72,50.28,41.72,41.72,22.82,35.88,22.82,22.82,18.72,20.4,18.72,18.72,20.58,20.58
41,EBIT,171.83,206.24,-13.18,149.25,163.57,182.61,187.36,114.12,133.71,160.03,180.36,113.98,18.27,162.56,80.41
42,EBIT Margin,22.10%,40.36%,-2.16%,21.53%,22.08%,20.19%,15.31%,16.36%,16.73%,17.30%,15.94%,18.85%,2.17%,30.45%,22.37%
43,Effective Tax Rate,10.00%,-,1.92%,6.90%,8.15%,7.58%,7.34%,5.52%,-,11.10%,11.04%,7.19%,-,7.03%,3.00%
44,Revenue as Reported,-,510.98,609.41,693.2,740.91,904.59,1224,697.53,799.16,925.18,1132,604.65,842.48,1666,-
