,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q2 2017,Q1 2017,Q4 2016,Q3 2016,Q2 2016,Q1 2016,Q4 2015,Q2 2015,Q1 2015
10,Total Current Assets,2729,2318,2426,2286,2245,2414,2480,1362,1360,-,-,72.53,72.53,43.05,43.05,26.88,26.88,22.06,-,-
11,"Property, Plant & Equipment",446.33,440.97,444.15,441.17,361.15,344.17,335.73,307.2,250.35,-,-,3.62,3.62,2.52,2.52,1.19,1.19,0.85,-,-
12,Long-Term Investments,30.26,30.32,18.74,16.7,16.75,16.73,16.39,5.93,6.01,-,-,2.37,2.37,-,-,-,-,-,-,-
13,Other Intangible Assets,52.62,53.69,52.56,46.1,46.59,47.24,47.93,48.89,49.85,-,-,0.04,0.04,0.04,0.04,0.05,0.05,0.06,-,-
14,Long-Term Deferred Tax Assets,65,60.25,53.9,38.8,27.95,26.95,22.15,21.12,14.35,-,-,0.33,0.33,0.29,0.29,0.03,0.03,0.02,-,-
15,Long-Term Deferred Charges,12.04,12.24,11.92,10.54,2.19,2.47,2.97,3.42,3.96,-,-,0.11,0.11,0.05,0.05,0.03,0.03,-,-,-
16,Other Long-Term Assets,10.5,4.96,6.63,7.97,9.1,6.09,4.36,4.95,19,-,-,-,-,-,-,-,-,-,-,-
17,Total Assets,3346,2920,3014,2848,2709,2858,2909,1753,1703,-,-,78.98,78.98,45.95,45.95,28.18,28.18,22.99,-,-
18,Accounts Payable,746.76,557.95,512.8,492.74,490.25,436.17,355.2,323.92,338.55,-,-,15.61,15.61,9.05,9.05,5.67,5.67,4.9,-,-
19,Accrued Expenses,26.92,45.04,34.95,62.74,23.91,50.68,35.86,68.82,52.03,-,-,1.86,1.86,2.13,2.13,0.65,0.65,0.7,-,-
20,Short-Term Debt,273.32,74.19,94.77,13.87,-,10.66,25.77,29.09,49.12,-,-,-,-,-,-,-,-,-,-,-
21,Current Portion of Long-Term Debt,-,-,-,-,4.82,11.98,-,0.18,13.56,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,2.4,2.26,2.23,4.33,-,6.56,8.03,10.93,-,-,-,-,-,-,-,-,-,-,-,-
23,Current Income Taxes Payable,10.06,7.16,9.2,4.47,4.05,2.72,3.91,3.77,11.1,-,-,2.3,2.3,1.56,1.56,1.3,1.3,0.1,-,-
24,Current Unearned Revenue,82.76,54.87,127.33,58.54,54.79,48.1,107.95,95.55,104.28,-,-,-,-,-,-,-,-,-,-,-
25,Other Current Liabilities,92.07,86.12,108.39,124.7,83.32,42.15,81.38,75.23,59.65,-,-,13.85,13.85,7.08,7.08,1.07,1.07,1.86,-,-
26,Total Current Liabilities,1234,827.59,889.67,761.39,661.15,609.02,618.1,607.5,628.29,-,-,33.62,33.62,19.82,19.82,8.68,8.68,7.57,-,-
27,Long-Term Debt,-,-,-,-,-,227.57,239.55,213.7,167.74,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,0.71,1.9,3.82,0.3,1.7,2.86,3.12,4.14,5.04,-,-,-,-,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,38.5,39,39.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,1.31,1.36,1.49,1.43,2.34,2.88,2.72,3.42,-,-,-,-,-,-,-,-,-,-,-,-
31,Other Long-Term Liabilities,18.23,14.95,14.01,13.57,12.51,12.95,11.31,11.94,17.15,-,-,-,-,-,-,-,-,-,-,-
32,Total Liabilities,1293,884.8,948.48,776.69,677.71,855.28,874.79,840.7,818.23,-,-,33.62,33.62,19.82,19.82,8.68,8.68,7.57,-,-
33,Common Stock,141.49,141.49,141.99,142,142,140.45,140.45,105.33,105.33,-,-,13.94,13.94,12.44,12.44,12.44,12.44,12.4,-,-
34,Additional Paid-In Capital,1263,1260,1268,1266,1261,1225,1224,163.99,162.76,-,-,11.88,11.88,3,3,3,3,2.98,-,-
35,Retained Earnings,672.49,657.31,690.12,698.34,664.56,635.36,665.45,639.76,613.55,-,-,19.55,19.55,10.68,10.68,4.06,4.06,0.05,-,-
36,Treasury Stock,-24.42,-24.42,-36.12,-36.37,-38.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-1.29,-1.41,-1.33,-1.2,-0.97,-1.38,-1.25,-1.57,-1.6,-,-,0,0,-0,-0,-,-,-,-,-
38,Total Common Equity,2051,2033,2063,2069,2029,2000,2029,907.5,880.04,-,708.13,45.37,45.37,26.13,26.13,19.5,19.5,15.42,-,2.88
39,Minority Interest,1.82,2.45,2.07,2.37,2.3,2.47,5.28,5.24,4.99,-,-,-,-,-,-,-,-,-,-,-
40,Shareholders' Equity,2053,2035,2065,2071,2031,2002,2034,912.74,885.02,-,708.87,45.37,45.37,26.13,26.13,19.5,19.5,15.42,-,2.88
41,Total Liabilities & Equity,3346,2920,3014,2848,2709,2858,2909,1753,1703,-,-,78.98,78.98,45.95,45.95,28.18,28.18,22.99,-,-
42,Total Debt,276.43,78.35,100.81,18.49,6.52,259.63,276.46,258.05,235.46,-,79.41,-,-,-,-,-,-,-,-,-
43,Net Cash (Debt),1082,1021,1161,1340,1315,1287,1318,239.31,256.19,-,485.56,19.79,19.79,8.43,8.43,3.8,3.8,9.78,-,0.61
44,Net Cash Growth,-17.76%,-20.65%,-11.89%,459.87%,413.40%,-,171.48%,1109.38%,1194.67%,-,5658.73%,420.49%,420.49%,-13.80%,-,518.34%,-,-,-,-
45,Net Cash Per Share,8.39,6.63,8.47,9.52,8.87,9.42,11.29,2.28,2.40,-,4.62,1.50,1.50,0.69,0.69,0.30,0.30,0.79,-,0.42
46,Filing Date Shares Outstanding,141.49,141.49,137.16,141.99,142,140.45,140.45,105.33,105.33,101.75,99.11,13.94,13.23,12.44,12.19,12.44,12.55,12.4,1.47,1.47
47,Total Common Shares Outstanding,141.49,141.49,137.16,141.99,142,140.45,140.45,105.33,105.33,101.75,99.11,13.94,13.94,12.44,12.44,12.44,12.44,12.4,1.47,1.47
48,Working Capital,1495,1490,1536,1525,1584,1805,1861,754.43,731.44,-,-,38.91,38.91,23.23,23.23,18.21,18.21,14.5,-,-
49,Book Value Per Share,14.50,14.37,15.04,14.57,14.29,14.24,14.45,8.62,8.35,-,7.08,3.25,3.43,2.10,2.14,1.57,1.55,1.24,-,-
50,Tangible Book Value,1998,1979,2011,2022,1982,1953,1981,858.62,830.19,-,656.35,45.33,45.33,26.08,26.08,19.45,19.45,15.37,-,2.88
51,Tangible Book Value Per Share,14.12,13.99,14.66,14.24,13.96,13.90,14.11,8.15,7.88,-,6.56,3.25,3.43,2.10,2.14,1.56,1.55,1.24,-,-
52,Buildings,-,365.37,-,355.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,Machinery,-,133.98,-,127.14,-,80.73,-,74.25,-,-,-,-,-,-,-,-,-,-,-,-
54,Construction In Progress,-,14.33,-,10.69,-,304.61,-,260.85,-,-,-,-,-,-,-,-,-,-,-,-
