,Company code,Company Name,Sector,Industry,Year,EPS,BVPS,ROA,ROE,DIV,P/E Ratio,DAR,MB,DY,Market Cap,Total Assets,Year End Price
35,600054.SS,HUANGSHAN TOURISM,Consumer Cyclical,Lodging,2022,-0.18,7.958610556,-0.025028105,1.21402689,0.102,-69.45818795,0.07159261,1.570936754,0.008158385,6417519818.0,5210520110.0,12.50247383
36,600055.SS,WANDONG MEDICAL,Healthcare,Medical Devices,2022,0.27,6.550504223,0.033323675,1.117178151,0.1,71.32768984,0.004166063,2.93999906,0.005192519,13539883422.0,5262599176.0,19.25847626
37,600056.SS,CHINA MEHECO,Healthcare,Medical Distribution,2022,0.4918,7.229499142,0.020490647,2.725708432,0.18168,33.86074375,0.149861616,2.303439484,0.010909934,24910460417.0,35899361929.0,16.65271378
38,600057.SS,XIAMEN XIANGYU,Industrials,Integrated Freight & Logistics,2022,1.1,7.653876267,0.022905839,3.163343083,0.51,8.310191415,0.173810724,1.194324318,0.055791298,20412872522.0,115119000000.0,9.141210556
39,600059.SS,GUYUE LONGSHAN,Consumer Defensive,Beverages - Wineries & Distilleries,2022,0.22,6.026452937,0.032007063,1.140670714,0.08,43.05852543,0.000743905,1.571882448,0.008445165,8634924117.0,6307303060.0,9.472875595
40,600060.SS,HISENSE VISUAL,Technology,Consumer Electronics,2022,1.284,13.44977506,0.046955525,1.797006058,0.087,9.777012644,0.016346843,0.933375033,0.006930236,16382181115.0,35759553323.0,12.55368423
41,600061.SS,SDIC CAPITAL,Financial Services,Capital Markets,2022,0.44,8.009185104,0.011033742,4.709123071,0.15,14.05998143,0.393570974,0.772412143,0.024246767,39555665042.0,266593000000.0,6.18639183
42,600062.SS,CR DOUBLE-CRANE,Healthcare,Drug Manufacturers - Specialty & Generic,2022,1.1396,10.16127056,0.077813197,1.339113212,0.769,15.13984924,0.017473535,1.697954216,0.044570997,17924355561.0,15165324801.0,17.25337219
43,600063.SS,WANWEI HI-TECH,Basic Materials,Chemicals,2022,0.68,3.680099003,0.103279337,1.703705892,0.1,8.246604835,0.199057008,1.52378816,0.017832651,11802059418.0,13264931747.0,5.607691288
44,600064.SS,NANJING GAOKE,Real Estate,Real Estate - Development,2022,1.388,9.572322736,0.064228261,2.118453679,0.6,4.258736753,0.143161684,0.617522703,0.101503493,10228258635.0,37403687924.0,5.911126614
45,600066.SS,YUTONG BUS,Industrials,Farm & Heavy Construction Machinery,2022,0.34,6.537028627,0.025306056,2.055240015,0.5,18.9774373,0.000347315,0.987043051,0.077491403,14285068356.0,29998383034.0,6.452328682
46,600072.SS,CSSC SCIENCE & TECHNOLOGY,Basic Materials,Steel,2022,0.2025,5.21181978,0.007240192,3.595405267,0.06,58.48032633,0.278687931,2.272194086,0.005066598,17840611457.0,42135582698.0,11.84226608
47,600073.SS,BMGC,Consumer Defensive,Packaged Foods,2022,0.54,5.167594588,0.03269501,2.15530765,0.1,14.22159142,0.2137625,1.48611878,0.013021411,7201439483.0,15377592957.0,7.679659367
48,600075.SS,XINJIANG TIANYE,Basic Materials,Chemicals,2022,0.53,7.004772928,0.034587432,2.028087801,0.1,10.10707459,0.350350588,0.764728506,0.018668037,9145899885.0,26142963220.0,5.356749535
49,600078.SS,CHENGXING,Basic Materials,Chemicals,2022,0.7875,2.982328306,0.092472814,2.230742197,0.0,14.55239311,0.330191371,3.842638502,0.0,7593092832.0,5642458679.0,11.46000957
50,600079.SS,HUMANWELL HEALTHCARE,Healthcare,Drug Manufacturers - Specialty & Generic,2022,1.54,9.212545502,0.068958918,2.007716732,0.15,14.91184978,0.284474714,2.492714815,0.006531892,37482935953.0,36023021753.0,22.96424866
51,600081.SS,"Dong Feng Electronic Technology Co.,Ltd.",Consumer Cyclical,Auto Parts,2022,0.2311,5.741071353,0.012195015,2.171509973,0.147741,42.15873098,0.099315711,1.69704958,0.015163992,5388067308.0,8915712280.0,9.742882729
52,600082.SS,HI-TECH DEV,Industrials,Conglomerates,2022,0.0157,2.720308162,0.003635565,1.590798702,0.0,210.7716366,0.246068092,1.216448468,0.0,2138071844.0,2796042746.0,3.309114695
53,600085.SS,TONGRENTANG,Healthcare,Drug Manufacturers - Specialty & Generic,2022,1.041,8.611559011,0.052758497,1.465260145,0.29,41.56460428,0.106379015,5.024497074,0.006702296,59341794671.0,27054123244.0,43.26875305
54,600088.SS,CHINA TV MEDIA,Communication Services,Entertainment,2022,-0.163,2.537400953,-0.040855067,1.507433843,0.0,-60.51952268,0.072534231,3.887711238,0.0,3923243140.0,1588776189.0,9.864682198
55,600089.SS,TEBA,Industrials,Electrical Equipment & Parts,2022,4.1262,11.46993865,0.093057996,2.126517283,0.446154,3.45253169,0.200226101,1.242015035,0.031318204,71981215567.0,171014000000.0,14.24583626
56,600094.SS,GREATTOWN,Real Estate,Real Estate - Development,2022,0.07,5.407441422,0.004944311,2.724486166,0.0,44.28571633,0.151929984,0.573284092,0.0,7057460524.0,34629620438.0,3.100000143
57,600095.SS,XIANGCAI,Consumer Defensive,Farm Products,2022,-0.11,4.146439486,-0.009379284,2.927545548,0.1331,-67.78906909,0.260172859,1.798361612,0.017849485,21320401249.0,34788456048.0,7.4567976
58,600096.SS,YUNTIANHUA,Basic Materials,Agricultural Inputs,2022,3.2796,8.921249586,0.113134278,2.741638842,0.0,5.799257576,0.419699512,2.131903716,0.0,34887571647.0,53222799570.0,19.01924515
59,600097.SS,KAICHUANG INT'L,Consumer Defensive,Farm Products,2022,0.44,8.676098016,0.030888591,1.614780752,0.24,23.51192778,0.205599599,1.192384895,0.023199057,2492552988.0,3434777590.0,10.34524822
60,600098.SS,GUANGZHOU DEV,Energy,Thermal Coal,2022,0.3882,6.912806793,0.021838353,2.334484258,0.1,13.30786547,0.386838758,0.747325006,0.019356912,18113994415.0,61994497043.0,5.166113377
61,600099.SS,LINHAI,Consumer Cyclical,Auto Parts,2022,0.043,2.29255206,0.012096622,1.533487913,0.0,201.8923649,0.038987354,3.786771887,0.0,1902262164.0,770338463.1,8.681371689
62,600101.SS,MINGXING ELECTRIC,Utilities,Utilities - Diversified,2022,0.290538,4.866256948,0.04176558,1.429578322,0.061538,22.09319897,0.021333748,1.31906595,0.00958698,3516679078.0,3811309189.0,6.418913841
63,600103.SS,QINGSHAN PAPER,Basic Materials,Paper & Paper Products,2022,0.0939,1.715124585,0.035670951,1.398601497,0.0,23.35759144,0.102755176,1.278786308,0.0,4942025287.0,5823842453.0,2.193277836
64,600104.SS,SAIC MOTOR,Consumer Cyclical,Auto Manufacturers,2022,1.4,24.12322131,0.016278588,2.944117406,0.682,9.776554789,0.203826412,0.567385944,0.049827661,158433000000.0,990107000000.0,13.6871767
65,600105.SS,ETERN,Technology,Communication Equipment,2022,0.15,1.91351262,0.027726181,2.536652326,0.0,22.50214736,0.311990041,1.763940341,0.0,4934687216.0,7729797038.0,3.375322104
66,600106.SS,CHONGQING ROAD & BRIDGE,Industrials,Infrastructure Operations,2022,0.15,3.359497357,0.029391928,1.546136943,0.058,32.43617694,0.297257127,1.448260267,0.011920846,6466297913.0,6903304821.0,4.86542654
67,600108.SS,YASHENG GP,Consumer Defensive,Farm Products,2022,0.0397,2.094814037,0.008857314,2.14317675,0.004,78.8151227,0.374554358,1.493669756,0.00127838,6091835325.0,8733036460.0,3.128960371
68,600109.SS,SINOLINK SECURITIES,Financial Services,Asset Management,2022,0.343,8.384783023,0.011727231,3.261179124,0.07,24.75543898,0.201293238,1.01268161,0.008243911,31523777108.0,102180000000.0,8.49111557
69,600110.SS,NUODE,Industrials,Electrical Equipment & Parts,2022,0.2091,3.6164106,0.025211512,1.803431409,0.0598,37.4777154,0.351333883,2.166952583,0.00763087,13597894990.0,13972314078.0,7.83659029
70,600111.SS,CNREHT,Basic Materials,Other Industrial Metals & Mining,2022,1.6553,5.485682979,0.163292805,1.463926877,0.445,14.96552542,0.166518277,4.515834096,0.017963515,89554082639.0,36646193493.0,24.77243423
71,600113.SS,ZJDR,Industrials,Industrial Distribution,2022,0.39,5.13960956,0.055954001,1.278190541,0.24,21.59587909,0.020514653,1.638722309,0.028495465,3548918473.0,2868525708.0,8.422392845
72,600114.SS,NBTM,Consumer Cyclical,Auto Parts,2022,0.25,4.078281294,0.024024585,2.257168598,0.05,33.08524323,0.433187195,2.028136416,0.006044991,5098295170.0,6482435007.0,8.271310806
73,600116.SS,THREE GORGES WATER CONSERVANCY,Utilities,Utilities - Renewable,2022,0.25,5.774924669,0.02178458,1.93513508,0.15,33.02133179,0.336612157,1.42951353,0.018170073,15785352605.0,21860417031.0,8.255332947
74,600118.SS,CHINA SPACESAT,Industrials,Aerospace & Defense,2022,0.24,5.290885536,0.020673878,1.694123254,0.06,89.37458992,0.043786243,4.054123158,0.002797216,25364293777.0,13797237492.0,21.44990158
75,600120.SS,ZHEJIANG ORIENT,Financial Services,Asset Management,2022,0.31,4.544855437,0.025649587,2.093572904,0.062,11.0955546,0.159825307,0.756816575,0.018025237,11747615821.0,36927224985.0,3.439621925
76,600123.SS,LANHUA SCI-TECH VENTURE,Energy,Thermal Coal,2022,2.1706,10.51855116,0.106239792,1.983149883,0.576923,3.945637461,0.280150572,0.814218664,0.067362916,12617418195.0,30342188526.0,8.564400673
77,600125.SS,TIELONG LOGISTICS,Industrials,Railroads,2022,0.259,5.107020329,0.03585737,1.406029503,0.08,20.40035844,0.101201252,1.034594048,0.015140926,6897966672.0,9411968689.0,5.283692837
78,600126.SS,HANG STEEL,Basic Materials,Steel,2022,0.14,5.976763519,0.016821343,1.417240776,0.25,28.86434283,0.019443035,0.676119773,0.061865752,13647251340.0,28616729197.0,4.041007996
79,600128.SS,SOHO HOLLY,Consumer Cyclical,Specialty Retail,2022,0.16,8.435463215,0.007198917,2.030831652,0.14,47.27538824,0.095247551,0.896697896,0.018508574,1866568481.0,5350996366.0,7.564062119
80,600129.SS,TAIJI GP,Healthcare,Drug Manufacturers - Specialty & Generic,2022,0.64,5.545338814,0.02374478,5.047401002,0.0,46.59489393,0.306770799,5.377621299,0.0,16606897568.0,14924622699.0,29.82073212
81,600131.SS,STATE GRID,Utilities,Utilities - Renewable,2022,0.67,4.770035995,0.066551917,2.098819415,0.17,21.83934681,0.021968937,3.06755806,0.011618083,17584587797.0,12032578793.0,14.63236237
82,600132.SS,CHONGQING BREWERY,Consumer Defensive,Beverages - Brewers,2022,2.61,4.248553045,0.101109123,3.449452085,2.0,44.52253027,0.008156313,27.35138358,0.017211141,56239272163.0,12497582459.0,116.203804
83,600133.SS,EAST LAKE HIGH TECH,Industrials,Engineering & Construction,2022,0.6873,6.937300416,0.01654651,3.510747861,0.21,7.711392068,0.322252427,0.763991675,0.039622344,5651114402.0,34970157438.0,5.300039768
84,600135.SS,LUCKY FILM,Basic Materials,Chemicals,2022,0.1091,5.205502018,0.015992672,1.299916781,0.03,69.10300495,0.05375884,1.44830178,0.003979235,4171457801.0,3773065134.0,7.53913784
86,600138.SS,CYTS ,Consumer Cyclical,Lodging,2022,-0.46,8.316218493,-0.018989833,2.167731883,0.0,-32.75028312,0.375420455,1.811536126,0.0,10904743868.0,17564752232.0,15.06513023
87,600141.SS,XINGFA GP,Basic Materials,Chemicals,2022,5.31,18.40725145,0.140564574,1.950479319,0.5,5.071532973,0.276486286,1.463001696,0.018566765,29710347370.0,41630002404.0,26.92984009
88,600143.SS,KINGFA SCI. & TECH.,Basic Materials,Specialty Chemicals,2022,0.7677,6.269137166,0.035932984,3.031299656,0.2,12.08791451,0.362622298,1.480250268,0.021551975,24467456407.0,55433727621.0,9.279891968
89,600148.SS,CHANGCHUN YIDONG,Consumer Cyclical,Auto Parts,2022,-0.05,3.35028631,-0.006631323,1.719843706,0.0875,-270.9123993,0.028946337,4.043123097,0.006459653,1916921955.0,1062470083.0,13.54561996
90,600150.SS,CHINA CSSC,Industrials,Aerospace & Defense,2022,0.04,10.25276929,0.001060559,3.233833217,0.03,553.7714481,0.161770524,2.160475603,0.001354349,99068163283.0,162622000000.0,22.15085793
91,600153.SS,CONS AND DEV,Industrials,Specialty Business Services,2022,1.92,19.84391799,0.00943703,4.021388617,0.6,6.160676479,0.178528502,0.596076785,0.050724949,34859767797.0,664938000000.0,11.82849884
92,600157.SS,WINTIME ENERGY,Energy,Thermal Coal,2022,0.0859,1.981212413,0.018382515,2.18272398,0.0,17.74872973,0.250291696,0.769536812,0.0,33873610296.0,103861000000.0,1.524615884
93,600158.SS,CHINA SPORTS IND,Real Estate,Real Estate Services,2022,0.0113,2.635977571,0.00149844,2.146288518,0.018,769.8673485,0.05884248,3.300294029,0.002069084,8347284548.0,7249191388.0,8.699501038
94,600160.SS,JUHUA,Basic Materials,Chemicals,2022,0.88,5.729562604,0.105217884,1.433481176,0.13,17.21712459,0.077075693,2.644367588,0.008580252,40904098567.0,22626691197.0,15.15106964
95,600161.SS,TIANTAN BIO,Healthcare,Biotechnology,2022,0.441667,4.447868188,0.068134366,1.138575455,0.083333,44.4182309,0.031183291,4.410667303,0.004247768,38792176410.0,12929106466.0,19.61806679
96,600162.SS,HEUNGKONG HOLDING,Real Estate,Real Estate - Development,2022,0.0745,2.03206197,0.009987318,3.604857418,0.13,21.52480695,0.263322278,0.789148235,0.081067693,5241264335.0,24372283672.0,1.603598118
97,600163.SS,ZHONGMIN ENERGY,Utilities,Utilities - Renewable,2022,0.383,3.024516686,0.062533975,1.964268844,0.0,13.5965783,0.246810637,1.72175922,0.0,9909852834.0,11655067027.0,5.207489491
98,600167.SS,LUENMEI HOLDING,Utilities,Utilities - Regulated Electric,2022,0.4178,4.620326626,0.05649004,1.447036457,0.13,14.10183009,0.142122409,1.275179244,0.022064772,13481019062.0,16736004768.0,5.891744614
99,600168.SS,WUHAN HOLDING,Utilities,Utilities - Regulated Water,2022,0.007143,5.12524907,0.000353118,3.839499751,0.120714,599.0431854,0.538858138,0.834879518,0.028211025,4250715812.0,20401044995.0,4.278965473
100,600170.SS,SH CONS,Industrials,Engineering & Construction,2022,0.1,4.552726049,0.003695942,7.18095616,0.145,24.86113548,0.236816281,0.546071413,0.058323965,22091456380.0,366804000000.0,2.486113548
101,600171.SS,SHNAGHAI BELLING,Technology,Semiconductor Equipment & Materials,2022,0.57,5.962841511,0.080191651,1.177143531,0.2,30.07366783,0.004967168,2.874802329,0.011667256,12152351583.0,4976015883.0,17.14199066
102,600173.SS,WOLONG REAL ESTATE,Real Estate,Real Estate - Development,2022,0.44,5.280398512,0.048188926,1.7479168,0.15,11.38880795,5.27e-05,0.948995703,0.029933694,3510288372.0,6467974130.0,5.011075497
103,600176.SS,CJS,Basic Materials,Building Materials,2022,1.6512,6.894005155,0.135914395,1.688816318,0.48,7.816890413,0.246769075,1.872242501,0.037188403,51669527805.0,48633670689.0,12.90724945
104,600177.SS,YOUNGOR,Consumer Cyclical,Apparel Manufacturing,2022,1.11,8.201799241,0.065221945,2.041377509,0.5,4.813165063,0.313003437,0.651395269,0.09358716,24701250983.0,77777108184.0,5.34261322
105,600178.SS,DONGAN ENGINE,Consumer Cyclical,Auto Parts,2022,0.2296,5.386648287,0.014419405,2.26267594,0.0573,26.0934784,0.031930837,1.112206018,0.009564247,2821329240.0,7519719953.0,5.991062641
106,600180.SS,CCS,Industrials,Integrated Freight & Logistics,2022,0.4429,6.946419106,0.015038384,4.033145454,0.1765,12.13875493,0.091720591,0.77396058,0.032829547,5841999577.0,30535443869.0,5.376254559
107,600182.SS,S GITI,Consumer Cyclical,Auto Parts,2022,0.1012,3.078184572,0.010003831,1.889862589,0.035,135.3343202,0.196084992,4.449321632,0.002555522,4656583290.0,3440809425.0,13.69583321
108,600183.SS,SYTECH,Technology,Electronic Components,2022,0.66,5.556145452,0.060756156,1.647186217,0.6,20.71394487,0.190811371,2.460555385,0.043887869,33212822933.0,25195631348.0,13.67120361
109,600184.SS,NORTHEO,Industrials,Electrical Equipment & Parts,2022,0.1396,4.902906522,0.016658966,1.7089723,0.05,79.37162858,0.008358642,2.259940976,0.004512522,5637213914.0,4262873469.0,11.08027935
110,600188.SS,YANKUANG ENERGY,Energy,Thermal Coal,2022,3.502615,16.74121528,0.089592227,2.62298278,1.025641,3.841822657,0.231569643,0.803790253,0.076219423,80258969574.0,377475000000.0,13.45642567
111,600190.SS,ST JIN PORT,Industrials,Marine Shipping,2022,0.06,3.740922745,0.007223364,2.615556121,0.02,57.99285571,0.391415252,0.930137183,0.005747834,6191827835.0,17675106774.0,3.479571342
112,600195.SS,CHINA HUSBANDRY,Healthcare,Drug Manufacturers - Specialty & Generic,2022,0.5401,5.186172965,0.06930076,1.25165464,0.15118,20.83659724,0.040681778,2.169971238,0.01343363,11491865195.0,7937406198.0,11.25384617
113,600196.SS,FOSUN PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2022,1.43,21.03551424,0.034814003,1.980522395,0.56,24.02196231,0.282256692,1.633019555,0.016302098,72804024920.0,107164000000.0,34.3514061
114,600197.SS,YILITE,Consumer Defensive,Beverages - Wineries & Distilleries,2022,0.3486,7.769300503,0.035288596,1.248745248,0.41,67.69454418,0.040752601,3.037380018,0.01737412,11138712733.0,4685866751.0,23.5983181
115,600201.SS,BIO,Healthcare,Biotechnology,2022,0.19,4.527242979,0.032970555,1.194349067,0.11,46.55713031,0.001698742,1.953916501,0.012435203,9910630721.0,6389335026.0,8.845854759
116,600202.SS,HARBIN AIR CONDITIONING,Industrials,Building Products & Equipment,2022,0.0977,2.112931255,0.015231897,2.965058206,0.0,51.36299524,0.265902773,2.374977711,0.0,1923668209.0,2459087708.0,5.018164635
117,600206.SS,GRINM ADVANCED MATERIALS,Technology,Semiconductor Equipment & Materials,2022,0.32,4.285788284,0.048702671,1.410100353,0.085,39.23312426,0.156995327,2.929356032,0.006770427,10628134394.0,5544414702.0,12.55459976
118,600208.SS,QUZHOU DEVELOPMENT,Real Estate,Real Estate - Development,2022,0.22,4.837198137,0.014922699,2.966458216,0.0,11.46819808,0.263216843,0.521583674,0.0,21468085501.0,124501000000.0,2.523003578
119,600210.SS,ZIJIANG ENT,Consumer Cyclical,Packaging & Containers,2022,0.398,3.633082371,0.04994675,2.038770018,0.25,11.43358461,0.299461798,1.252536059,0.054938213,6902026350.0,12076748846.0,4.550566673
120,600211.SS,TIBET PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2022,1.146154,9.344071215,0.090211558,1.352676253,0.26,22.16397276,0.119093661,2.718657152,0.01023488,8187974847.0,4099694705.0,25.40332603
121,600215.SS,PASLIN,Real Estate,Real Estate - Development,2022,0.3216,3.506632571,0.039743592,2.208962653,0.045,17.58226263,0.268543017,1.612503035,0.007958326,2617984744.0,3586368772.0,5.654455662
122,600216.SS,ZHEJIANG MEDICINE,Healthcare,Drug Manufacturers - Specialty & Generic,2022,0.56,9.629280148,0.043399561,1.280411605,0.33,20.2807716,0.064490288,1.179447676,0.029056375,10921546138.0,12432616205.0,11.35723209
123,600217.SS,CHINA RESOURCES,Industrials,Waste Management,2022,0.0459,1.530880287,0.008696507,2.874169225,0.01,106.5529717,0.495441963,3.194751049,0.002044663,8107204027.0,7331076082.0,4.890781403
124,600218.SS,QUANCHAI ENGINE,Consumer Cyclical,Auto Parts,2022,0.24,7.113914212,0.018478948,1.78116664,0.105,35.45747201,0.011251625,1.196218148,0.012338725,3706865953.0,5599455635.0,8.509793282
125,600219.SS,NANSHAN ALUMINIUM,Basic Materials,Aluminum,2022,0.29,3.883540965,0.054313928,1.2940434,0.063,10.54310881,0.116711081,0.787297361,0.020605059,35508906097.0,64725995032.0,3.057501554
126,600222.SS,TALOPH PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2022,-0.1284,2.736462246,-0.02001994,2.234517221,0.01,-49.39847646,0.182329589,2.31787023,0.0015766,3640023779.0,3606599711.0,6.342764378
127,600223.SS,FREDA,Real Estate,Real Estate - Development,2022,0.04,3.65612349,0.000777362,10.50385463,0.11,258.6236,0.132275319,2.829484296,0.010633214,10516359557.0,58473809904.0,10.344944
