,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
37,Net Cash Growth,-5.79%,1.88%,-9.11%,19.93%,1.43%,0.51%,44.69%,-22.03%,-21.02%,288.51%,143.62%,326.78%,-,315.40%,356.70%,-,-,-,-
38,Net Cash Per Share,5.59,5.87,5.07,6.37,5.78,5.64,5.76,5.18,6.00,5.17,4.21,6.81,8.80,2.00,2.08,2.11,-,0.47,0.47
39,Filing Date Shares Outstanding,68,68,68,68,68,68,68,68,68,68,68,68,68,51,52.45,51,50.88,51,51
40,Total Common Shares Outstanding,68,68,68,68,68,68,68,68,68,68,68,68,68,51,52.45,51,50.88,51,51
41,Working Capital,551.43,536.76,569.55,545.4,524.92,513.49,531.62,517.89,546.87,536.46,547.57,546.44,571,138.42,-,134.48,-,88.03,88.03
42,Book Value Per Share,12.52,12.11,12.56,12.22,11.86,11.44,11.68,11.41,11.33,11.12,10.94,10.88,10.80,5.95,5.41,5.41,-,4.47,4.47
43,Tangible Book Value,761.61,732.78,763,738.94,714.32,696.4,711.99,693.4,714.38,700.67,726.45,722.81,717.01,285.48,258.09,258.09,-,210.15,210.15
44,Tangible Book Value Per Share,11.20,10.78,11.22,10.87,10.50,10.24,10.47,10.20,10.51,10.30,10.68,10.63,10.54,5.60,5.06,5.06,-,4.12,4.12
45,Buildings,-,108.5,-,106.27,-,103.47,-,97.65,-,96.96,-,91.93,-,78.63,-,77.2,-,77.93,77.93
46,Machinery,-,167.77,-,164.01,-,162.11,-,159.35,-,141.79,-,100.45,-,97.71,-,90.54,-,96.69,96.69
47,Construction In Progress,-,51.79,-,43.45,-,25.97,-,18.98,-,8.17,-,7.14,-,11.88,-,4.83,-,13.11,13.11
