,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Asset Turnover,0.53,0.56,0.41,0.55,0.57,0.58,0.43,0.42,0.58,0.58,0.42,0.73,0.89,-,-,-,-,0.92,-,
18,Inventory Turnover,3.41,3.74,3.88,2.68,3.55,3.19,3.13,1.98,1.87,2.25,2.33,1.79,3.79,3.60,-,-,-,-,2.23,-
19,Quick Ratio,2.09,2.09,2.27,2.33,2.66,2.65,2.56,2.56,2.81,3.05,3.27,2.87,3.77,4.56,1.16,-,1.29,-,0.86,0.86
20,Current Ratio,2.50,2.50,2.63,3.04,3.11,3.21,3.09,3.17,3.62,3.97,4.32,5.45,4.75,5.64,1.92,-,1.88,-,1.73,1.73
21,Return on Equity (ROE),13.48%,13.84%,11.13%,12.03%,14.24%,12.90%,9.20%,2.99%,7.26%,9.74%,2.04%,2.82%,15.43%,25.80%,12.94%,-,-,20.06%,-,
22,Return on Assets (ROA),7.28%,5.54%,5.21%,3.67%,7.33%,5.90%,4.22%,0.23%,4.64%,3.35%,1.33%,-0.06%,7.50%,-,-,-,-,8.95%,-,
23,Return on Capital (ROIC),8.06%,6.15%,5.81%,4.11%,8.20%,6.56%,4.69%,0.26%,5.24%,3.84%,1.56%,-0.07%,9.44%,14.88%,8.79%,-,-,11.60%,-,
24,Return on Capital Employed (ROCE),11.51%,11.51%,11.38%,10.86%,10.41%,8.92%,7.60%,5.91%,4.46%,4.36%,4.75%,5.80%,-,9.03%,24.08%,-,24.80%,-,10.68%,5.34%
25,Earnings Yield,5.12%,5.66%,6.49%,5.67%,4.32%,3.57%,2.90%,3.22%,2.61%,2.67%,2.71%,2.35%,2.00%,3.51%,-,-,-,-,-,-
26,FCF Yield,2.20%,2.43%,2.91%,3.21%,4.31%,2.57%,1.94%,-1.23%,-5.94%,-6.41%,-6.51%,-2.71%,-1.80%,1.63%,-,-,-,-,-,-
27,Dividend Yield,2.86%,-,-,-,2.78%,-,-,-,2.74%,-,-,-,0.22%,-,-,-,-,-,-,-
28,Payout Ratio,62.53%,16.10%,201.40%,5.97%,5.95%,10.74%,159.57%,5.69%,16.66%,6.45%,29.79%,-,3.26%,5.48%,-,-,2.11%,2.87%,133.78%,133.78%
29,Buyback Yield / Dilution,1.07%,2.60%,2.14%,-3.18%,2.56%,-5.31%,7.87%,-5.86%,-2.54%,-15.84%,-50.12%,-20.40%,-32.19%,-11.08%,2.16%,-3.19%,-,-,-,-
30,Total Shareholder Return,3.93%,2.60%,2.14%,-3.18%,5.34%,-5.31%,7.87%,-5.86%,0.20%,-15.84%,-50.12%,-20.40%,-31.98%,-11.08%,2.16%,-3.19%,-,-,-,-
