,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
15,EBT Excluding Unusual Items,179.75,158.48,50.59,-11.04,207.92,165.04,55.42,-23.77,121.06,92.75,40.38,-18.28,171.51,100.89,100.89
16,Impairment of Goodwill,-,-,-,-,-,-,-,-0.26,0.18,-0.18,-,-0.36,0.18,-0.09,-0.09
17,Gain (Loss) on Sale of Investments,5.23,4.84,4.66,6.08,4.4,3.89,3.82,2.6,-,-0.52,-0.83,-0.54,-,-0.03,-0.03
18,Gain (Loss) on Sale of Assets,-0.01,0.72,-0,0.8,-0.43,-0.07,0.02,0.13,-0.03,17.33,0.03,-0.13,0.06,3.7,3.7
19,Asset Writedown,0.69,0.2,-0.3,-6.13,-0.67,0.2,-0.41,0.87,-1.17,0.06,-0.17,-4.57,1.13,-0.78,-0.78
20,Other Unusual Items,6.45,19.39,14.17,3.65,-0.13,0.13,-,34.7,-0.71,0.71,-,72.39,-0.57,0.29,0.29
21,Pretax Income,192.11,183.63,69.11,-6.64,211.09,169.2,58.84,14.28,119.32,110.16,39.4,48.52,172.3,103.98,103.98
22,Income Tax Expense,39.04,38.65,15.31,-8.09,48.55,35.96,14.88,21.41,11.29,22.92,11.94,20.61,38.56,24.9,24.9
23,Earnings From Continuing Operations,153.08,144.98,53.8,1.44,162.54,133.24,43.97,-7.14,108.03,87.24,27.47,27.91,133.74,79.07,79.07
24,Minority Interest in Earnings,-2.19,-0.87,0.17,-11.36,-0.68,1.73,0.68,1.37,3.77,0.71,0.39,6.12,-0.05,0.87,0.87
25,Net Income,150.89,144.11,53.96,-9.92,161.86,134.97,44.65,-5.76,111.81,87.95,27.85,34.03,133.69,79.94,79.94
26,Net Income to Common,150.89,144.11,53.96,-9.92,161.86,134.97,44.65,-5.76,111.81,87.95,27.85,34.03,133.69,79.94,79.94
27,Net Income Growth,-6.78%,6.77%,20.87%,-,44.77%,53.47%,60.29%,-,-16.37%,10.01%,-65.16%,-,-,-,-
28,Shares Outstanding (Basic),414,413,412,412,412,412,412,421,361,370,370,365,375,370,370
29,Shares Outstanding (Diluted),414,413,412,412,412,412,412,421,361,370,370,365,375,370,370
30,Shares Change (YoY),0.34%,0.20%,0.02%,-2.11%,14.04%,11.36%,11.34%,15.21%,-3.58%,0.01%,-0.02%,-,-,-,-
31,EPS (Basic),0.36,0.35,0.13,-0.02,0.39,0.33,0.11,-0.01,0.31,0.24,0.08,0.09,0.36,0.22,0.22
32,EPS (Diluted),0.36,0.35,0.13,-0.02,0.39,0.33,0.11,-0.01,0.31,0.24,0.08,0.09,0.36,0.22,0.22
33,EPS Growth,-7.10%,6.56%,20.85%,-,26.95%,37.81%,43.96%,-,-13.26%,10.01%,-65.15%,-,-,-,-
34,Free Cash Flow,219.04,184.56,-126.2,-45.68,199.26,243.96,40.99,75.94,73.31,136.34,-41.95,9.78,74.63,53.36,53.36
35,Free Cash Flow Per Share,0.53,0.45,-0.31,-0.11,0.48,0.59,0.10,0.18,0.20,0.37,-0.11,0.03,0.20,0.14,0.14
36,Dividend Per Share,-,0.300,-,0.800,-,-,-,0.750,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,6.67%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,28.49%,27.63%,20.89%,15.43%,29.25%,22.90%,18.69%,10.82%,18.20%,17.48%,16.37%,15.99%,24.25%,22.62%,22.62%
39,Operating Margin,17.22%,16.78%,7.09%,-1.50%,19.59%,16.43%,7.22%,-2.95%,10.79%,9.77%,6.07%,-1.94%,17.48%,14.37%,14.37%
40,Profit Margin,14.75%,14.88%,7.77%,-1.35%,15.09%,13.66%,5.91%,-0.67%,10.12%,9.03%,4.20%,4.74%,13.79%,11.38%,11.38%
41,Free Cash Flow Margin,21.41%,19.05%,-18.17%,-6.22%,18.58%,24.69%,5.43%,8.83%,6.63%,14.00%,-6.32%,1.36%,7.70%,7.60%,7.60%
42,EBITDA,198.3,185.19,71.35,11.08,232.16,184.88,76.53,-3.35,141.36,117.29,62.35,8.2,191.22,122.82,122.82
43,EBITDA Margin,19.38%,19.12%,10.27%,1.51%,21.64%,18.71%,10.14%,-0.39%,12.79%,12.05%,9.40%,1.14%,19.73%,17.48%,17.48%
44,D&A For EBITDA,22.12,22.67,22.12,22.12,22.04,22.48,22.04,22.04,22.1,22.17,22.1,22.1,21.83,21.83,21.83
45,EBIT,176.19,162.52,49.23,-11.04,210.11,162.41,54.49,-25.4,119.26,95.13,40.25,-13.9,169.39,100.99,100.99
46,EBIT Margin,17.22%,16.78%,7.09%,-1.50%,19.59%,16.43%,7.22%,-2.95%,10.79%,9.77%,6.07%,-1.94%,17.48%,14.37%,14.37%
47,Effective Tax Rate,20.32%,21.05%,22.16%,-,23.00%,21.25%,25.28%,149.99%,9.46%,20.81%,30.29%,42.47%,22.38%,23.95%,23.95%
48,Revenue as Reported,1023,968.57,694.66,734.16,1073,988.18,755.1,860.18,1105,973.79,663.33,717.84,969.19,702.53,702.53
