,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Gain (Loss) on Sale of Assets,0,0,-0.01,-0,0.15,0,-0,-,-0.08,0.01,-0.01,-,-0.24,0.06,-0.21,-,-0.01,-0.56,0.44,-0.01
18,Asset Writedown,-,-,-,-,-,-0.67,0.67,-,-,-,-,-,-4.5,-,-,-,-0.03,-,0.03,-0.03
19,Other Unusual Items,-4.69,1.87,1.84,0.98,1.24,0.01,-0.01,-,4.99,-0.01,0.01,-,8.03,-0.01,0.01,-,4.25,-0.01,-0.31,0.32
20,Pretax Income,9.6,10.27,14.64,3.52,8.96,14.49,15.47,7.69,8.05,16.63,7.82,-0.64,11.33,10.76,16.08,19.53,20.16,12.65,17.24,2.89
21,Income Tax Expense,0.04,-0.59,0.2,0.62,0.74,0.09,0.11,0.73,-0.92,1.12,0.66,-0.37,2.13,0.52,1.93,2.65,2.57,1.3,2.17,0.14
22,Earnings From Continuing Operations,9.56,10.86,14.44,2.9,8.21,14.4,15.36,6.96,8.97,15.52,7.16,-0.26,9.21,10.25,14.15,16.88,17.59,11.35,15.06,2.75
23,Minority Interest in Earnings,-1.55,0.29,1.26,-,-0.24,0.65,0.59,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,8.01,11.15,15.7,2.9,7.97,15.06,15.95,6.96,8.97,15.52,7.16,-0.26,9.21,10.25,14.15,16.88,17.59,11.35,15.06,2.75
25,Net Income to Common,8.01,11.15,15.7,2.9,7.97,15.06,15.95,6.96,8.97,15.52,7.16,-0.26,9.21,10.25,14.15,16.88,17.59,11.35,15.06,2.75
26,Net Income Growth,0.51%,-25.92%,-1.59%,-58.31%,-11.14%,-2.97%,122.98%,-,-2.55%,51.44%,-49.43%,-,-47.66%,-9.76%,-6.08%,513.52%,-,-,-,-
27,Shares Outstanding (Basic),167,173,210,136,174,174,173,174,178,173,168,177,167,168,129,130,124,143,117,138
28,Shares Outstanding (Diluted),167,173,210,136,174,174,173,174,178,173,168,177,167,168,129,130,124,143,117,138
29,Shares Change (YoY),-3.63%,-0.57%,21.21%,-21.75%,-2.36%,0.76%,3.34%,-1.53%,6.70%,2.48%,30.40%,36.06%,35.00%,17.56%,10.06%,-5.61%,-,-,-,-
30,EPS (Basic),0.05,0.06,0.07,0.02,0.05,0.09,0.09,0.04,0.05,0.09,0.04,-0.00,0.06,0.06,0.11,0.13,0.14,0.08,0.13,0.02
31,EPS (Diluted),0.05,0.06,0.07,0.02,0.05,0.09,0.09,0.04,0.05,0.09,0.04,-0.00,0.06,0.06,0.11,0.13,0.14,0.08,0.13,0.02
32,EPS Growth,4.30%,-25.49%,-18.81%,-46.73%,-9.00%,-3.70%,115.77%,-,-8.67%,47.78%,-61.22%,-,-61.23%,-23.23%,-14.66%,550.00%,-,-,-,-
33,Free Cash Flow,-,8.28,4.11,-5.44,-3.65,-11.75,0.81,-12.62,1.66,-4.42,11.95,-34.44,12.3,-67.86,0.09,-36.94,-5.43,1.44,-20.25,31.02
34,Free Cash Flow Per Share,-,0.05,0.02,-0.04,-0.02,-0.07,0.00,-0.07,0.01,-0.03,0.07,-0.19,0.07,-0.40,0.00,-0.28,-0.04,0.01,-0.17,0.23
35,Gross Margin,298.48%,34.52%,35.64%,34.68%,31.33%,32.88%,32.98%,27.47%,29.81%,34.03%,29.84%,25.34%,24.89%,39.25%,36.19%,37.87%,36.21%,38.00%,36.40%,33.87%
36,Operating Margin,15.47%,10.58%,10.28%,3.01%,7.37%,15.71%,11.08%,9.56%,5.17%,13.45%,8.43%,-0.96%,8.15%,12.63%,18.46%,21.34%,18.16%,19.66%,19.59%,3.16%
37,Profit Margin,8.66%,11.39%,14.47%,3.81%,8.30%,15.58%,15.60%,7.80%,12.09%,16.50%,10.27%,-0.38%,8.84%,12.21%,14.61%,17.89%,18.44%,14.47%,17.04%,5.35%
38,Free Cash Flow Margin,-,8.46%,3.79%,-7.15%,-3.80%,-12.16%,0.79%,-14.15%,2.24%,-4.70%,17.16%,-49.09%,11.81%,-80.86%,0.09%,-39.16%,-5.70%,1.83%,-22.90%,60.37%
39,EBITDA,22.74,18.79,20.22,10.72,15.51,21.92,19.23,15.27,10.58,18.71,12.23,5.39,14.55,16.32,23.6,25.81,22.77,20.63,22.58,6.89
40,EBITDA Margin,24.58%,19.19%,18.64%,14.09%,16.14%,22.68%,18.80%,17.11%,14.26%,19.90%,17.56%,7.68%,13.98%,19.45%,24.37%,27.36%,23.87%,26.31%,25.55%,13.40%
41,D&A For EBITDA,8.43,8.43,9.07,8.43,8.43,6.74,7.9,6.74,6.74,6.07,6.36,6.07,6.07,5.72,5.72,5.68,5.44,5.21,5.27,5.26
42,EBIT,14.31,10.36,11.15,2.29,7.08,15.18,11.33,8.53,3.84,12.65,5.87,-0.68,8.49,10.6,17.87,20.13,17.32,15.42,17.32,1.62
43,EBIT Margin,15.47%,10.58%,10.28%,3.01%,7.37%,15.71%,11.08%,9.56%,5.17%,13.45%,8.43%,-0.96%,8.15%,12.63%,18.46%,21.34%,18.16%,19.66%,19.59%,3.16%
44,Effective Tax Rate,0.37%,-,1.36%,17.52%,8.28%,0.61%,0.69%,9.52%,-,6.71%,8.46%,-,18.78%,4.79%,12.03%,13.56%,12.76%,10.28%,12.60%,4.86%
45,Revenue as Reported,-,97.89,108.49,76.06,96.09,96.64,102.26,89.22,74.19,94.03,69.67,70.16,104.1,83.92,96.83,94.33,95.38,78.44,139.78,-
46,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12
