,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,-,33.62,14.97,7.47,9.91,38.12,8.61,25.33,16.33,32.86,5.04,35.68,19,44.21,18.47,27.98,12.77,14.29,-,12.03
10,Total Current Assets,-,284.56,291.18,262.99,304.79,307.18,314.65,482,336.46,327.48,293.1,295.87,351.22,343.16,239.36,225.2,223.94,232.88,-,221.12
11,"Property, Plant & Equipment",-,485.1,487.25,475.51,460.91,456.66,423.55,424.85,430.09,398.01,357.11,363.49,333.04,330.05,282.5,281.71,244.08,211.99,-,192.1
12,Long-Term Investments,-,3.73,3.72,3.67,3.8,3.76,3.97,4.02,4.23,4.13,4.21,4.52,4.64,4.45,4.62,4.98,5.04,5.57,-,15.04
13,Other Intangible Assets,-,63.41,63.81,64.21,64.61,65.01,65.41,65.81,66.21,66.62,67.02,67.42,67.82,68.22,68.62,69.02,69.42,69.82,-,70.54
14,Long-Term Deferred Tax Assets,-,6.52,4.97,2.72,2.82,5.58,5.67,5.72,3.77,3.57,3.63,3.31,3.21,3.09,3.12,2.89,2.97,2.78,-,2.55
15,Long-Term Deferred Charges,-,17.53,18.04,15.49,14.63,3.37,3.08,2.31,2.66,2.79,2.75,2.88,3.07,2.14,2.14,2.25,2.16,2.18,-,2.16
16,Other Long-Term Assets,-,4.18,4.8,25.15,21.64,25.47,22.32,7.04,3.32,16.16,29.54,22.37,17.52,21.01,19.38,20.67,17.08,36.47,-,4.41
17,Total Assets,-,865.04,873.77,849.74,873.2,867.03,838.65,991.76,846.74,818.76,757.36,759.86,780.52,772.13,619.76,606.74,564.68,561.69,-,507.92
18,Accounts Payable,-,45.46,50.75,36.97,25.39,47.71,26.16,96.65,33.21,42.68,22.63,29.41,24.96,26.88,35.56,26.2,18.85,21.8,-,28.39
19,Accrued Expenses,-,4.94,8.78,6.59,11.46,8.19,10.15,8.35,12.13,7.52,7.81,5.35,11.76,5.91,11.56,10.79,11.59,10.35,-,7.31
20,Short-Term Debt,-,-,-,-,-,-,20,19.8,19.8,19.61,-,-,14.98,15,60.98,60.98,34.62,54.61,-,45.05
21,Current Portion of Leases,-,0.32,0.47,0.47,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Income Taxes Payable,-,4.78,1.65,4.25,0.35,2.37,0.24,1.74,0.13,3.69,1.09,5.58,1.57,5.16,1.87,2.16,2.82,1.3,-,1.93
23,Current Unearned Revenue,-,15.93,10.14,12.76,5.26,11.01,6.49,9.76,4.63,5.86,0.8,1.67,3.69,8.25,7.4,8.14,9.18,11.36,-,10.04
24,Other Current Liabilities,-,17.28,16.65,18.66,54.12,29.22,20.99,119.45,48.79,19.12,20.55,22.17,28.81,24.41,28.89,39.09,44.9,38.77,-,20.92
25,Total Current Liabilities,-,88.71,88.43,79.7,97.19,98.5,84.04,255.76,118.7,98.48,52.89,64.18,85.77,85.61,146.27,147.37,121.96,138.19,-,113.64
26,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81,0.8,0.84,-,-
27,Long-Term Leases,-,-,-,0.16,0.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,-,12.49,12.29,9.19,9.97,9.8,10.46,10.5,10.63,12.2,12.77,11.18,10.22,10.6,10.98,9.94,10.29,7.99,-,5.42
29,Long-Term Deferred Tax Liabilities,-,0.19,0.19,0.19,0.19,2.21,2.21,2.22,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,-,0.21
30,Total Liabilities,-,101.39,100.91,89.23,107.52,110.51,96.71,268.47,129.53,110.88,65.87,75.57,96.19,96.41,157.46,158.33,133.26,147.23,-,119.27
31,Common Stock,-,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,130.32,130.32,130.32,130.32,-,130.32
32,Additional Paid-In Capital,-,250.58,250.58,250.58,250.58,250.58,250.58,250.58,250.58,250.58,250.58,250.58,250.58,250.95,91.21,91.21,91.21,91.21,-,91.21
33,Retained Earnings,-,346.46,355.07,340.17,336.47,328.49,313.44,297.48,290.53,281.55,266.04,258.88,259.15,249.94,239.7,225.55,208.67,191.08,-,164.66
34,Treasury Stock,-,-10.29,-10.29,-8.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,-,2.49,2.8,2.72,2.69,3.94,3.76,1.47,2.35,1.99,1.11,1.08,0.85,1.08,1.08,1.33,1.23,1.86,-,2.47
36,Total Common Equity,763,763,771.91,759.11,763.49,756.76,741.53,723.28,717.2,707.88,691.48,684.29,684.33,675.72,462.3,448.41,431.42,414.47,-,388.65
37,Minority Interest,-,0.65,0.94,1.39,2.2,-0.25,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,763.65,763.65,772.85,760.51,765.68,756.52,741.94,723.28,717.2,707.88,691.48,684.29,684.33,675.72,462.3,448.41,431.42,414.47,-,388.65
39,Total Liabilities & Equity,-,865.04,873.77,849.74,873.2,867.03,838.65,991.76,846.74,818.76,757.36,759.86,780.52,772.13,619.76,606.74,564.68,561.69,-,507.92
40,Total Debt,0.32,0.32,0.47,0.62,0.78,-,20,19.8,19.8,19.61,-,-,14.98,15,60.98,61.8,35.43,55.45,-,45.05
41,Net Cash (Debt),59.43,59.43,70.03,66.58,79.82,76.22,87.42,83.84,99.65,97,99.54,87.16,120.27,107.27,-30.41,-29.21,7.68,17.15,-,25.34
42,Net Cash Growth,-25.54%,-22.03%,-19.90%,-20.59%,-19.90%,-21.43%,-12.17%,-3.81%,-17.15%,-9.57%,-,-,1465.46%,525.33%,-,-,-,-,-,-
43,Net Cash Per Share,0.36,0.34,0.33,0.49,0.46,0.44,0.50,0.48,0.56,0.56,0.59,0.49,0.72,0.64,-0.24,-0.22,0.06,0.12,-,0.18
44,Filing Date Shares Outstanding,167.4,172.85,172.85,173.05,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,130.32,130.32,130.32,116.96,130.32
45,Total Common Shares Outstanding,172.85,172.85,172.85,173.05,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,130.32,130.32,130.32,130.32,116.96,130.32
46,Working Capital,-,195.85,202.75,183.29,207.59,208.68,230.62,226.24,217.75,229,240.21,231.7,265.45,257.55,93.09,77.83,101.98,94.7,-,107.48
47,Book Value Per Share,4.41,4.41,4.47,4.39,4.39,4.36,4.27,4.16,4.13,4.07,3.98,3.94,3.94,3.89,3.55,3.44,3.31,3.18,-,2.98
48,Tangible Book Value,699.59,699.59,708.11,694.9,698.88,691.75,676.12,657.47,650.99,641.26,624.47,616.87,616.51,607.5,393.68,379.39,362,344.64,-,318.11
49,Tangible Book Value Per Share,4.05,4.05,4.10,4.02,4.02,3.98,3.89,3.78,3.75,3.69,3.59,3.55,3.55,3.50,3.02,2.91,2.78,2.64,-,2.44
50,Buildings,-,-,321.91,-,323.36,-,194.53,-,194.16,-,142.68,-,142.38,-,111.37,100.46,100.42,100.67,-,103.07
51,Machinery,-,-,283.79,-,328.22,-,313.22,-,306.02,-,246.32,-,245.21,-,243.29,233.44,233.33,216.71,-,210.24
52,Construction In Progress,-,-,91.88,-,49,-,144.72,-,142.8,-,169.01,-,134.03,-,108.53,124.23,81.41,61.35,-,41.23
