,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Long-Term Deferred Tax Assets,2.44,2.65,1.32,0.55,0.09,0.72,0.01,0.19,6.27,5.33,4.85,5.25,4.07,5.25,-,4.6,-,-,-
14,Other Long-Term Assets,10.84,6.48,5.19,1.78,3.89,2.44,1.31,0.88,13.03,11.33,6.33,9.45,13.54,6.79,-,1.93,-,-,-
15,Total Assets,2366,2307,2245,2184,1992,2094,2143,2147,1813,1912,1891,1949,1794,1848,-,1213,-,-,-
16,Accounts Payable,558.28,546.22,515.11,473.63,330.23,391.63,492.63,529.44,299.68,362.16,420.47,467.84,385.69,470.61,-,452.44,-,-,-
17,Accrued Expenses,35.27,31.66,27.66,43.13,26.43,25.14,26.32,38.83,20.88,23.59,20.5,26.04,18.56,22.69,-,29.65,-,-,-
18,Current Portion of Leases,0.85,1.21,1.25,1.18,-,-,-,-,0.31,0.31,0.62,0.61,-,-,-,-,-,-,-
19,Current Income Taxes Payable,12.28,4.63,6.83,5.04,11.78,1.84,7.29,-,8.37,8.9,8.69,12.04,4.52,5.05,-,6.72,-,-,-
20,Current Unearned Revenue,77.38,50.22,45.03,51.47,41.64,41.92,49.79,62.14,44.45,44.11,39.39,44.87,67.52,55.52,-,46.41,-,-,-
21,Other Current Liabilities,13.81,57.58,22.4,19.1,26.23,121.15,23.09,23.86,8.92,91.11,2.37,4.55,1.18,19.24,-,1.94,-,-,-
22,Total Current Liabilities,697.88,691.53,618.29,593.56,436.31,581.69,599.11,654.27,382.61,530.18,492.03,555.95,477.49,573.11,-,537.16,-,-,-
23,Long-Term Leases,0.35,0.48,0.54,1.08,2.36,2.46,-,-,-,-,-,-,0.92,0.91,-,-,-,-,-
24,Long-Term Unearned Revenue,18.37,19.11,17.31,17.99,11.59,12.08,12.56,13.07,13.58,14.09,10.75,11.16,11.23,10.62,-,11.4,-,-,-
25,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,0.5,0.88,-,-,-,-,-,-,-,-,-,-,-
26,Total Liabilities,716.6,711.12,636.14,612.63,450.26,596.22,612.18,668.22,396.19,544.27,502.78,567.11,489.63,584.63,-,548.56,-,-,-
27,Common Stock,172.48,123.2,123.2,123.2,123.2,88,88,88,88,88,88,88,88,88,-,66,-,-,-
28,Additional Paid-In Capital,526.47,575.58,575.4,575.23,575.05,610.07,609.9,609.63,609.3,608.98,608.66,-,608.01,607.69,-,103.42,-,-,-
29,Retained Earnings,950.57,897.24,910.1,873.38,843.04,800.07,832.8,781.48,719.93,670.34,691.73,682.46,608.27,567.48,-,495.26,-,-,-
30,Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-,-,611.93,-,-,-,-,-,-,-
31,Shareholders' Equity,1650,1596,1609,1572,1541,1498,1531,1479,1417,1367,1388,1382,1304,1263,664.68,664.68,-,-,547.38
32,Total Liabilities & Equity,2366,2307,2245,2184,1992,2094,2143,2147,1813,1912,1891,1949,1794,1848,-,1213,-,-,-
33,Total Debt,1.2,1.69,1.79,2.26,2.36,2.46,-,-,0.31,0.31,0.62,0.61,0.92,0.91,-,-,-,-,-
34,Net Cash (Debt),883.59,937.24,1007,975.75,913.34,998.86,948.05,936.93,829.72,873.58,764.16,744.2,674.6,734.19,219.52,219.52,-,-,158.36
35,Net Cash Growth,-3.26%,-6.17%,6.17%,4.14%,10.08%,14.34%,24.06%,25.90%,22.99%,18.98%,248.11%,239.02%,-,-,38.62%,-,-,-,-
36,Net Cash Per Share,5.03,5.40,5.87,5.71,5.31,5.78,5.54,5.43,4.90,5.07,4.39,4.34,3.93,5.66,1.69,1.72,-,-,1.23
37,Filing Date Shares Outstanding,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,129.96,129.36,131.32,129.01,129.01
38,Total Common Shares Outstanding,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,129.96,129.36,131.32,129.01,129.01
39,Working Capital,1125,1087,1136,1095,1058,1008,1038,977.32,945.58,899.32,915.31,902.53,835.9,796.16,-,196.27,-,-,-
40,Book Value Per Share,9.56,9.25,9.33,9.11,8.94,8.69,8.87,8.58,8.22,7.93,8.05,8.01,7.56,7.32,5.14,5.14,-,-,4.23
41,Tangible Book Value,1568,1514,1565,1528,1497,1454,1486,1434,1372,1322,1343,1336,1257,1216,617.19,617.19,-,-,498.8
42,Tangible Book Value Per Share,9.09,8.78,9.07,8.86,8.68,8.43,8.62,8.31,7.96,7.66,7.78,7.75,7.29,7.05,4.77,4.77,-,-,3.86
43,Buildings,-,421.59,-,421.59,-,417.92,-,385.24,-,385.24,-,-,-,375.12,-,375.12,-,-,-
44,Machinery,-,267.03,-,259.85,-,251.96,-,249.76,-,192.45,-,-,-,171.83,-,167.9,-,-,-
45,Construction In Progress,-,2.84,-,0.45,-,1.48,-,30.98,-,21.34,-,-,-,19.08,-,14.63,-,-,-
