,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Long-Term Deferred Charges,11.5,11.72,11.06,10.21,8.77,6.55,4.35,3.74,4.37,2.93,2.28,2.48,2.78,2.4,2.69,3.03,-,1.64,-
17,Other Long-Term Assets,3.88,3.5,4.09,3.07,10.29,13.1,36.38,23.19,36.08,33.6,13.8,12.79,29.95,13.44,15.49,1.67,-,1.18,-
18,Total Assets,1169,1159,1134,1141,1108,1060,1117,1135,1079,1004,893.69,880.31,855.01,871.96,410.28,394.65,-,298.44,-
19,Accounts Payable,194.35,151.64,123.16,148.17,119.76,93.48,108.81,143.57,118.64,96.42,79.22,80.5,72.3,74.18,75.2,73.76,-,49.61,-
20,Accrued Expenses,13.44,15.22,14.85,20.99,12.34,14.23,10.81,18.68,12.34,18.94,8.31,14.21,8.62,11.26,7.03,11.84,-,8.87,-
21,Short-Term Debt,145.03,135.09,122.08,90.09,93.06,80.06,75.05,55.05,58.92,40.44,5.01,5.01,7.01,15.02,28.03,28.03,-,17.32,-
22,Current Portion of Leases,3.66,4.53,5.05,5.33,3.54,4.08,4.19,3.88,3.79,4.08,0.96,0.65,-,-,-,0.04,-,0.06,-
23,Current Income Taxes Payable,2.91,0.52,0.92,0.97,3.28,0.48,2.16,1.89,12.75,2.96,6.2,1.56,3.95,2.52,4.86,3.42,-,2.52,-
24,Current Unearned Revenue,0.71,1.07,1.26,1.01,0.79,0.78,1.56,0.56,0.44,0.44,0.37,0.77,1.5,1.07,1.6,1.37,-,0.33,-
25,Other Current Liabilities,11.34,16.43,16.76,16.9,20.64,15.84,19.09,20.5,19.16,5.16,0.39,0.44,0.04,0.14,0.01,6.75,-,1.79,-
26,Total Current Liabilities,371.43,324.5,284.07,283.47,253.4,208.93,221.67,244.12,226.04,168.45,100.45,103.14,93.42,104.18,116.73,125.21,-,80.51,-
27,Long-Term Leases,21.48,21.79,23.01,23.94,22.46,23.42,20.71,21.71,7.59,7.79,2.95,3.19,4.37,4.59,4.81,-,-,-,-
28,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,0.02,0.04,0.06,0.08,-,0.12,-
29,Long-Term Deferred Tax Liabilities,2.54,2.64,1.95,1.96,1.22,1.26,1.29,1.32,0.76,0.8,-,-,-,-,-,-,-,-,-
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,0.77,1.28,-,-,-,-,-,-,-,-,-
31,Total Liabilities,395.46,348.94,309.03,309.37,277.08,233.62,243.67,267.16,235.16,178.31,103.4,106.34,97.8,108.8,121.6,125.29,-,80.63,-
32,Common Stock,134.86,135.47,104.5,104.5,104.5,104.16,104.16,104.16,104.16,102.83,57.13,57.13,57.13,57.13,42.85,42.85,-,42.85,-
33,Additional Paid-In Capital,450.99,469.65,500.63,500.63,497.61,493.49,503.95,503.95,500.33,486.06,531.76,531.76,531.76,531.76,91.59,91.59,-,91.59,-
34,Retained Earnings,231.45,223.78,228.85,216.28,212.69,202.86,225.84,218.66,199.27,181.16,201.4,185.08,168.32,174.27,154.25,134.93,-,83.38,-
35,Treasury Stock,-50.53,-52.14,-43.71,-25.6,-23.28,-15.6,-15.6,-15.6,-15.6,-,-,-,-,-,-,-,-,-,-
36,Total Common Equity,766.77,776.77,790.26,795.8,791.52,784.91,818.35,811.17,788.16,770.04,790.28,773.97,757.21,763.15,288.68,269.36,-,217.81,223.08
37,Minority Interest,6.87,33.26,35.13,36.29,39.71,41.88,55.26,56.8,55.37,55.64,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,773.64,810.02,825.39,832.08,831.23,826.79,873.61,867.96,843.53,825.68,790.28,773.97,757.21,763.15,288.68,269.36,-,217.81,223.08
39,Total Liabilities & Equity,1169,1159,1134,1141,1108,1060,1117,1135,1079,1004,893.69,880.31,855.01,871.96,410.28,394.65,-,298.44,-
40,Total Debt,170.18,161.41,150.14,119.35,119.06,107.56,99.95,80.63,70.3,52.31,8.91,8.85,11.37,19.61,32.84,28.08,-,17.39,15.9
41,Net Cash (Debt),19.99,61.14,96.2,115.38,91.54,97.19,144.75,179.12,194.67,241.36,335.75,380.87,405.88,453.84,4.71,10.8,-,17.77,31.64
42,Net Cash Growth,-78.16%,-37.09%,-33.54%,-35.58%,-52.98%,-59.73%,-56.89%,-52.97%,-52.04%,-46.82%,7032.48%,3427.58%,-,2454.15%,-85.12%,-,-,-,-
43,Net Cash Per Share,0.10,0.83,0.71,0.82,0.73,0.73,1.08,0.82,1.44,1.81,2.55,3.08,3.03,4.08,0.05,0.11,-,0.18,0.32
44,Filing Date Shares Outstanding,133.45,134.21,134.57,134.57,135.85,135.41,135.41,135.41,135.41,133.68,133.68,133.68,133.68,133.68,100.26,100.26,100.08,100.26,100.38
45,Total Common Shares Outstanding,133.45,134.21,134.57,135.85,135.85,135.41,135.41,135.41,135.41,133.68,133.68,133.68,133.68,133.68,100.26,100.26,100.08,100.26,100.38
46,Working Capital,300.72,333.06,354.8,349.99,343.7,346.45,400.89,418.94,425.78,444.28,505.19,538.56,556.31,592.98,134.6,131.58,-,114.56,-
47,Book Value Per Share,5.75,5.79,5.87,5.86,5.83,5.80,6.04,5.99,5.82,5.76,5.91,5.79,5.66,5.71,2.88,2.69,-,2.17,2.23
48,Tangible Book Value,708.75,719.26,732.17,737.13,700.36,693.16,725.97,718.3,680.71,662.04,759.14,742.53,725.47,731.1,256.33,236.71,-,184.74,189.73
49,Tangible Book Value Per Share,5.31,5.36,5.44,5.43,5.16,5.12,5.36,5.30,5.03,4.95,5.68,5.55,5.43,5.47,2.56,2.36,-,1.84,1.89
50,Buildings,-,218.19,-,217.93,-,163.74,-,163.74,-,14.51,-,14.51,-,14.51,-,14.51,-,14.51,-
51,Machinery,-,293.29,-,21.07,-,248.26,-,14.14,-,162.3,-,113.46,-,106.94,-,101.3,-,98.25,-
52,Construction In Progress,-,21.08,-,25.56,-,53.77,-,40.24,-,138.33,-,130.85,-,68,-,47.59,-,13.68,-
