,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Other Non Operating Income (Expenses),0.19,0.19,-0.27,0.85,-0.29,0.33,-0.74,-0.32,0.08,0.18,-0.03,-1.98,0.91,0.19,0.47,0.37,-0.44,-0.22,0.17
15,EBT Excluding Unusual Items,3.97,6.8,14.47,-12.62,12.04,2.37,6.34,9.52,23.38,6.13,20.43,7.95,26.95,20.05,25.22,27.97,27.95,18.32,16.18
16,Impairment of Goodwill,0.09,-0.09,-,-32.36,0.09,-0.09,-,-14.98,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,2.78,-2.1,-0.82,40.02,-0.04,0.23,1.2,20.89,0.5,0.85,0.2,1.73,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,-0.01,-0.6,0.54,0.12,0,-,-,0.66,0.01,0.25,0,0,-0.12,0.05,0,-0,-,-0.06,-
19,Asset Writedown,-0.2,0.11,-0.04,3.17,-3.49,0.46,-0.46,3.48,-3.54,1.99,-2,3.97,-4.06,2.94,-2.99,2.73,-3.2,2.56,-2.84
20,Other Unusual Items,0.65,0.4,-,3.83,-,-,-,2.82,-,-,-,4.6,-,-,-,4.12,-,-,-
21,Pretax Income,7.27,4.53,14.14,2.16,8.58,2.97,7.09,22.4,20.36,9.21,18.63,18.24,22.76,23.03,22.23,34.81,24.74,20.82,13.34
22,Income Tax Expense,1.19,1.14,2.72,2.53,0.93,1.13,1.39,0.85,2.52,1.1,2.32,1.48,3,3.01,2.91,4.67,3.34,2.68,1.76
23,Earnings From Continuing Operations,6.09,3.38,11.42,-0.37,7.66,1.85,5.7,21.55,17.84,8.11,16.31,16.76,19.77,20.02,19.32,30.14,21.41,18.14,11.58
24,Minority Interest in Earnings,1.58,1.87,1.15,3.84,2.17,1.21,1.52,-2.19,0.27,0.21,-,-,-,-,-,-,-,-,-
25,Net Income,7.66,5.26,12.57,3.47,9.83,3.06,7.22,19.37,18.12,8.32,16.31,16.76,19.77,20.02,19.32,30.14,21.41,18.14,11.58
26,Net Income to Common,7.66,5.26,12.57,3.47,9.83,3.06,7.22,19.37,18.12,8.32,16.31,16.76,19.77,20.02,19.32,30.14,21.41,18.14,11.58
27,Net Income Growth,-22.04%,71.87%,74.02%,-82.10%,-45.74%,-63.24%,-55.72%,15.55%,-8.34%,-58.43%,-15.56%,-44.39%,-7.67%,10.35%,66.79%,-,-,-,-
28,Shares Outstanding (Basic),193,74,136,141,125,133,134,218,135,134,132,124,134,111,100,99,100,101,100
29,Shares Outstanding (Diluted),193,74,136,141,125,133,134,218,135,134,132,124,134,111,100,99,100,101,100
30,Shares Change (YoY),54.34%,-44.77%,1.43%,-35.33%,-7.77%,-0.38%,1.98%,75.85%,0.93%,20.28%,31.05%,25.46%,34.05%,9.81%,0.09%,-,-,-,-
31,EPS (Basic),0.04,0.07,0.09,0.02,0.08,0.02,0.05,0.09,0.13,0.06,0.12,0.14,0.15,0.18,0.19,0.31,0.21,0.18,0.12
32,EPS (Diluted),0.04,0.07,0.09,0.02,0.08,0.02,0.05,0.09,0.13,0.06,0.12,0.14,0.15,0.18,0.19,0.31,0.21,0.18,0.12
33,EPS Growth,-49.49%,211.17%,71.56%,-72.33%,-41.17%,-63.10%,-56.58%,-34.29%,-9.19%,-65.44%,-35.57%,-55.68%,-31.13%,0.49%,66.64%,-,-,-,-
34,Free Cash Flow,-7.05,-17.27,0.18,-19.75,6.39,-4.16,-36.96,-31.97,-50.43,-32.31,-16.14,-22.71,-20.61,-4.52,-0.82,-4.2,-2.08,8.92,12.02
35,Free Cash Flow Per Share,-0.04,-0.23,0.00,-0.14,0.05,-0.03,-0.28,-0.15,-0.37,-0.24,-0.12,-0.18,-0.15,-0.04,-0.01,-0.04,-0.02,0.09,0.12
36,Dividend Per Share,-,-,-,0.077,-,-,-,0.192,-,-,-,0.214,-,0.192,-,-,-,-,-
37,Dividend Growth,-,-,-,-60.01%,-,-,-,-10.01%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,20.85%,21.53%,26.03%,14.00%,25.52%,19.90%,29.41%,26.82%,30.07%,26.51%,31.19%,26.57%,37.61%,32.35%,38.11%,39.14%,44.13%,33.47%,37.80%
39,Operating Margin,3.58%,3.45%,9.49%,-8.62%,8.69%,0.93%,7.86%,6.22%,15.54%,5.61%,18.69%,8.11%,24.58%,20.42%,26.90%,24.35%,31.75%,22.43%,27.22%
40,Profit Margin,4.72%,3.52%,9.22%,2.21%,7.23%,2.65%,8.49%,14.34%,12.22%,10.01%,15.79%,16.26%,20.09%,20.13%,20.76%,26.36%,23.64%,22.30%,19.83%
41,Free Cash Flow Margin,-4.35%,-11.56%,0.13%,-12.60%,4.70%,-3.61%,-43.42%,-23.67%,-34.03%,-38.88%,-15.62%,-22.03%,-20.95%,-4.54%,-0.88%,-3.67%,-2.30%,10.97%,20.57%
42,EBITDA,14.44,15.13,21.57,-4.89,16.36,9.26,11.24,12.96,25.94,8.26,22.22,11.27,26.95,23.12,27.81,30.62,31.2,21.01,18.35
43,EBITDA Margin,8.90%,10.13%,15.82%,-3.12%,12.04%,8.04%,13.21%,9.60%,17.50%,9.94%,21.51%,10.93%,27.40%,23.25%,29.88%,26.78%,34.45%,25.83%,31.41%
44,D&A For EBITDA,8.63,9.97,8.63,8.63,4.56,8.2,4.56,4.56,2.91,3.61,2.91,2.91,2.77,2.81,2.77,2.77,2.45,2.76,2.45
45,EBIT,5.81,5.16,12.94,-13.52,11.81,1.07,6.69,8.41,23.03,4.66,19.31,8.36,24.18,20.31,25.04,27.84,28.76,18.25,15.9
46,EBIT Margin,3.58%,3.45%,9.49%,-8.62%,8.69%,0.93%,7.86%,6.22%,15.54%,5.61%,18.69%,8.11%,24.58%,20.42%,26.90%,24.35%,31.75%,22.43%,27.22%
47,Effective Tax Rate,16.31%,25.24%,19.27%,117.08%,10.79%,37.95%,19.55%,3.79%,12.36%,11.98%,12.43%,8.12%,13.16%,13.08%,13.08%,13.40%,13.48%,12.89%,13.18%
48,Revenue as Reported,162.21,149.37,136.31,156.77,135.88,115.22,85.12,135.07,148.21,83.12,103.29,-,98.36,99.46,93.07,114.34,90.58,81.33,58.41
