,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
29,Long-Term Deferred Tax Liabilities,-,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,-,-,-,-,-,-,-
30,Total Liabilities,-,298.25,306.83,381.73,373.69,308.9,255.6,221.18,205.25,174.55,191.04,163.56,248.68,-,-,-
31,Common Stock,-,400,400,400,400,400,400,400,400,400,360,360,360,-,-,-
32,Additional Paid-In Capital,-,4150,4160,4150,4136,4136,4116,4092,4072,4057,2921,2908,2891,-,-,-
33,Retained Earnings,-,-1648,-1641,-1617,-1588,-1504,-1452,-1380,-1312,-1228,-1146,-1083,-1022,-,-,-
34,Treasury Stock,-,-33.84,-30.59,-20,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,-,67.46,67.25,67.39,67.38,71.19,71.31,69.71,70.67,72.03,70.12,68.03,68.18,-,-,-
36,Total Common Equity,2935,2935,2956,2981,3016,3103,3135,3181,3231,3302,2206,2253,2297,-,-,-
37,Minority Interest,-,8.36,-2.77,-3.84,-5.25,-18.93,-15.32,-11.32,-9.08,-3.39,1.44,5.32,9.04,-,-,-
38,Shareholders' Equity,2943,2943,2953,2977,3011,3084,3119,3170,3222,3299,2207,2258,2306,-,-,-
39,Total Liabilities & Equity,-,3242,3260,3358,3384,3393,3375,3391,3427,3473,2398,2422,2554,-,-,-
40,Total Debt,104.04,104.04,107.9,221.77,174.59,133.29,128.03,123.73,49.35,54.74,61.49,69.44,76.21,-,-,-
41,Net Cash (Debt),925.04,925.04,1027,1336,1412,1562,1849,2155,2233,2387,1321,1340,1441,-,-,-
42,Net Cash Growth,-34.47%,-40.77%,-44.45%,-38.02%,-36.79%,-34.57%,40.03%,60.81%,54.95%,-,-,-,-,-,-,-
43,Net Cash Per Share,2.35,2.40,2.51,3.25,3.53,3.92,4.62,5.38,5.51,6.39,3.59,3.74,3.92,-,-,-
44,Filing Date Shares Outstanding,393.54,385.01,398.93,411.15,400,400,400,400,400,400,400,360,400,360.15,354.13,365.95
45,Total Common Shares Outstanding,393.54,385.01,398.93,411.15,400,400,400,400,400,400,360,360,360,360.15,354.13,365.95
46,Working Capital,-,1193,1251,1579,1583,1798,2138,2435,2458,2610,1565,1625,1699,-,-,-
47,Book Value Per Share,7.62,7.62,7.41,7.25,7.54,7.76,7.84,7.95,8.08,8.25,6.13,6.26,6.38,-,-,-
48,Tangible Book Value,2816,2816,2835,2856,2887,3024,3052,3094,3143,3222,2121,2165,2209,-,-,-
49,Tangible Book Value Per Share,7.31,7.31,7.11,6.95,7.22,7.56,7.63,7.73,7.86,8.05,5.89,6.01,6.13,-,-,-
50,Buildings,-,-,252.7,-,252.7,-,-,-,-,-,-,-,-,-,-,-
51,Machinery,-,-,36.4,-,36.24,-,125.71,-,32.66,-,117.04,-,109.46,-,-,-
52,Construction In Progress,-,-,48.34,-,3.67,-,194.81,-,144.34,-,69.9,-,48.31,-,-,-
