,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
30,Long-Term Leases,37.76,21.51,21.58,15.11,14.65,9.49,10.3,10.29,7.99,9.11,11.56,7.06,8.61,9.48,-,-,-,-,-
31,Long-Term Unearned Revenue,0.16,0.16,0.59,0.59,0.68,0.68,0.75,0.75,1.22,1.22,1.66,1.66,0.1,0.47,-,0.48,-,0.71,0.71
32,Long-Term Deferred Tax Liabilities,4.82,3.88,3.98,3.54,-,-,-,2.55,-,-,-,-,-,-,-,-,-,0.09,0.09
33,Other Long-Term Liabilities,31.44,19.08,3.97,4.28,4.58,5.04,5.36,10.08,5.73,6.32,6.66,7.02,7.43,7.72,-,8.75,-,9.77,9.77
34,Total Liabilities,1023,1021,1014,985.86,818.74,812.15,822.54,896.31,899.99,852.59,1047,868.24,723.84,598.81,-,834.16,-,616.31,616.31
35,Common Stock,147.86,148.29,148.29,148.29,148.29,148.29,148.29,147,147,147,147,147,147,110.2,-,110.2,-,110.2,110.2
36,Additional Paid-In Capital,396.57,398.09,396.76,395.43,402.7,404.67,401.9,390.88,390.41,390.41,390.41,390.41,389.77,58.95,-,57.76,-,57.76,57.76
37,Retained Earnings,402.87,405.68,413.99,428.25,398.7,395.73,411.52,413.63,399.31,393.24,399.07,382.42,335.19,307.85,-,254.88,-,175.34,175.34
38,Treasury Stock,-6.58,-9.87,-9.87,-9.87,-9.87,-9.87,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Total Common Equity,940.72,942.2,949.17,962.1,939.82,938.83,961.72,951.51,936.72,930.65,936.48,919.83,871.96,477,422.84,422.84,-,343.3,343.3
40,Minority Interest,21.51,21.15,20.33,20.57,16.1,11.24,11.36,10.73,7.4,5.29,4.02,3.85,3.73,8.32,-,10.43,-,9.82,9.82
41,Shareholders' Equity,962.23,963.35,969.5,982.67,955.92,950.08,973.08,962.24,944.11,935.94,940.5,923.69,875.7,485.31,433.26,433.26,-,353.12,353.12
42,Total Liabilities & Equity,1985,1985,1984,1969,1775,1762,1796,1859,1844,1789,1988,1792,1600,1084,-,1267,-,969.43,969.43
43,Total Debt,337.5,335.65,326.02,247.27,162.64,152.13,137.19,132.47,130.87,132.43,180.77,174.83,176.53,126.49,150.15,150.15,-,160.4,160.4
44,Net Cash (Debt),184.43,267.33,334.65,426.73,468.19,538.93,609.88,652.63,746.01,696.37,897.36,736.58,624.97,224,495.28,495.28,-,190.88,190.88
45,Net Cash Growth,-60.61%,-50.40%,-45.13%,-34.61%,-37.24%,-22.61%,-32.04%,-11.40%,19.37%,210.88%,81.18%,48.72%,-,17.35%,159.47%,-,-,-,-
46,Net Cash Per Share,1.27,1.75,2.35,3.27,2.35,5.92,3.26,4.15,5.54,4.69,5.93,5.03,4.69,2.00,4.56,4.45,-,1.73,1.73
47,Filing Date Shares Outstanding,147,147,147,147,199.39,90.96,148.29,148.29,147,147,147,147,147,147,108.7,110.2,109.87,110.2,110.2
48,Total Common Shares Outstanding,147,147,147,147,199.39,90.96,148.29,147,147,147,147,147,147,110.2,108.7,110.2,109.87,110.2,110.2
49,Working Capital,603.69,621.78,612.64,659.23,684.22,726.19,759.63,752.86,755.97,748.8,763.35,745.64,707.39,317.69,-,274.71,-,196.67,196.67
50,Book Value Per Share,6.40,6.41,6.46,6.54,4.71,10.32,6.49,6.47,6.37,6.33,6.37,6.26,5.93,4.33,3.84,3.84,-,3.12,3.12
51,Tangible Book Value,914.85,916.4,922.56,933.74,915.9,913.32,934.34,924.07,907.73,902.12,908.64,890.24,836.23,440.36,390.79,390.79,-,313.84,313.84
52,Tangible Book Value Per Share,6.22,6.23,6.28,6.35,4.59,10.04,6.30,6.29,6.18,6.14,6.18,6.06,5.69,4.00,3.55,3.55,-,2.85,2.85
53,Buildings,-,75.34,-,74.23,-,74.23,-,63.77,-,63.77,-,63.77,-,150.82,-,150.82,-,150.82,150.82
54,Machinery,-,245.52,-,34,-,33.26,-,31.03,-,30.33,-,30.97,-,30.41,-,31.59,-,31.97,31.97
55,Construction In Progress,-,18.22,-,40.86,-,15.88,-,7.89,-,0.01,-,-,-,-,-,-,-,-,-
