,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Long-Term Deferred Tax Assets,-,24.96,24.42,21.13,21.29,24.51,25.02,22.34,22.25,21.11,21.36,21.26,21.11,20.05,20.19,-,20.65,-,-,-
17,Long-Term Deferred Charges,-,0.32,0.43,0.6,0.79,0.89,0.67,0.67,0.99,5.08,1.35,1.04,1.21,0.31,0.38,-,0.53,-,-,-
18,Other Long-Term Assets,-,4.89,2.51,3.76,1.23,5.05,8.78,6.84,16.16,15.55,6.23,0.46,4.37,10.91,9.2,-,7.38,-,-,-
19,Total Assets,-,2127,2061,2070,2059,1967,1871,1460,1490,1404,1297,1249,1288,1149,879.17,-,895.91,-,-,-
20,Accounts Payable,-,499.97,434.65,426.34,419.46,347.45,281.44,337.78,353.18,309.18,220.79,194.66,223.11,160.46,144.55,-,154.47,-,-,-
21,Accrued Expenses,-,12.53,17.69,11.32,20.39,11.3,16.96,21.36,32.06,18.36,22.78,13.06,19.97,12.47,12.76,-,19.63,-,-,-
22,Short-Term Debt,-,-,-,-,5.47,-,-,2.29,3.2,-,-,5,5,5.01,5.01,-,9.01,-,-,-
23,Current Portion of Long-Term Debt,-,0.92,0.12,1.34,0.8,-,-,-,2.01,-,4.01,-,2.3,-,0.6,-,10,-,-,-
24,Current Portion of Leases,-,-,0.19,-,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,Current Income Taxes Payable,-,3.08,0.37,3.98,0.02,4.12,1.15,1.66,0.48,13.8,4.38,5.68,0.65,4.7,4.6,-,5.16,-,-,-
26,Current Unearned Revenue,-,12.68,8.82,8.27,4.75,6.95,5.83,8.03,6.2,7.92,10.49,18.73,14.54,16.68,19.3,-,14.61,-,-,-
27,Other Current Liabilities,-,7.35,6.07,13.37,12.34,29.52,44.7,31.75,48.6,54.59,67.63,32.22,54.65,54.31,50.34,-,57.8,-,-,-
28,Total Current Liabilities,-,536.53,467.91,464.61,463.41,399.35,350.08,402.87,445.71,403.85,330.07,269.35,320.23,253.64,237.16,-,270.69,-,-,-
29,Long-Term Debt,-,460.35,458.73,453.86,449,444.13,439.34,-,-,-,-,2,2,4.07,4.05,-,21.24,-,-,-
30,Long-Term Leases,-,0.1,0.1,0.19,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,Long-Term Unearned Revenue,-,3.17,3.21,3.26,3.31,3.36,0.86,0.91,0.96,3.59,3.68,3.75,3.85,4.95,5.1,-,5.4,-,-,-
32,Long-Term Deferred Tax Liabilities,-,7.69,8.27,12.03,12.03,7.37,7.1,7.12,7.09,9.76,9.75,9.73,9.73,1.76,1.76,-,1.76,-,-,-
33,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,2.48,-,-,0.15,-,-,-,-,-,-,-,-
34,Total Liabilities,-,1008,938.22,933.95,927.94,854.21,797.38,410.9,456.24,417.19,343.5,284.99,335.82,264.42,248.08,-,299.1,-,-,-
35,Common Stock,-,95.94,95.94,95.94,95.93,95.84,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,71.5,-,71.5,-,-,-
36,Additional Paid-In Capital,-,499.79,499.79,499.79,499.78,507.65,493.9,487.8,483.65,477.05,471.33,471.33,471.33,471.33,258.72,-,258.72,-,-,-
37,Retained Earnings,-,429.76,418.1,429.61,425.45,413.26,389.41,398.91,387.49,360.37,333.48,344.17,332.11,309.99,293.23,-,259.11,-,-,-
38,Treasury Stock,-,-14.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Comprehensive Income & Other,-,103.03,102.91,105.04,104.07,90.26,89.35,58.8,58.08,45.14,45.14,45.14,45.14,-,-,-,-,-,-,-
40,Total Common Equity,1114,1114,1117,1130,1125,1107,1068,1041,1025,977.95,945.34,956.03,943.98,876.71,623.45,589.33,589.33,-,-,452.82
41,Minority Interest,-,6.11,6.16,5.98,5.65,5.51,5.35,8.62,9.02,8.64,8.13,8.06,7.92,7.58,7.64,-,7.48,-,-,-
42,Shareholders' Equity,1120,1120,1123,1136,1131,1113,1073,1050,1034,986.59,953.48,964.1,951.89,884.29,631.1,596.81,596.81,-,-,498.78
43,Total Liabilities & Equity,-,2127,2061,2070,2059,1967,1871,1460,1490,1404,1297,1249,1288,1149,879.17,-,895.91,-,-,-
44,Total Debt,461.37,461.37,459.14,455.39,455.64,444.13,439.34,2.29,5.2,-,4.01,7,9.3,9.08,9.66,40.25,40.25,-,-,68.19
45,Net Cash (Debt),316.82,316.82,302.86,316.84,366.69,330.93,309.37,347.1,374.8,422.29,447,478.95,496.71,470.63,233.58,286.33,286.33,-,-,237.75
46,Net Cash Growth,-13.60%,-4.27%,-2.11%,-8.72%,-2.16%,-21.63%,-30.79%,-27.53%,-24.54%,-10.27%,91.37%,67.27%,73.48%,-,-,20.43%,-,-,-,-
47,Net Cash Per Share,3.14,3.67,3.28,3.05,3.89,3.27,3.13,3.65,3.86,4.38,4.58,5.16,5.55,5.95,3.25,4.07,5.00,-,-,3.34
48,Filing Date Shares Outstanding,101.02,95.46,95.94,95.94,95.93,95.84,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,71.5,70.36,71.5,87.16,74.1,71.13
49,Total Common Shares Outstanding,101.02,95.46,95.94,95.94,95.93,95.84,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,71.5,70.36,71.5,87.16,74.1,71.13
50,Working Capital,-,1034,1041,1060,1051,1054,1017,562.97,559.15,577.58,562.89,607.9,604.35,618.1,378.25,-,390.15,-,-,-
51,Book Value Per Share,11.67,11.67,11.64,11.78,11.73,11.55,11.20,10.91,10.74,10.25,9.91,10.02,9.90,9.19,8.72,8.24,8.24,-,-,6.44
52,Tangible Book Value,1096,1096,1098,1111,1105,1095,1056,1029,1012,964.47,931.15,941.26,930.72,866.01,612.38,577.66,577.66,-,-,441.8
53,Tangible Book Value Per Share,11.48,11.48,11.44,11.59,11.52,11.42,11.07,10.78,10.61,10.11,9.76,9.87,9.76,9.08,8.56,8.08,8.08,-,-,6.29
54,Buildings,-,-,171.7,-,171.26,-,171.3,-,171.3,-,170.66,-,57.47,-,57.47,-,57.47,-,-,-
55,Machinery,-,-,310.7,-,298.89,-,221.63,-,169.92,-,137.82,-,133.56,-,124.07,-,119.61,-,-,-
56,Construction In Progress,-,-,20.45,-,11.51,-,47.62,-,65.26,-,32.32,-,107.05,-,66.43,-,37.84,-,-,-
