,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020,Q4 2019
41,Net Cash Per Share,0.11,0.73,0.59,0.60,0.59,0.88,0.95,0.89,0.27,0.87,0.62,0.52,-,-0.49,-0.48,-0.48,-,-,-0.18
42,Filing Date Shares Outstanding,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,355.33,360,360,360,360,-,360
43,Total Common Shares Outstanding,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,355.33,360,360,360,360,-,360
44,Working Capital,392,422.43,461.96,493.76,565.22,636.71,698.35,714.35,759.29,725.6,679.76,644.74,-,202.7,-,155.86,-,-,58.8
45,Book Value Per Share,3.35,3.33,3.32,3.31,3.33,3.35,3.31,3.28,3.24,3.14,2.99,2.86,-,1.70,1.47,1.47,-,1.14,1.14
46,Tangible Book Value,1226,1215,1210,1208,1212,1267,1251,1247,1229,1188,1130,1079,-,541.2,459.93,459.93,-,404.09,404.09
47,Tangible Book Value Per Share,3.07,3.04,3.03,3.02,3.03,3.17,3.13,3.12,3.07,2.97,2.83,2.70,-,1.50,1.28,1.28,-,1.12,1.12
48,Buildings,-,498.31,-,377.04,-,377.04,-,301.69,-,310.44,-,310.44,-,284.75,-,283.28,-,-,153.33
49,Machinery,-,353.65,-,318.01,-,293.64,-,261.47,-,226.14,-,205.14,-,193.36,-,184.37,-,-,146.28
50,Construction In Progress,-,146.77,-,233.93,-,103.9,-,146.04,-,99.09,-,100.88,-,44.08,-,29.82,-,-,144.25
