,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,39.1,36.87,31.48,38.78,32.51,29.7,30.72,29.5,31.31,30.64,33.7,40.63,31.19,30.7,29.1,32.28,25.34,29.06,19.59
10,Operating Income,33.93,0.33,14.62,-6.15,24.29,16.45,-31.79,-52.83,-18.71,-2.63,15.59,-1.89,20.38,20.4,15.98,17.07,32.81,46.1,19.73
11,Interest Expense,-3.52,-9.65,-8.39,-8.58,-9.38,-10.89,-7.21,-7.96,-7.52,-2.97,-2.79,-2.07,-1.89,-6.24,-1.33,-1.14,-2.94,-1.43,-1.86
12,Interest & Investment Income,0.37,0.54,0.39,0.08,-,-,7.99,0.34,1.3,0.44,0.46,0.9,1.37,-,7.12,5.51,3.55,0.38,0.26
13,Currency Exchange Gain (Loss),-11.23,11.23,-,4.14,-7.4,7.4,-,36.89,-20.22,20.22,-,-9.1,4.26,-4.26,-,-31.77,-15.88,2.74,-
14,Other Non Operating Income (Expenses),2.31,-3.76,3.79,-8.94,7.27,7.18,-6.72,-48.26,42.13,5.51,-1.61,-12.29,2.94,6.37,1.5,14.03,0.73,-3.82,3.22
15,EBT Excluding Unusual Items,21.86,-1.3,10.41,-19.44,14.77,20.15,-37.72,-71.83,-3.01,20.57,11.65,-24.45,27.07,16.27,23.27,3.7,18.25,43.96,21.35
16,Gain (Loss) on Sale of Investments,0.59,-0.06,-4.22,7.95,-4.77,-13.93,-3.63,10.63,-6.16,-,-,-,-0.99,6.76,-5.77,0.47,3.69,0.04,-0.25
17,Gain (Loss) on Sale of Assets,0.09,-0.06,-0.02,-0.26,-0.4,-0.04,-0.2,0.25,0.03,-0.02,-0.05,-0.21,0.09,-0.15,-,-0.12,-0.06,-0.8,-
18,Asset Writedown,-21.87,3.53,-3.53,13.12,-15.96,-14.84,14.84,1.66,-6.59,0.08,-0.08,8.4,-9.18,2.81,-2.81,5.4,2.98,4.23,-4.52
19,Other Unusual Items,-0.15,0.15,-,-1.22,-,-,-,11.2,-,-,-,20.15,-,-3.05,3.05,5.61,2.8,-,-
20,Pretax Income,0.52,2.25,2.64,0.15,-6.37,-8.66,-26.72,-48.09,-15.73,20.64,11.52,3.88,16.99,22.64,17.74,15.06,27.67,47.44,16.57
21,Income Tax Expense,-0.64,1.19,-0.72,8.11,-4.03,-3.95,-4.54,3.54,-6.11,1.16,-1.13,-5.43,0.27,2.4,0.61,1.04,4.18,8.69,2.76
22,Earnings From Continuing Operations,1.16,1.07,3.35,-7.96,-2.34,-4.71,-22.18,-51.63,-9.62,19.48,12.65,9.31,16.72,20.25,17.13,14.02,23.49,38.75,13.82
23,Minority Interest in Earnings,-0.09,0.42,0.26,0.76,0.51,0.63,0.28,0.68,0.29,0.01,0.29,0.11,-,-,-,-,-,-,-
24,Net Income,1.06,1.48,3.62,-7.2,-1.84,-4.09,-21.89,-50.94,-9.33,19.48,12.94,9.43,16.72,20.25,17.13,14.02,23.49,38.75,13.82
25,Net Income to Common,1.06,1.48,3.62,-7.2,-1.84,-4.09,-21.89,-50.94,-9.33,19.48,12.94,9.43,16.72,20.25,17.13,14.02,23.49,38.75,13.82
26,Net Income Growth,-,-,-,-,-,-,-,-,-,-3.76%,-24.46%,-32.78%,-28.80%,-47.75%,23.94%,-,-,-,-
27,Shares Outstanding (Basic),207,167,158,146,165,157,155,161,151,169,155,162,155,152,128,117,118,120,118
28,Shares Outstanding (Diluted),207,167,158,146,165,157,155,161,151,169,155,162,155,152,128,117,118,120,118
29,Shares Change (YoY),25.45%,6.06%,2.51%,-9.75%,9.37%,-6.94%,-0.51%,-0.58%,-2.77%,11.28%,20.89%,39.16%,32.15%,26.90%,8.51%,-,-,-,-
30,EPS (Basic),0.01,0.01,0.02,-0.05,-0.01,-0.03,-0.14,-0.32,-0.06,0.12,0.08,0.06,0.11,0.13,0.13,0.12,0.20,0.32,0.12
31,EPS (Diluted),0.01,0.01,0.02,-0.05,-0.01,-0.03,-0.14,-0.32,-0.06,0.12,0.08,0.06,0.11,0.13,0.13,0.12,0.20,0.32,0.12
32,EPS Growth,-,-,-,-,-,-,-,-,-,-13.52%,-37.51%,-51.70%,-46.12%,-58.82%,14.22%,-,-,-,-
33,Free Cash Flow,45.07,-33.35,57.67,29.3,-127.16,-65.13,33.96,155.64,5.17,-21.15,-24.73,-63.42,-157.5,-209.99,-14.71,-37.03,-32.93,-32.14,15.58
34,Free Cash Flow Per Share,0.22,-0.20,0.36,0.20,-0.77,-0.41,0.22,0.96,0.03,-0.13,-0.16,-0.39,-1.01,-1.38,-0.11,-0.32,-0.28,-0.27,0.13
35,Dividend Per Share,-,-,-,0.042,-,-,-,-,-,-,-,0.083,-,-,-,0.250,-,-,-
36,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-66.68%,-,-,-,-,-,-,-
37,Gross Margin,14.43%,9.56%,12.70%,7.60%,13.38%,12.29%,-0.42%,-10.25%,3.65%,7.29%,11.88%,8.37%,12.04%,11.63%,12.54%,11.46%,13.58%,17.66%,17.07%
38,Operating Margin,6.71%,0.09%,4.03%,-1.43%,5.72%,4.38%,-12.47%,-23.21%,-5.41%,-0.68%,3.76%,-0.41%,4.76%,4.64%,4.45%,3.97%,7.66%,10.83%,8.56%
39,Profit Margin,0.21%,0.38%,1.00%,-1.68%,-0.43%,-1.09%,-8.59%,-22.38%,-2.70%,5.07%,3.12%,2.04%,3.90%,4.61%,4.76%,3.26%,5.49%,9.11%,6.00%
40,Free Cash Flow Margin,8.91%,-8.57%,15.89%,6.83%,-29.96%,-17.34%,13.33%,68.36%,1.50%,-5.51%,-5.96%,-13.71%,-36.77%,-47.79%,-4.09%,-8.60%,-7.69%,-7.55%,6.76%
41,EBITDA,56.3,26.12,36.99,16.23,43.34,38.07,-12.74,-33.79,-5.74,23.61,28.56,11.08,30.59,33.34,26.08,27.28,43.53,55.79,27.63
42,EBITDA Margin,11.13%,6.71%,10.19%,3.78%,10.21%,10.14%,-5.00%,-14.84%,-1.66%,6.15%,6.88%,2.40%,7.14%,7.59%,7.26%,6.34%,10.17%,13.11%,11.99%
43,D&A For EBITDA,22.37,25.79,22.37,22.37,19.05,21.62,19.05,19.05,12.97,26.23,12.97,12.97,10.2,12.95,10.1,10.2,10.72,9.69,7.9
44,EBIT,33.93,0.33,14.62,-6.15,24.29,16.45,-31.79,-52.83,-18.71,-2.63,15.59,-1.89,20.38,20.4,15.98,17.07,32.81,46.1,19.73
45,EBIT Margin,6.71%,0.09%,4.03%,-1.43%,5.72%,4.38%,-12.47%,-23.21%,-5.41%,-0.68%,3.76%,-0.41%,4.76%,4.64%,4.45%,3.97%,7.66%,10.83%,8.56%
46,Effective Tax Rate,-,52.75%,-,5338.39%,-,-,-,-,-,5.62%,-,-,1.58%,10.58%,3.44%,6.90%,15.10%,18.32%,16.64%
47,Revenue as Reported,505.97,389.02,362.88,429.24,424.41,375.58,254.84,227.66,345.64,384,415.05,462.5,428.35,439.36,359.43,430.59,756.09,425.46,230.4
