,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Accounts Payable,764.76,640.94,701.91,748.83,758.17,606,429.07,403.39,537.72,582.94,-,580.79,624.97,706.13,768.19,759.12,759.12,510.82,-
19,Accrued Expenses,20.76,20.36,16.55,21.34,18.16,16.79,16.15,14.62,15.41,16.61,-,18.48,12,15.48,14.5,17.07,17.07,65.49,-
20,Short-Term Debt,485.93,380.86,277.41,207.33,215.1,200.3,129.51,176.34,296.85,436.52,-,373.33,332.16,221.75,191.22,153.3,153.3,107.08,-
21,Current Portion of Long-Term Debt,14.19,2.19,12.45,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,-,12.93,-,12.08,3,6.48,7.84,11.07,11.63,11.62,-,9.95,2.69,2.69,3.64,11.39,11.39,17.44,-
23,Current Income Taxes Payable,2.62,0.07,2.92,0.01,3.4,0.71,2.14,-,1.45,3.29,-,1.35,9.39,7.81,6.69,9.37,9.37,10.78,-
24,Current Unearned Revenue,3.08,0.94,-,-,2.18,2.03,0.94,0.76,-,-,-,-,-,-,-,2.03,2.03,2.03,-
25,Other Current Liabilities,1.37,1.16,5.1,4.35,6.02,22.84,7.12,3.17,26.28,7.9,-,6.4,11.35,1.19,16.65,1.69,1.69,3.09,-
26,Total Current Liabilities,1293,1059,1016,994.21,1006,855.14,592.78,609.36,889.35,1059,-,990.3,992.56,955.05,1001,953.98,953.98,716.72,-
27,Long-Term Debt,8.47,165.06,2.1,252.49,245.55,240.52,235.75,230.99,250.53,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,13.84,8.88,11.85,15.44,9.26,9.59,10.84,9.59,30.61,34.12,-,31.44,2.92,3.59,3.59,4.94,4.94,0.38,-
29,Long-Term Unearned Revenue,81.92,83.76,85.6,87.43,76.1,74.37,75.83,77.23,78.62,78.2,-,74.6,53.14,53.34,54.24,51.99,51.99,40.72,-
30,Long-Term Deferred Tax Liabilities,13.38,13.38,13.66,13.96,19.63,20.4,16.63,16.95,19.8,20.37,-,21.5,13.32,14.39,16.56,16.92,16.92,17.91,-
31,Other Long-Term Liabilities,15.81,1.14,256.77,1.05,-,1.4,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-
32,Total Liabilities,1426,1332,1386,1365,1357,1201,933.23,945.52,1269,1192,-,1118,1062,1026,1075,1028,1028,775.73,-
33,Common Stock,179.52,166.71,132,132,132,132,132,132,132,132,-,132,132,132,132,99,99,99,-
34,Additional Paid-In Capital,908.11,696.64,585.89,585.89,585.89,585.88,585.88,585.87,585.87,585.87,-,585.87,585.87,585.87,585.87,235.66,235.66,235.56,-
35,Retained Earnings,293.01,291.94,296.54,293.44,300.58,302.48,306.51,328.46,379.44,388.77,-,369.55,360.12,343.4,362.75,345.63,345.63,298.65,-
36,Comprehensive Income & Other,-0.05,66.6,109.46,109.38,109.39,109.4,109.37,109.38,85.3,-0.04,-,-0.05,-0.05,-0.05,-0.07,-0.06,-0.06,-0.13,-
37,Total Common Equity,1381,1222,1124,1121,1128,1130,1134,1156,1183,1107,1087,1087,1078,1061,1081,680.22,680.22,633.08,580.59
38,Minority Interest,2.87,2.78,3.2,3.46,4.28,4.73,5.32,5.64,6.3,6.6,-,6.89,-,-,-,-,-,-,-
39,Shareholders' Equity,1383,1225,1127,1124,1132,1134,1139,1161,1189,1113,1094,1094,1078,1061,1081,680.22,680.22,633.08,580.59
40,Total Liabilities & Equity,2810,2556,2513,2489,2489,2336,2072,2107,2458,2305,-,2212,2140,2088,2156,1708,1708,1409,-
41,Total Debt,522.44,569.92,303.8,487.61,472.91,456.89,383.94,428,589.62,482.26,414.72,414.72,337.77,228.03,198.45,169.63,169.63,124.9,136.73
42,Net Cash (Debt),-216.42,-331.25,-65.03,-284.92,-194.29,-118.18,-54.69,-82.54,-263.45,-347.87,-270.86,-270.86,-174.31,-16.33,240.31,-139.9,-139.9,-81.31,-62.13
43,Net Cash Per Share,-1.04,-1.99,-0.41,-1.96,-1.18,-0.75,-0.35,-0.51,-1.74,-2.06,-1.74,-1.67,-1.12,-0.11,1.87,-1.20,-1.19,-0.68,-0.52
44,Filing Date Shares Outstanding,179.52,166.71,158.4,158.4,158.4,158.4,158.4,158.4,158.4,158.4,155.3,158.4,158.4,158.4,158.4,158.4,158.4,118.8,118.4
45,Total Common Shares Outstanding,179.52,166.71,158.4,158.4,158.4,158.4,158.4,158.4,158.4,158.4,155.3,158.4,158.4,158.4,158.4,118.8,118.8,118.8,118.4
46,Working Capital,124.62,155.08,285.69,311.82,347.65,389.03,480.44,507.83,548.25,252.35,-,288.87,286.44,359.3,510.84,127.8,127.8,195.24,-
47,Book Value Per Share,7.69,6.93,6.40,6.38,6.43,6.44,6.47,6.61,7.47,6.99,6.86,6.86,6.81,6.70,6.82,5.73,5.73,5.33,4.89
48,Tangible Book Value,1312,1153,1054,1051,1057,1058,1064,1088,1115,1038,1019,1019,1009,991.64,1034,633.62,633.62,585.9,548.36
49,Tangible Book Value Per Share,7.31,6.52,5.96,5.94,5.98,5.99,6.03,6.18,7.04,6.55,6.43,6.43,6.37,6.26,6.53,5.33,5.33,4.93,4.62
50,Buildings,-,463.88,-,450.33,-,416.68,-,293.63,-,290.79,-,283.98,-,275.48,-,-,-,224.46,-
51,Machinery,-,756.43,-,740.18,-,702.84,-,672.12,-,621.87,-,489.98,-,372.89,-,-,-,288.41,-
52,Construction In Progress,-,318.44,-,181.76,-,86.29,-,140.01,-,124.47,-,135.45,-,84.87,-,-,-,18.52,-
