,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Other Long-Term Assets,46.95,47.57,48.41,48.83,49.46,49.76,50.01,50.63,51.25,51.87,52.49,53.11,53.73,54.35,54.97,55.59,-,56.83,-
19,Total Assets,1961,1896,1805,1793,1795,1586,1587,1538,1484,1424,1406,1361,1270,1261,1119,1100,-,550.8,-
20,Accounts Payable,286.97,279.48,226.37,232.79,226.6,156.47,174.43,179.42,144.06,131.73,143.16,151.53,103.17,101.05,97.68,72.83,-,60.55,-
21,Accrued Expenses,164.6,168.8,153.66,214.84,171.99,177.83,133.07,200.28,158.62,160.43,122.34,174.95,131.55,134.83,95.55,141.61,-,101.46,-
22,Short-Term Debt,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,Current Portion of Leases,10.98,11.64,13.6,12.56,7.43,8.05,9.12,9.01,9.5,9.48,8.11,6.3,-,-,-,-,-,-,-
24,Current Income Taxes Payable,35.85,14,38.89,12.5,21.68,10.91,35.14,13.62,39.72,11.14,37.63,14.96,27.61,13.26,26.36,13.14,-,12.65,-
25,Current Unearned Revenue,90.54,94.11,55.48,49.95,116.19,97.16,107.59,49.43,88.24,98,92.39,39.43,58.07,101.1,11.78,12.88,-,8.11,-
26,Other Current Liabilities,161.24,149.99,126.06,114.03,133.94,120.15,106.34,99.14,87.56,89.47,73.14,73.71,70.25,64.82,31.14,44.04,-,45.5,-
27,Total Current Liabilities,750.17,718.02,614.06,636.68,679.83,570.56,565.68,550.91,527.69,500.26,476.77,460.88,390.65,415.07,262.52,284.49,-,228.27,-
28,Long-Term Leases,19.4,15.89,19.23,21.48,19.98,12.9,13.78,14.56,15.93,10.88,12.67,15.54,23.55,19.89,15.79,-,-,-,-
29,Long-Term Unearned Revenue,3.03,3.29,3.55,3.81,4.15,4.32,4.58,4.84,5.1,5.36,5.62,5.88,5.79,6.05,6.66,6.92,-,7.44,-
30,Long-Term Deferred Tax Liabilities,2.7,2.4,2.47,2.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,775.3,739.6,639.3,664.83,703.96,587.79,584.05,570.31,548.72,516.5,495.06,482.3,420,441.01,284.97,291.41,-,235.71,-
32,Common Stock,169,169,169,169,169,169,169,169,169,169,130,130,130,130,100,100,-,75,-
33,Additional Paid-In Capital,390.62,390.62,390.62,390.62,390.62,390.62,390.62,390.62,390.62,390.62,429.62,429.62,429.62,429.62,459.62,459.62,-,52.05,-
34,Retained Earnings,514.72,490.41,504.11,470,433.02,409.27,416.16,383.65,352.57,326.85,333.08,301.43,274.42,245.45,251.53,226.76,-,171.53,-
35,Comprehensive Income & Other,-0.14,-0.05,-0.04,-0.07,-0.06,-0.06,-0.07,-0.06,-0.06,-0.08,-0.11,-0.1,-0.08,-0.08,-0.09,-0.08,-,0.03,-
36,Total Common Equity,1074,1050,1064,1030,992.58,968.83,975.71,943.2,912.13,886.39,892.59,860.95,833.96,804.99,811.06,786.31,-,298.61,254.53
37,Minority Interest,111.21,106.56,102,98.8,98.85,29.12,26.75,24.9,23.02,21.06,18.57,17.33,16.35,14.72,23.41,22.07,-,16.48,-
38,Shareholders' Equity,1185,1157,1166,1128,1091,997.96,1002,968.11,935.15,907.45,911.16,878.28,850.31,819.71,834.46,808.37,-,315.09,267.35
39,Total Liabilities & Equity,1961,1896,1805,1793,1795,1586,1587,1538,1484,1424,1406,1361,1270,1261,1119,1100,-,550.8,-
40,Total Debt,30.38,27.52,32.82,34.04,29.41,20.94,22.9,23.57,25.43,20.36,20.77,21.84,23.55,19.89,15.79,-,-,-,-
41,Net Cash (Debt),646.75,1040,459.27,1089,714.42,947.58,774.56,907.92,819.79,871.27,875.81,821.88,697.63,784.76,667.89,717.24,-,202.84,179.14
42,Net Cash Growth,-9.47%,9.71%,-40.71%,19.96%,-12.85%,8.76%,-11.56%,10.47%,17.51%,11.02%,31.13%,14.59%,-,286.88%,272.84%,-,-,-,-
43,Net Cash Per Share,3.84,6.18,2.69,6.41,4.13,5.64,4.66,5.53,4.93,5.00,5.26,4.73,4.13,4.65,3.95,5.66,-,1.60,1.41
44,Filing Date Shares Outstanding,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,126.74,126.75,126.72
45,Total Common Shares Outstanding,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,126.74,126.75,126.72
46,Working Capital,1034,1002,1013,976.02,944.41,907.2,912.65,876.05,847.11,819.02,825.77,794.67,781.92,744.09,761.54,732.61,-,242.69,-
47,Book Value Per Share,6.36,6.21,6.29,6.09,5.87,5.73,5.77,5.58,5.40,5.24,5.28,5.09,4.93,4.76,4.80,4.65,-,2.36,2.01
48,Tangible Book Value,1045,1021,1038,1003,970.73,964.2,971.29,939.04,908.35,883.57,889.75,858.58,833.1,804.05,810.25,785.39,-,298.36,254.43
49,Tangible Book Value Per Share,6.19,6.04,6.14,5.94,5.74,5.71,5.75,5.56,5.37,5.23,5.26,5.08,4.93,4.76,4.79,4.65,-,2.35,2.01
50,Buildings,-,20.48,-,20.48,-,1.61,-,2.13,-,2.13,-,2.13,-,2.13,-,1.96,-,1.96,-
51,Machinery,-,116.79,-,114.68,-,34.95,-,32.91,-,28.6,-,25.79,-,19.12,-,16.86,-,15.35,-
