,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,47.7,37.21,41.69,40.5,37.64,38.28,33.19,38.89,36.2,31.27,25.68,51.34,36.08,32.35,25.87,38.53,18.94,19.34,18.81
10,Operating Income,29.8,32.5,42.1,39.06,37.11,30.64,41.93,40.17,30.62,34.17,37.49,34.51,32.92,32.78,37.41,33.98,38.53,37.45,24.61
11,Interest Expense,-0.17,-0.19,-0.19,-0.54,-0.23,-0.24,-0.24,-0.34,-0.29,-0.53,-0.07,-0.49,-0.28,-0.43,-,-,-,-,-
12,Interest & Investment Income,5.29,3.04,5.09,9.79,3.29,3.3,3.91,6.34,7.65,3.06,4.45,2.74,8.6,2.36,1.11,2.4,1.19,0.67,0.13
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.59,-0.59
14,Currency Exchange Gain (Loss),-,-,-,-,0,-0,-,-0.01,0.01,-0.01,-,-0,-0.01,0.01,-,0.07,-0.01,0.01,-
15,Other Non Operating Income (Expenses),0.86,-1.5,-0.28,-3.31,1.24,-2.04,-0.51,-2.03,-0.3,0.49,-0.54,-1.24,-0.4,-0.5,0.23,-0.56,-0.09,-0.09,-0.23
16,EBT Excluding Unusual Items,35.78,33.85,46.72,45,41.42,31.66,45.09,44.12,37.69,37.19,41.33,35.52,40.83,34.21,38.75,35.89,39.62,38.63,23.92
17,Gain (Loss) on Sale of Investments,1.39,2.85,1.32,-2.41,-0.62,2.06,1.03,-0.02,-1.94,1.29,1.61,2.48,-2.72,4.05,-0.24,-,-,-,-
18,Gain (Loss) on Sale of Assets,0.1,0.11,-,0.01,0.16,-0.01,0.01,0.03,0.06,-0,-,-0,0.03,-,0.01,-,-,-,-
19,Asset Writedown,-0.06,0.06,-,-0.01,0.01,-0.01,-,-0.01,-,-,-,-0,0,-0,-,0.07,0.07,-0.07,-
20,Other Unusual Items,-1.87,1.65,0.07,8.38,-5,5,-,-,0,-0,-,2.76,-0.04,0.04,-,5.42,-,-,-
21,Pretax Income,35.35,38.51,48.11,50.98,35.96,38.71,46.12,44.12,35.82,38.47,42.94,40.76,38.1,38.3,38.52,41.38,39.69,38.56,23.92
22,Income Tax Expense,6.39,11.18,10.79,12.59,9.04,9.43,11.01,11.79,8.14,9.71,10.05,12.76,7.51,8.44,9.73,10.63,9.31,8.92,6.34
23,Earnings From Continuing Operations,28.96,27.32,37.32,38.39,26.91,29.28,35.11,32.33,27.68,28.76,32.89,28,30.59,29.86,28.79,30.75,30.38,29.64,17.58
24,Minority Interest in Earnings,-4.65,-3.85,-3.2,-2.14,-3.16,-2.37,-1.87,-1.87,-1.96,-2.49,-1.24,-0.98,-1.63,-0.94,-1.34,-4.29,-1.61,-1.87,-1.28
25,Net Income,24.31,23.47,34.12,36.25,23.75,26.91,33.24,30.46,25.72,26.27,31.64,27.02,28.96,28.92,27.45,26.46,28.77,27.78,16.3
26,Net Income to Common,24.31,23.47,34.12,36.25,23.75,26.91,33.24,30.46,25.72,26.27,31.64,27.02,28.96,28.92,27.45,26.46,28.77,27.78,16.3
27,Net Income Growth,2.35%,-12.76%,2.65%,19.01%,-7.65%,2.42%,5.04%,12.74%,-11.19%,-9.16%,15.28%,2.09%,0.67%,4.13%,68.43%,-,-,-,-
28,Shares Outstanding (Basic),168,168,171,170,173,168,166,164,166,174,167,174,169,169,169,127,127,127,127
29,Shares Outstanding (Diluted),168,168,171,170,173,168,166,164,166,174,167,174,169,169,169,127,127,127,127
30,Shares Change (YoY),-2.69%,0.14%,2.65%,3.47%,3.96%,-3.55%,-0.21%,-5.59%,-1.64%,3.08%,-1.47%,37.19%,33.41%,33.25%,33.37%,-,-,-,-
31,EPS (Basic),0.14,0.14,0.20,0.21,0.14,0.16,0.20,0.19,0.15,0.15,0.19,0.16,0.17,0.17,0.16,0.21,0.23,0.22,0.13
32,EPS (Diluted),0.14,0.14,0.20,0.21,0.14,0.16,0.20,0.19,0.15,0.15,0.19,0.16,0.17,0.17,0.16,0.21,0.23,0.22,0.13
33,EPS Growth,5.17%,-12.88%,0%,15.02%,-11.17%,6.19%,5.26%,19.42%,-9.72%,-11.87%,17.00%,-25.59%,-24.54%,-21.85%,26.28%,-,-,-,-
34,Free Cash Flow,51.03,46.33,-54.7,88.04,42.45,62.21,5.35,16.89,23.88,7.25,69.86,79.51,-42.95,152.8,-29.48,41.88,33.27,66.07,-42.89
35,Free Cash Flow Per Share,0.30,0.28,-0.32,0.52,0.25,0.37,0.03,0.10,0.14,0.04,0.42,0.46,-0.25,0.90,-0.17,0.33,0.26,0.52,-0.34
36,Dividend Per Share,-,-,-,0.220,-,-,-,0.200,-,-,-,0.192,-,-,-,0.207,-,-,-
37,Dividend Growth,-,-,-,10.00%,-,-,-,4.00%,-,-,-,-7.15%,-,-,-,-,-,-,-
38,Gross Margin,10.50%,9.84%,13.16%,12.72%,10.81%,11.85%,13.68%,14.52%,12.70%,13.58%,13.95%,18.30%,15.35%,16.71%,16.52%,21.36%,20.45%,21.91%,18.97%
39,Operating Margin,4.04%,4.59%,6.61%,6.25%,5.36%,5.27%,7.64%,7.38%,5.82%,7.09%,8.28%,7.36%,7.32%,8.41%,9.77%,10.01%,13.71%,14.45%,10.75%
40,Profit Margin,3.29%,3.31%,5.36%,5.80%,3.43%,4.63%,6.05%,5.59%,4.89%,5.45%,6.99%,5.76%,6.44%,7.42%,7.17%,7.79%,10.24%,10.72%,7.12%
41,Free Cash Flow Margin,6.91%,6.54%,-8.59%,14.08%,6.14%,10.70%,0.97%,3.10%,4.54%,1.50%,15.42%,16.95%,-9.56%,39.21%,-7.70%,12.33%,11.84%,25.49%,-18.74%
42,EBITDA,33.28,36.73,45.57,42.53,39.26,32.52,44.08,42.32,32.25,36.22,39.11,36.14,34.26,34.3,38.75,35.32,39.73,38.73,25.8
43,EBITDA Margin,4.51%,5.18%,7.16%,6.80%,5.68%,5.59%,8.03%,7.77%,6.13%,7.52%,8.64%,7.71%,7.62%,8.80%,10.12%,10.40%,14.14%,14.94%,11.27%
44,D&A For EBITDA,3.47,4.22,3.47,3.47,2.15,1.89,2.15,2.15,1.63,2.05,1.63,1.63,1.34,1.52,1.34,1.34,1.19,1.29,1.19
45,EBIT,29.8,32.5,42.1,39.06,37.11,30.64,41.93,40.17,30.62,34.17,37.49,34.51,32.92,32.78,37.41,33.98,38.53,37.45,24.61
46,EBIT Margin,4.04%,4.59%,6.61%,6.25%,5.36%,5.27%,7.64%,7.38%,5.82%,7.09%,8.28%,7.36%,7.32%,8.41%,9.77%,10.01%,13.71%,14.45%,10.75%
47,Effective Tax Rate,18.07%,29.04%,22.43%,24.70%,25.15%,24.35%,23.88%,26.73%,22.72%,25.24%,23.41%,31.31%,19.70%,22.04%,25.25%,25.69%,23.47%,23.13%,26.50%
48,Revenue as Reported,2083,-,636.54,625.39,1822,-,549,544.67,526.21,481.75,452.95,469.01,449.43,389.66,383.01,339.55,281.04,259.18,228.89
