,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Long-Term Investments,14.27,14.53,13.46,2.46,2.28,2.28,2.35,2.35,2.51,2.51,2.69,2.69,3,3,2.4,2.4,-,0.9,-
12,Goodwill,272.89,272.89,272.89,272.89,274.12,274.12,83.01,83.01,83.01,83.01,83.01,83.01,83.01,83.01,83.01,83.01,-,83.01,-
13,Other Intangible Assets,26.62,27.82,29.01,30.21,29.99,30.44,15.25,16,16.4,15.34,16.07,16.79,16.9,15.94,15.95,16.56,-,16.81,-
14,Long-Term Accounts Receivable,4.06,4.37,4.2,3.97,3.06,2.34,1.9,3,16.18,3.86,4.31,4.38,4.05,4.46,4.01,3.84,-,5.28,-
15,Long-Term Deferred Tax Assets,45.09,41.75,33.74,28.39,27.21,21.74,10.1,10.21,11.45,10.17,10.22,8.91,7.07,7.14,7.07,7.37,-,7.9,-
16,Long-Term Deferred Charges,2,2.11,2.57,2.47,1.84,1.35,1.45,1.63,1.79,1.97,2.15,2.34,2.45,2.64,2.8,2.91,-,1.99,-
17,Other Long-Term Assets,-,-,-,-,-,-,-,-,-,4.44,-,-,-,4.37,4.44,4.46,-,4.5,-
18,Total Assets,1486,1515,1520,1586,1565,1582,1257,1329,1220,1179,1159,1209,1105,1121,551.55,589.82,-,478.48,-
19,Accounts Payable,48.63,44.28,56.21,66.31,67.03,63.17,51.29,71.86,74.12,55.5,49.37,63.24,41.49,20.05,52.81,70.39,-,25.46,-
20,Accrued Expenses,16.75,54.87,39.05,74.11,22.01,46.87,39.33,70.88,19.37,49.09,38.85,64.51,16.25,39.38,29.81,48.35,-,49.27,-
21,Short-Term Debt,20.5,20.5,-,-,25.69,25.69,-,4.19,36.2,35.16,-,14.93,-,-,-,-,-,-,-
22,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,9.55,10.51,-,-,-,0.71,-
23,Current Portion of Leases,4.34,3.87,3.15,4.44,3.9,2.46,1.68,2.21,3.51,4.23,4.34,4.26,-,-,-,-,-,-,-
24,Current Income Taxes Payable,14.65,-,10.68,2.08,16.08,-0.19,13.74,3.95,14.28,0.44,14.39,9.21,8.43,1.01,4.13,7.58,-,0.35,-
25,Current Unearned Revenue,45.34,39.05,40.83,28.31,31.75,35.03,8.87,10.34,23.06,17.32,12.66,12.96,17.57,22.43,34.04,23.98,-,21.18,-
26,Other Current Liabilities,2.48,7.02,0.7,0.62,2.03,53.19,2.3,0.82,0.79,2.3,4.78,3.31,2.12,37.63,1.14,0.63,-,38.39,-
27,Total Current Liabilities,152.69,169.6,150.63,175.86,168.49,226.22,117.2,164.26,171.34,164.04,124.4,172.43,95.41,131,121.93,150.92,-,135.36,-
28,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.88,-
29,Long-Term Leases,2.17,2.45,3.05,2.52,2.94,2.71,1.68,1.54,2.53,1.65,0.39,3.23,2,2.77,-,-,-,-,-
30,Long-Term Unearned Revenue,5.8,5.89,7.85,6.08,10.63,8.89,7.59,5.86,6.76,4.97,6.16,4.5,7.03,4.99,2.64,8.49,-,14.38,-
31,Long-Term Deferred Tax Liabilities,3.11,3.33,4.45,3.64,6.4,6.72,4.19,4.29,1.62,1.71,1.97,2.07,2.41,2.45,2.36,2.48,-,2.74,-
32,Total Liabilities,163.77,181.28,165.97,188.1,188.46,244.54,130.65,175.95,182.25,172.37,132.92,182.23,106.86,141.21,126.92,161.89,-,158.35,-
33,Common Stock,317.15,215.01,215.01,215.01,215.01,144.51,137.83,137.83,137.83,137.83,93.13,93.13,93.13,93.13,69.85,69.85,-,69.85,-
34,Additional Paid-In Capital,662.82,762.9,760.8,758.7,762.68,812.46,574.61,568.46,561.51,559.4,604.13,604.13,681.91,681.91,143.1,143.1,-,143.24,-
35,Retained Earnings,349.6,365.15,375.24,405.01,381.54,366,413.96,446.53,337.03,307.9,327.61,329.17,224.57,204.37,209.71,209.97,-,107.68,-
36,Treasury Stock,-30.2,-30.2,-17.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,1299,1313,1333,1379,1359,1323,1126,1153,1036,1005,1025,1026,999.61,979.41,422.66,422.92,-,320.77,347.63
38,Minority Interest,22.96,21.25,20.87,18.74,17.71,14.12,-,-,1.01,1.16,1.08,-,-1.34,0.36,1.96,5,-,-0.64,-
39,Shareholders' Equity,1322,1334,1354,1397,1377,1337,1126,1153,1037,1006,1026,1026,998.27,979.77,424.62,427.92,-,320.13,348.42
40,Total Liabilities & Equity,1486,1515,1520,1586,1565,1582,1257,1329,1220,1179,1159,1209,1105,1121,551.55,589.82,-,478.48,-
41,Total Debt,27.01,26.82,6.2,6.96,32.53,30.86,3.36,7.95,42.24,41.05,4.74,22.42,11.56,13.27,-,-,-,6.59,6.94
42,Net Cash (Debt),24.3,76.94,123.59,191.81,86.77,143.56,156.66,203.3,95.99,148.37,222.78,257.26,587.27,629.86,137.88,165.69,-,81.59,141.41
43,Net Cash Growth,-71.99%,-46.40%,-21.11%,-5.65%,-9.60%,-3.25%,-29.68%,-20.97%,-83.66%,-76.44%,61.57%,55.27%,-,671.97%,-2.50%,-,-,-,-
44,Net Cash Per Share,0.08,0.24,0.39,0.60,0.27,0.47,0.52,28.41,0.13,0.49,0.74,0.85,2.91,1.71,0.59,0.73,-,0.36,0.62
45,Filing Date Shares Outstanding,314.96,314.96,316.25,315.36,318.21,316.52,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,226.43,301.9,225.33,226.43,226.64
46,Total Common Shares Outstanding,314.96,314.96,316.25,318.21,318.21,316.52,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,226.43,226.43,225.33,226.43,226.64
47,Working Capital,496.07,504.2,529.16,576.77,560.19,521.02,520.1,536.93,461.27,436.25,456.07,452.55,835.39,806.4,266.68,273.61,-,179.48,-
48,Book Value Per Share,4.13,4.17,4.22,4.33,4.27,4.18,3.73,3.82,3.43,3.33,3.39,3.40,3.31,3.24,1.87,1.87,-,1.42,1.54
49,Tangible Book Value,999.87,1012,1031,1076,1055,1018,1028,1054,936.95,906.78,925.78,926.63,899.7,880.46,323.7,323.35,-,220.94,246.52
50,Tangible Book Value Per Share,3.17,3.21,3.26,3.38,3.32,3.22,3.41,3.49,3.10,3.00,3.07,3.07,2.98,2.92,1.43,1.43,-,0.98,1.09
51,Buildings,-,458.9,-,458.9,-,457.74,-,456.52,-,439.98,-,438.53,-,33.35,-,33.34,-,33.34,-
52,Machinery,-,107.05,-,106.87,-,110.06,-,104.15,-,53.39,-,54.81,-,48.66,-,42.38,-,37.72,-
