,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,EV/Sales Ratio,5.95,5.52,4.33,5.44,7.58,7.24,8.62,11.48,11.75,8.41,8.06,8.85,10.00,8.34,10.47,-,-,-,-,-
12,EV/EBITDA Ratio,932.47,-,-,-,164.86,44.19,47.38,-,44.44,29.67,28.68,-,34.41,28.12,33.32,-,-,-,-,-
13,EV/EBIT Ratio,-,-,-,-,-1541.57,56.72,-,-,48.88,32.22,31.34,-,36.89,30.32,35.52,-,-,-,-,-
14,EV/FCF Ratio,-673.65,-,-,-,135.80,-,-,-,-46659.47,-,-,-,-,-,-,-,-,-,-,-
15,Debt / Equity Ratio,0.02,0.02,0.02,0.00,0.00,0.02,0.02,0.00,0.01,0.04,0.04,0.00,0.02,0.01,0.01,-,-,-,0.02,0.02
16,Debt / EBITDA Ratio,3.42,-,-,-,0.06,0.33,1.13,-,0.02,0.32,0.28,-,0.05,0.14,0.10,-,-,-,0.14,-
17,Debt / FCF Ratio,-,-,-,-,0.23,-,-,-,-47.95,-,-,-,-,-,-,-,-,-,-0.26,-
18,Asset Turnover,0.31,0.30,0.18,0.52,0.42,0.36,0.16,1.09,0.47,0.36,0.22,0.92,0.38,0.50,0.34,-,-,-,-,
19,Inventory Turnover,1.35,1.02,1.27,0.67,2.59,1.53,1.65,0.67,4.44,1.42,1.30,0.97,4.04,1.64,1.55,0.72,-,-,-,-
20,Quick Ratio,3.22,3.22,3.17,3.60,3.55,3.51,2.70,4.48,3.72,2.78,2.78,3.67,3.23,8.37,6.40,2.39,2.32,-,1.77,-
21,Current Ratio,4.25,4.25,3.97,4.51,4.28,4.32,3.30,5.44,4.27,3.69,3.66,4.67,3.62,9.76,7.16,3.19,2.81,-,2.33,-
22,Return on Equity (ROE),-4.17%,-0.99%,-8.03%,6.97%,5.64%,1.84%,-11.43%,39.97%,11.34%,10.52%,-0.62%,40.57%,7.48%,15.94%,-3.09%,-,-,12.79%,-,
23,Return on Assets (ROA),-1.99%,-2.03%,-5.00%,2.49%,3.04%,-0.68%,-6.51%,20.87%,6.26%,5.22%,-0.56%,21.38%,4.16%,8.26%,-1.27%,-,-,-,-,
24,Return on Capital (ROIC),-2.20%,-2.27%,-5.61%,2.78%,3.44%,-0.77%,-7.35%,23.74%,7.06%,5.87%,-0.64%,24.03%,4.62%,9.75%,-1.70%,-,-,6.55%,-,
25,Return on Capital Employed (ROCE),-,-,-,-,-0.19%,6.30%,-,-,13.58%,14.38%,13.72%,-,13.72%,12.97%,13.45%,-,25.14%,-,0.56%,-
26,Earnings Yield,-0.85%,-0.90%,0.22%,0.44%,0.27%,1.90%,1.88%,1.77%,2.09%,3.18%,3.27%,2.85%,2.64%,2.89%,2.70%,-,-,-,-,-
27,FCF Yield,-0.15%,-0.16%,0.84%,1.20%,0.72%,0.56%,-0.03%,-0.15%,-0.00%,-7.37%,-7.34%,-6.79%,-6.09%,0.29%,0.92%,-,-,-,-,-
28,Dividend Yield,0.20%,-,-,-,0.15%,-,-,-,0.65%,-,-,-,0.82%,-,-,-,-,-,-,-
29,Payout Ratio,0.00%,-,-,-,11.43%,323.75%,0.25%,-,1.86%,-,167.04%,-,0.38%,172.84%,-,-,4.99%,163.35%,0.15%,-
30,Buyback Yield / Dilution,-35.27%,4.22%,-5.00%,-5.46%,-4371.85%,54.83%,0.16%,-0.30%,97.63%,-257.67%,17.89%,-28.26%,-33.33%,10.36%,-62.07%,-3.54%,-,-,-,-
31,Total Shareholder Return,-35.06%,4.22%,-5.00%,-5.46%,-4371.69%,54.83%,0.16%,-0.30%,98.28%,-257.67%,17.89%,-28.26%,-32.51%,10.36%,-62.07%,-3.54%,-,-,-,-
