,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,95.93,90.04,83.46,120.46,100.67,87.26,71.66,132.21,72.7,53.78,49.21,94.06,53.69,47.48,38.48,60.67,37.35,46.28,34.37
10,Operating Income,-11.94,-12.33,-31.04,15.67,19.14,-3.86,-33.65,106.38,30.05,24.4,-2.67,98.96,18.51,27.64,-2.9,87.74,20.68,8.94,-7.02
11,Interest Expense,-0.07,-0.08,-0.06,-0.08,-0.09,-0.28,-0.06,-0.28,-0.1,-0.43,-0.15,-0.15,-0.18,-0.24,-,-0.04,-0.11,-0.13,-0.14
12,Interest & Investment Income,0.07,0.21,0.48,0.19,0.62,0.67,0.68,0.33,0.36,0.38,0.57,3.52,2.18,1.12,0.55,0.18,0.09,0.97,0.26
13,Currency Exchange Gain (Loss),-0.12,0.12,-,0.31,-0.39,0.39,-,0.3,-0.06,0.06,-,0.17,-0.18,0.18,-,0.22,0.26,-0.26,-
14,Other Non Operating Income (Expenses),-0.21,-0.16,-0.01,-0.12,0.03,0.09,-0.12,1.91,1.15,2.51,-0.02,-0.03,0.29,-0.12,-0.28,-0.07,0.06,0.1,-0.2
15,EBT Excluding Unusual Items,-12.28,-12.25,-30.63,15.97,19.3,-2.99,-33.15,108.65,31.4,26.91,-2.26,102.48,20.61,28.57,-2.63,88.03,20.97,9.63,-7.1
16,Gain (Loss) on Sale of Investments,-0.17,-0.03,-,0.21,0,-0.2,-,0.16,0.03,0.61,0.92,-0.61,0.92,0.4,-,0.14,0.12,-0.28,-
17,Gain (Loss) on Sale of Assets,-0,0,0,-0.08,0,0,0,-0.09,-,-,-,0,0.73,-,-,0.01,-0,-0,-
18,Asset Writedown,-3.97,1.54,-1.56,3.6,-3.66,0.15,-0.54,0.96,-0.85,-0.39,0.32,0.64,-0.83,0.27,-0.3,3.48,-3.37,0.01,-
19,Other Unusual Items,-0.99,0.99,-,2.01,0.01,-0.01,-,6.62,-0,0,-,7.97,-0.07,0.07,-,7.91,-0,0,-
20,Pretax Income,-17.4,-9.75,-32.18,21.71,15.66,-3.04,-33.69,116.29,30.58,27.13,-1.03,110.48,21.37,29.31,-2.93,99.57,17.73,9.35,-7.1
21,Income Tax Expense,-3.55,-6.43,-4.55,-2.46,-3.47,-8.72,-1.12,6.87,1.6,0.42,0.58,7.8,2.88,1.33,0.36,10.36,-0.65,-1.34,-
22,Earnings From Continuing Operations,-13.85,-3.33,-27.63,24.17,19.13,5.68,-32.57,109.42,28.98,26.71,-1.6,102.68,18.5,27.98,-3.3,89.22,18.38,10.69,-7.1
23,Minority Interest in Earnings,-1.7,-0.38,-2.13,-0.69,-3.59,-0.9,-,0.08,0.15,0.15,0.04,1.92,1.71,1.6,3.04,-5.83,0.52,1.67,-0.24
24,Net Income,-15.55,-3.71,-29.77,23.47,15.54,4.78,-32.57,109.51,29.12,26.86,-1.57,104.6,20.21,29.58,-0.26,83.39,18.9,12.36,-7.34
25,Net Income to Common,-15.55,-3.71,-29.77,23.47,15.54,4.78,-32.57,109.51,29.12,26.86,-1.57,104.6,20.21,29.58,-0.26,83.39,18.9,12.36,-7.34
26,Net Income Growth,-,-,-,-78.56%,-46.64%,-82.20%,-,4.69%,44.12%,-9.20%,-,25.43%,6.91%,139.31%,-,-,-,-,-
27,Shares Outstanding (Basic),313,317,318,320,326,302,302,7,597,303,301,302,202,369,235,226,225,227,227
28,Shares Outstanding (Diluted),313,317,318,320,326,302,302,7,722,303,301,302,202,369,235,226,225,227,227
29,Shares Change (YoY),-4.22%,5.00%,5.46%,4371.85%,-54.83%,-0.16%,0.30%,-97.63%,257.67%,-17.89%,28.26%,33.33%,-10.36%,62.07%,3.54%,-,-,-,-
30,EPS (Basic),-0.05,-0.01,-0.09,0.07,0.05,0.02,-0.11,15.30,0.05,0.09,-0.01,0.35,0.10,0.08,-0.00,0.37,0.08,0.05,-0.03
31,EPS (Diluted),-0.05,-0.01,-0.09,0.07,0.05,0.02,-0.11,15.30,0.04,0.09,-0.01,0.35,0.10,0.08,-0.00,0.37,0.08,0.05,-0.03
32,EPS Growth,-,-,-,-99.52%,18.14%,-82.17%,-,4314.02%,-59.70%,10.58%,-,-5.92%,19.27%,47.65%,-,-,-,-,-
33,Free Cash Flow,-44.48,-30.36,-39.85,110.21,-18.83,-13.46,-47.28,108.25,-49.47,-22.64,-36.31,-260.6,-17.06,-50.5,-27.41,108.43,14.22,21.38,-46.44
34,Free Cash Flow Per Share,-0.14,-0.10,-0.13,0.34,-0.06,-0.04,-0.16,15.13,-0.07,-0.07,-0.12,-0.86,-0.08,-0.14,-0.12,0.48,0.06,0.09,-0.20
35,Dividend Per Share,-,-,-,0.020,-,-,-,0.167,-,-,-,0.154,-,-,-,0.116,-,-,-
36,Dividend Growth,-,-,-,-87.82%,-,-,-,7.97%,-,-,-,33.36%,-,-,-,-,-,-,-
37,Gross Margin,73.36%,67.55%,74.24%,65.90%,72.71%,66.08%,73.57%,68.78%,73.05%,73.37%,72.70%,72.41%,69.18%,71.54%,73.10%,68.07%,72.43%,68.29%,73.35%
38,Operating Margin,-10.43%,-10.72%,-43.96%,7.59%,11.61%,-3.06%,-65.13%,30.67%,21.36%,22.90%,-4.17%,37.12%,17.73%,26.32%,-5.96%,40.24%,25.81%,11.06%,-18.82%
39,Profit Margin,-13.59%,-3.22%,-42.16%,11.36%,9.43%,3.79%,-63.04%,31.57%,20.71%,25.21%,-2.44%,39.24%,19.36%,28.17%,-0.53%,38.25%,23.59%,15.29%,-19.69%
40,Free Cash Flow Margin,-38.85%,-26.39%,-56.43%,53.35%,-11.43%,-10.66%,-91.50%,31.21%,-35.17%,-21.24%,-56.73%,-97.76%,-16.35%,-48.09%,-56.33%,49.73%,17.75%,26.45%,-124.54%
41,EBITDA,-3.52,-4.37,-22.62,24.1,24.57,4.79,-28.22,111.82,32.63,29.61,-0.09,101.54,21.07,30.18,-0.34,90.3,21.82,11.66,-5.88
42,EBITDA Margin,-3.08%,-3.80%,-32.03%,11.66%,14.91%,3.80%,-54.61%,32.24%,23.20%,27.79%,-0.14%,38.09%,20.19%,28.74%,-0.70%,41.41%,27.23%,14.42%,-15.77%
43,D&A For EBITDA,8.42,7.96,8.42,8.42,5.44,8.65,5.44,5.44,2.58,5.22,2.58,2.58,2.56,2.54,2.56,2.56,1.14,2.71,1.14
44,EBIT,-11.94,-12.33,-31.04,15.67,19.14,-3.86,-33.65,106.38,30.05,24.4,-2.67,98.96,18.51,27.64,-2.9,87.74,20.68,8.94,-7.02
45,EBIT Margin,-10.43%,-10.72%,-43.96%,7.59%,11.61%,-3.06%,-65.13%,30.67%,21.36%,22.90%,-4.17%,37.12%,17.73%,26.32%,-5.96%,40.24%,25.81%,11.06%,-18.82%
46,Effective Tax Rate,-,-,-,-,-,-,-,5.91%,5.25%,1.54%,-,7.06%,13.45%,4.54%,-,10.40%,-,-,-
47,Revenue as Reported,114.48,115.04,70.61,206.57,164.77,126.21,51.67,346.86,140.65,106.56,64.01,266.57,104.36,105.01,48.67,218.03,80.12,80.86,37.29
