,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2019
18,Accounts Payable,210.15,147.25,138.05,229.44,284.12,282.59,266.1,361.78,350.54,269.46,246,339.71,335.54,274.55,240.76,304.83,267.64,-,-,186.78
19,Accrued Expenses,24.94,47.71,51.86,58.31,23.11,59.7,13.85,82.55,26.12,40.48,14.74,80.58,20.83,35.09,10.59,83.27,50.3,-,-,22.92
20,Short-Term Debt,249.06,149.75,255.66,553.84,743.48,723.31,651.6,555.1,238.55,30,-,-,-,-,-,-,-,-,-,-
21,Current Portion of Leases,4.75,4.55,0.31,1.3,2.22,2.97,2.76,3.69,3.48,3.45,3.39,3.26,-,-,-,-,-,-,-,-
22,Current Income Taxes Payable,26.03,10.49,-,29.94,34.26,26.46,31.92,16.41,7.15,1.21,6.24,11.04,4.04,1.54,10,20.24,16.93,-,-,16.62
23,Current Unearned Revenue,12.14,9.22,10.26,10.97,14.79,13.36,14.52,14.52,11.99,19.76,18.56,13.4,13.63,12.83,24.07,15.5,10.5,-,-,-
24,Other Current Liabilities,36.22,5.63,22.85,5.47,37.95,8.21,42.42,6,54.5,27.7,46.2,5.25,78.04,29.9,57.32,5.43,24.39,-,-,21.46
25,Total Current Liabilities,563.29,374.62,478.99,889.26,1140,1117,1023,1040,692.34,392.06,335.12,453.25,452.08,353.91,342.74,429.27,369.75,-,-,247.78
26,Long-Term Leases,2.04,3.13,0.44,0.49,0.51,0.13,0.94,0.95,1.81,2.63,3.36,4.23,8.42,9.08,9.93,0.03,0.03,-,-,0.05
27,Long-Term Unearned Revenue,14.51,8.66,9.01,6.76,1.79,1.08,1.12,1.16,1.2,1.25,1.29,1.33,1.37,1.41,1.45,1.49,-,-,-,-
28,Long-Term Deferred Tax Liabilities,57.72,60.3,52.45,57.76,55.04,51.99,50.99,47.37,42.46,38.03,34.54,33.69,30.7,27.13,20.36,12.07,9.86,-,-,-
29,Total Liabilities,637.57,446.71,540.89,954.27,1197,1170,1076,1090,737.81,433.97,374.31,492.49,492.57,391.53,374.47,442.86,379.65,-,-,247.83
30,Common Stock,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,360,360,360,-,-,360
31,Additional Paid-In Capital,795.2,795.2,794.41,794.41,793.42,793.42,793.42,793.29,793.29,793.29,793.29,795.14,795.14,795.14,434.4,434.4,434.4,-,-,434.4
32,Retained Earnings,1024,1010,1098,1052,1000,929.7,893.4,830.16,775.23,748.39,780,762.78,722.59,684.06,668.51,612.68,539.05,-,-,183.84
33,Treasury Stock,-60.88,-59.74,-16.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-2.85,-3.46,-2.09,-2.12,-2.65,-1.88,-1.87,-1.91,-4.84,-4.32,-1.96,-3.57,-1.85,-1.82,-2.06,-1.85,-1.8,-,-,-0.5
35,Total Common Equity,2155,2142,2273,2244,2191,2121,2085,2022,1964,1937,1971,1954,1916,1877,1461,1405,1332,-,-,977.75
36,Minority Interest,3.73,2.32,2.04,1.4,1.97,2.7,2.52,-,-,-,-,0.9,1.01,1.15,1.22,-,-,-,-,-
37,Shareholders' Equity,2159,2145,2275,2246,2193,2124,2087,2022,1964,1937,1971,1955,1917,1879,1462,1405,1332,-,-,977.75
38,Total Liabilities & Equity,2796,2592,2816,3200,3390,3294,3164,3111,2702,2371,2346,2448,2409,2270,1837,1848,1711,-,-,1226
39,Total Debt,255.86,157.44,256.42,555.63,746.22,726.41,655.3,559.73,243.84,36.08,6.75,7.49,8.42,9.08,9.93,0.03,0.03,-,-,0.05
40,Net Cash (Debt),816.52,771.61,916.56,858.07,828.29,795.98,776.22,768.66,826.71,849.35,859.27,885.11,913.4,892.86,552.45,637.12,611.96,-,-,539.93
41,Net Cash Growth,-1.42%,-3.06%,18.08%,11.63%,0.19%,-6.28%,-9.67%,-13.16%,-9.49%,-4.87%,55.54%,38.92%,49.26%,-,-,18.00%,-,-,-,-
42,Net Cash Per Share,2.24,1.92,2.21,2.03,2.12,1.98,1.96,2.01,2.24,2.07,2.00,2.20,2.37,2.21,1.56,1.71,1.71,-,-,1.47
43,Filing Date Shares Outstanding,395.43,395.54,398.75,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,360,360,353.05,356.74,360
44,Total Common Shares Outstanding,395.43,395.54,398.75,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,360,360,360,353.05,356.74,360
45,Working Capital,1209,1196,1294,1268,1247,1171,1161,1114,1111,1104,1132,1145,1185,1164,789.44,741.42,720.46,-,-,611.35
46,Book Value Per Share,5.45,5.42,5.70,5.61,5.48,5.30,5.21,5.05,4.91,4.84,4.93,4.89,4.79,4.69,4.06,3.90,3.70,-,-,2.72
47,Tangible Book Value,2104,2091,2221,2191,2137,2067,2030,1966,1908,1882,1915,1898,1859,1820,1403,1347,1274,-,-,935.89
48,Tangible Book Value Per Share,5.32,5.29,5.57,5.48,5.34,5.17,5.07,4.92,4.77,4.70,4.79,4.74,4.65,4.55,3.90,3.74,3.54,-,-,2.60
49,Buildings,-,398.43,-,442.62,-,438.04,-,372.24,-,371.91,-,365.08,-,315.59,-,292.47,233.73,-,-,163.31
50,Machinery,-,611.71,-,604.83,-,578.31,-,572.04,-,515.54,-,468.93,-,406.78,-,394.75,310.21,-,-,170.9
51,Construction In Progress,-,23.08,-,15.03,-,15.84,-,44.17,-,57.25,-,55.21,-,66.99,-,21.18,95.18,-,-,24.55
