,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2019
22,Pretax Income,16.78,29.07,59.6,71.45,94.37,95.23,83.57,78.41,32.37,20.37,21.48,51.7,49.27,18.88,74.51,98.85,85.89,50.5,51.59,78.21
23,Income Tax Expense,3.03,5.08,13.24,20.28,24.63,22.75,20.26,23.48,5.53,3.98,4.26,11.62,10.88,3.47,18.01,25.22,21.7,11.67,12.35,19.61
24,Earnings From Continuing Operations,13.75,23.99,46.36,51.17,69.74,72.48,63.32,54.92,26.84,16.39,17.22,40.08,38.39,15.41,56.5,73.63,64.19,38.84,39.24,58.6
25,Minority Interest in Earnings,-0.54,-0.27,-0.64,0.57,0.73,-0.18,-0.07,-,-,-,-,0.11,0.14,0.07,0.03,-,-,-,-,-0
26,Net Income,13.21,23.73,45.72,51.74,70.46,72.3,63.25,54.92,26.84,16.39,17.22,40.19,38.52,15.48,56.53,73.63,64.19,38.84,39.24,58.59
27,Net Income to Common,13.21,23.73,45.72,51.74,70.46,72.3,63.25,54.92,26.84,16.39,17.22,40.19,38.52,15.48,56.53,73.63,64.19,38.84,39.24,58.59
28,Net Income Growth,-81.25%,-67.19%,-27.71%,-5.80%,162.55%,341.12%,267.18%,36.66%,-30.33%,5.88%,-69.53%,-45.41%,-39.98%,-60.14%,44.05%,25.66%,-,-,-,-
29,Shares Outstanding (Basic),364,401,416,422,391,402,395,382,369,410,431,402,385,405,353,372,357,353,357,366
30,Shares Outstanding (Diluted),364,401,416,422,391,402,395,382,369,410,431,402,385,405,353,372,357,353,357,366
31,Shares Change (YoY),-7.00%,-0.17%,5.14%,10.48%,6.10%,-1.88%,-8.21%,-4.99%,-4.34%,1.26%,21.89%,8.09%,7.91%,14.62%,-0.97%,1.66%,-,-,-,-
32,EPS (Basic),0.04,0.06,0.11,0.12,0.18,0.18,0.16,0.14,0.07,0.04,0.04,0.10,0.10,0.04,0.16,0.20,0.18,0.11,0.11,0.16
33,EPS (Diluted),0.04,0.06,0.11,0.12,0.18,0.18,0.16,0.14,0.07,0.04,0.04,0.10,0.10,0.04,0.16,0.20,0.18,0.11,0.11,0.16
34,EPS Growth,-79.84%,-67.13%,-31.25%,-14.74%,147.45%,349.58%,300.00%,43.84%,-27.17%,4.57%,-75.00%,-49.50%,-44.38%,-65.23%,45.45%,23.60%,-,-,-,-
35,Free Cash Flow,25.64,-106.39,120.18,90.29,26.78,89.89,1.26,37.98,-28.64,13.28,-6.46,1.59,30.5,-98.95,-60.6,27.48,101.63,68.49,-192.86,-57.16
36,Free Cash Flow Per Share,0.07,-0.27,0.29,0.21,0.07,0.22,0.00,0.10,-0.08,0.03,-0.01,0.00,0.08,-0.24,-0.17,0.07,0.28,0.19,-0.54,-0.16
37,Dividend Per Share,-,-,-,0.280,-,-,-,0.090,-,-,-,0.120,-,-,-,-,-,-,-,-
38,Dividend Growth,-,-,-,211.11%,-,-,-,-25.00%,-,-,-,-,-,-,-,-,-,-,-,-
39,Gross Margin,15.97%,16.66%,17.95%,15.77%,19.47%,18.78%,16.97%,14.78%,11.50%,8.64%,11.47%,12.28%,13.39%,6.03%,20.56%,24.37%,26.56%,21.18%,24.07%,30.20%
40,Operating Margin,5.23%,2.28%,9.79%,6.40%,12.16%,11.37%,12.33%,7.68%,3.49%,0.73%,3.91%,5.05%,7.03%,2.97%,12.77%,13.04%,16.62%,12.96%,14.17%,20.25%
41,Profit Margin,2.18%,4.46%,8.45%,6.85%,9.29%,10.54%,9.87%,6.86%,4.03%,3.73%,3.30%,6.23%,5.97%,2.98%,9.60%,12.05%,11.64%,10.01%,12.11%,15.40%
42,Free Cash Flow Margin,4.23%,-19.98%,22.21%,11.96%,3.53%,13.10%,0.20%,4.75%,-4.30%,3.03%,-1.24%,0.25%,4.72%,-19.03%,-10.29%,4.50%,18.43%,17.65%,-59.53%,-15.02%
43,EBITDA,51.83,33.23,73.07,68.46,110.17,98.13,96.97,79.34,38.9,20.93,36.08,48.18,56.07,29.81,85.88,91.69,101.87,60.24,52.36,82.56
44,EBITDA Margin,8.54%,6.24%,13.51%,9.07%,14.52%,14.30%,15.13%,9.92%,5.84%,4.77%,6.91%,7.47%,8.68%,5.73%,14.58%,15.01%,18.47%,15.52%,16.16%,21.70%
45,D&A For EBITDA,20.12,21.08,20.12,20.12,17.91,20.14,17.91,17.91,15.64,17.72,15.64,15.64,10.67,14.37,10.67,12.05,10.2,9.97,6.45,5.5
46,EBIT,31.71,12.15,52.95,48.34,92.26,77.99,79.06,61.43,23.26,3.22,20.44,32.54,45.41,15.44,75.21,79.64,91.67,50.27,45.92,77.06
47,EBIT Margin,5.23%,2.28%,9.79%,6.40%,12.16%,11.37%,12.33%,7.68%,3.49%,0.73%,3.91%,5.05%,7.03%,2.97%,12.77%,13.04%,16.62%,12.96%,14.17%,20.25%
48,Effective Tax Rate,18.08%,17.47%,22.22%,28.39%,26.10%,23.89%,24.24%,29.95%,17.07%,19.53%,19.82%,22.47%,22.08%,18.39%,24.17%,25.51%,25.27%,23.10%,23.94%,25.08%
49,Revenue as Reported,606.63,532.47,540.97,755.14,758.85,686.23,641.06,800.13,666.37,438.96,522.18,644.92,645.74,519.98,588.85,610.83,551.52,388.06,323.96,380.54
