,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
24,Current Unearned Revenue,-,180.49,160.77,173.7,196.2,177.95,150.24,153.1,53.99,57.99,54.86,41.58,71.16,69.59,68.09,48.76,39.13,-,-,-
25,Other Current Liabilities,-,151.56,51.73,58.21,45.71,73.95,85.12,43.88,34.94,59.45,56.07,86.56,54.67,93.3,71.72,53.66,43.47,-,-,-
26,Total Current Liabilities,-,837.96,667.94,546.55,580.77,537.91,443.74,443.55,321.98,255.97,225.89,231.89,267.05,303.14,323.26,259.52,240.3,-,-,-
27,Long-Term Debt,-,26.5,2,38.85,39.9,42,-,-,-,0.5,60.57,60.57,60.58,60.57,60.57,50.5,30.04,-,-,-
28,Long-Term Leases,-,3.99,3.72,4.59,4.8,3.85,3.4,-,-,-,-,0.08,-,1.78,1.76,-,-,-,-,-
29,Long-Term Unearned Revenue,-,10.67,13.77,6.61,7.33,11.88,14.83,16.13,6.57,7.13,7.53,3.99,6.22,17.61,18.31,2.31,2.53,-,-,-
30,Long-Term Deferred Tax Liabilities,-,4.96,3.42,1.18,1.5,0.77,0.56,-,-,-,-,0.26,0.19,-,-,-,-,-,-,-
31,Other Long-Term Liabilities,-,9.72,13.73,11.97,12.18,9.56,10,8.33,0.13,2.31,2.31,2.31,-,-,-,-,-,-,-,-
32,Total Liabilities,-,893.8,704.58,609.76,646.48,605.98,472.53,468.01,328.68,265.91,296.29,299.1,334.03,383.1,403.89,312.33,272.88,-,-,-
33,Common Stock,-,179.45,120.44,120.44,120.44,120.44,120.44,83.06,76.12,76,76,76,76,76,57,57,57,-,-,-
34,Additional Paid-In Capital,-,1372,1421,1454,1454,1466,1465,1532,550.25,540.94,534.62,527.99,521.15,514.16,28.54,28.54,28.54,-,-,-
35,Retained Earnings,-,1523,1510,1396,1309,1223,1132,1123,1059,1002,938.87,957.18,884.19,820.66,765.29,713.48,657.59,-,-,-
36,Treasury Stock,-,-44.12,-44.12,-79.59,-41.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-,2.64,1.69,2,3.35,0.86,2.32,0.38,-0.01,0.02,-,-,-,-,-,-,-,-,-,-
38,Total Common Equity,3033,3033,3008,2893,2846,2811,2719,2739,1685,1619,1549,1561,1481,1411,850.83,799.02,743.13,-,-,571.95
39,Minority Interest,-,80.76,76.89,67.52,61.27,47.57,14.8,32.41,28.93,26.45,24.19,22.34,11.65,11.37,10.47,10.29,10.29,-,-,-
40,Shareholders' Equity,3114,3114,3085,2961,2907,2858,2734,2771,1714,1646,1574,1584,1493,1422,861.3,809.31,753.42,-,-,571.95
41,Total Liabilities & Equity,-,4008,3790,3570,3554,3464,3207,3239,2043,1912,1870,1883,1827,1805,1265,1122,1026,-,-,-
42,Total Debt,344.36,344.36,188.48,122.31,121.87,51.19,9.02,10.5,12.6,18.59,62.85,63.63,61.14,62.35,62.33,50.5,30.04,-,-,-
43,Net Cash (Debt),889.92,889.92,956.34,945.71,1116,1273,1375,1543,747.55,672.49,699.2,784.81,869.65,884.45,421.87,367.45,392.38,-,-,327.06
44,Net Cash Growth,-20.25%,-30.10%,-30.46%,-38.70%,49.27%,89.32%,96.69%,96.57%,-14.04%,-23.97%,65.74%,113.59%,121.64%,-,-,12.35%,-,-,-,-
45,Net Cash Per Share,4.93,5.02,5.37,5.28,6.24,6.98,7.97,8.72,4.61,4.08,4.26,4.78,5.31,5.85,3.43,2.98,3.18,-,-,2.65
46,Filing Date Shares Outstanding,180.66,178.16,178.16,178.16,178.84,179.45,179.45,179.45,164.45,164.2,164.2,164.2,164.2,164.2,123.15,123.15,164.2,124.43,121.84,123.5
47,Total Common Shares Outstanding,178.16,178.16,178.16,178.16,178.84,179.45,179.45,179.45,164.45,164.2,164.2,164.2,164.2,164.2,123.15,123.15,123.15,124.43,121.84,123.5
48,Working Capital,-,1825,1790,1713,1795,1882,1867,1961,1116,1159,1200,1236,1248,1243,716.79,651.58,591.39,-,-,-
49,Book Value Per Share,17.02,17.02,16.89,16.24,15.91,15.66,15.15,15.26,10.25,9.86,9.44,9.51,9.02,8.59,6.91,6.49,6.03,-,-,4.64
50,Tangible Book Value,2647,2647,2620,2502,2523,2509,2468,2486,1564,1499,1428,1439,1439,1369,808.77,757.02,701.43,-,-,564.36
51,Tangible Book Value Per Share,14.86,14.86,14.70,14.04,14.11,13.98,13.75,13.85,9.51,9.13,8.70,8.76,8.77,8.34,6.57,6.15,5.70,-,-,4.58
52,Buildings,-,-,359.4,-,360.41,-,351.56,-,307.41,-,72.72,-,72.72,-,72.72,-,72.72,-,-,-
53,Machinery,-,-,224.9,-,196.01,-,178.22,-,141.15,-,98.09,-,88.5,-,85.62,-,89.06,-,-,-
54,Construction In Progress,-,-,335.57,-,288.78,-,183.22,-,47.4,-,205.88,-,132.2,-,79.8,-,45.28,-,-,-
