,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,45.49,65.35,41.59,68.15,45.53,36.4,34.3,73.27,46.37,38.87,22.22,72.78,33.86,34.83,20.08,59.48,34.05,32.35,12.22
10,Operating Income,35.69,-2.56,19.92,-1.52,29.18,24.24,-2.92,34.02,50.1,-8.07,15.57,-8.33,46.88,40.19,77.58,51.86,78.55,67.24,46.7
11,Interest Expense,-14.96,-13.64,-12.38,-17.55,-13.13,-8.4,-12.92,-4.07,-12.03,-12.42,-4.94,-6.34,-2.51,-5.49,-0.34,-0.69,-0.41,-0.45,-0.62
12,Interest & Investment Income,1.13,3.03,3.85,9.89,5.22,3.95,8.4,-,9.79,12.7,10.07,18.54,7.46,5.97,3.48,0.31,0.21,0.33,0.14
13,Currency Exchange Gain (Loss),3.46,-3.46,-,3.37,0.46,-0.46,-,0.78,1.31,-1.31,-,-1.08,-0.09,0.09,-,6.34,0.05,-0.05,-
14,Other Non Operating Income (Expenses),-7.58,-0.74,0.04,1.12,-1.25,1.09,-0.21,-0.8,0.02,-0.5,-1.57,2.57,-2.14,-1.94,0.57,-2.14,2.04,0.08,-1.06
15,EBT Excluding Unusual Items,17.74,-17.37,11.43,-4.69,20.49,20.42,-7.66,29.93,49.19,-9.6,19.14,5.37,49.6,38.82,81.28,55.68,80.44,67.15,45.17
16,Gain (Loss) on Sale of Investments,-0.39,0.06,-0.06,-,-,-,-,-,-,-,-,0.13,-0.25,-0.05,-0.82,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.05,-0.02,-,-0.07,0.09,-0.18,-,-0,-,-,-0.11,0.02,-,-0.01,-0.05,-0.37,-,-0.25,0
18,Asset Writedown,-4.64,-,-,-,-2.18,-,-,-,-,-,-,-,-,1.2,-1.2,9.06,-9.06,3.07,-3.6
19,Other Unusual Items,-12.25,12.25,-,22.17,-,-,-,21.08,-,-,-,8.28,-,-,-,7.64,-,-,-
20,Pretax Income,0.41,-5.09,11.37,17.41,18.4,20.24,-7.66,51.01,49.19,-9.6,19.02,13.8,49.35,39.96,79.22,72.01,71.38,69.97,41.57
21,Income Tax Expense,-1.66,-2.05,-1.69,1.44,-4.06,-2.11,-1.97,6.58,7.16,-6.22,2.04,-6.29,8.62,9.98,6.91,10.85,8.82,8.91,5.83
22,Earnings From Continuing Operations,2.07,-3.04,13.06,15.97,22.46,22.35,-5.69,44.43,42.03,-3.38,16.99,20.09,40.73,29.98,72.31,61.15,62.55,61.06,35.74
23,Minority Interest in Earnings,-,-,-,-,-,-,-,0.13,0.11,0.1,0.12,0.28,-,-,-,-,-,-,-
24,Net Income,2.07,-3.04,13.06,15.97,22.46,22.35,-5.69,44.56,42.15,-3.28,17.11,20.37,40.73,29.98,72.31,61.15,62.55,61.06,35.74
25,Net Income to Common,2.07,-3.04,13.06,15.97,22.46,22.35,-5.69,44.56,42.15,-3.28,17.11,20.37,40.73,29.98,72.31,61.15,62.55,61.06,35.74
26,Net Income Growth,-90.76%,-,-,-64.17%,-46.72%,-,-,118.81%,3.46%,-,-76.34%,-66.70%,-34.88%,-50.90%,102.31%,-,-,-,-
27,Shares Outstanding (Basic),120,171,163,198,136,143,190,165,148,175,171,168,169,166,164,139,125,125,123
28,Shares Outstanding (Diluted),120,171,163,198,136,143,190,165,148,175,171,168,169,166,164,139,125,125,123
29,Shares Change (YoY),-12.26%,18.90%,-13.96%,19.89%,-8.11%,-17.80%,10.88%,-1.54%,-12.27%,5.38%,4.12%,20.56%,34.86%,32.53%,33.34%,-,-,-,-
30,EPS (Basic),0.02,-0.02,0.08,0.08,0.16,0.16,-0.03,0.27,0.28,-0.02,0.10,0.12,0.24,0.18,0.44,0.44,0.50,0.49,0.29
31,EPS (Diluted),0.02,-0.02,0.08,0.08,0.16,0.16,-0.03,0.27,0.28,-0.02,0.10,0.12,0.24,0.18,0.44,0.44,0.50,0.49,0.29
32,EPS Growth,-89.47%,-,-,-70.12%,-42.01%,-,-,122.24%,17.93%,-,-77.27%,-72.38%,-51.71%,-62.96%,51.72%,-,-,-,-
33,Free Cash Flow,29.45,-155.24,-136.58,-109.83,-77.96,-43.85,-126.01,-115.1,-40.44,11.31,-53.43,-125.72,-41.12,-31.21,74.18,-94.69,-102.02,34.94,72.64
34,Free Cash Flow Per Share,0.25,-0.91,-0.84,-0.55,-0.57,-0.31,-0.66,-0.70,-0.27,0.06,-0.31,-0.75,-0.24,-0.19,0.45,-0.68,-0.81,0.28,0.59
35,Dividend Per Share,-,-,-,-,-,-,-,0.100,-,-,-,0.300,-,-,-,0.750,-,-,-
36,Dividend Growth,-,-,-,-,-,-,-,-66.67%,-,-,-,-60.00%,-,-,-,-,-,-,-
37,Gross Margin,26.06%,25.92%,27.44%,23.85%,29.03%,27.57%,21.04%,33.33%,38.01%,21.29%,27.96%,26.14%,40.11%,44.28%,47.99%,46.25%,50.57%,45.44%,46.88%
38,Operating Margin,11.46%,-1.06%,8.89%,-0.54%,11.34%,11.02%,-1.96%,10.57%,19.74%,-5.57%,11.52%,-3.38%,23.29%,23.72%,38.12%,21.54%,35.28%,30.68%,37.16%
39,Profit Margin,0.67%,-1.26%,5.83%,5.72%,8.73%,10.16%,-3.82%,13.84%,16.61%,-2.27%,12.66%,8.26%,20.23%,17.70%,35.53%,25.40%,28.10%,27.86%,28.44%
40,Free Cash Flow Margin,9.45%,-64.09%,-60.94%,-39.32%,-30.30%,-19.94%,-84.48%,-35.76%,-15.93%,7.82%,-39.54%,-50.99%,-20.43%,-18.43%,36.45%,-39.33%,-45.82%,15.94%,57.80%
41,EBITDA,50.44,13.66,34.67,13.23,40.83,39.03,8.73,45.68,59.61,2.84,25.08,1.19,54.13,49.08,84.83,59.11,84.38,74.11,52.53
42,EBITDA Margin,16.19%,5.64%,15.47%,4.74%,15.87%,17.75%,5.85%,14.19%,23.49%,1.96%,18.56%,0.48%,26.89%,28.97%,41.68%,24.55%,37.90%,33.81%,41.80%
43,D&A For EBITDA,14.75,16.22,14.75,14.75,11.65,14.79,11.65,11.65,9.52,10.91,9.52,9.52,7.25,8.89,7.25,7.25,5.83,6.87,5.83
44,EBIT,35.69,-2.56,19.92,-1.52,29.18,24.24,-2.92,34.02,50.1,-8.07,15.57,-8.33,46.88,40.19,77.58,51.86,78.55,67.24,46.7
45,EBIT Margin,11.46%,-1.06%,8.89%,-0.54%,11.34%,11.02%,-1.96%,10.57%,19.74%,-5.57%,11.52%,-3.38%,23.29%,23.72%,38.12%,21.54%,35.28%,30.68%,37.16%
46,Effective Tax Rate,-,-,-,8.28%,-,-,-,12.89%,14.55%,-,10.70%,-,17.46%,24.98%,8.72%,15.07%,12.36%,12.74%,14.02%
47,Revenue as Reported,311.5,242.23,224.14,279.33,257.32,219.92,149.16,321.9,253.81,144.7,135.14,246.55,201.31,169.4,203.51,240.74,222.64,219.17,125.68
