,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
34,Treasury Stock,-35.05,-35.05,-34.02,-7.05,-7.05,-7.05,-111.57,-31.55,-20.96,-10.58,-10.58,-10.58,-,-,-,-,-,-,-
35,Comprehensive Income & Other,135.58,139.58,144.65,143.1,142.42,143.2,143.64,143.71,171.13,171.11,0.68,0.56,0.25,0.09,-0.01,-0.15,-,-0.11,-
36,Total Common Equity,1854,1856,1864,1876,1859,1854,1831,1918,1911,1880,1765,1746,1725,1684,1778,1706,-,710.31,613.59
37,Minority Interest,-,-,-,-,-,-,-,-,16.63,16.75,16.84,16.96,-,-,-,-,-,-,-
38,Shareholders' Equity,1854,1856,1864,1876,1859,1854,1831,1918,1928,1896,1782,1763,1725,1684,1778,1706,-,710.31,613.59
39,Total Liabilities & Equity,3656,3551,3545,3440,3350,3183,3233,3324,3285,3136,2581,2669,2446,2358,2243,2133,-,1054,-
40,Total Debt,1206,1101,1061,1045,982.12,920.4,933.98,921.64,925.57,867.49,434.24,455.84,339.08,336.53,126.63,29.31,-,34.69,79.46
41,Net Cash (Debt),-656.83,-623.81,-401.17,-266.1,-120.09,-22.8,59.52,243.13,406.91,444.44,316.61,375.5,581.02,631.79,778.96,740.65,-,58.9,-45.77
42,Net Cash Growth,-,-,-,-,-,-,-81.20%,-35.25%,-29.97%,-29.65%,-59.35%,-49.30%,-,972.62%,-,-,-,-,-
43,Net Cash Per Share,-5.50,-3.66,-2.46,-1.34,-0.88,-0.16,0.31,1.47,2.75,2.55,1.85,2.24,3.44,3.81,4.74,5.32,-,0.47,-0.37
44,Filing Date Shares Outstanding,161.06,161.06,161.14,158.68,136.2,143.47,189.72,165.6,148.23,166,166,166,166,166,166,166,125.28,124.5,123.25
45,Total Common Shares Outstanding,161.06,161.06,161.14,158.68,136.2,143.47,189.72,165.6,148.23,166,166,166,166,166,166,166,125.28,124.5,123.25
46,Working Capital,1195,1251,1333,1385,1447,1579,1513,1688,1741,1816,1112,1178,1209,1192,1320,1277,-,411.79,-
47,Book Value Per Share,11.51,11.52,11.57,11.82,13.65,12.92,9.65,11.58,11.07,11.32,10.63,10.52,10.39,10.14,10.71,10.28,-,5.71,4.93
48,Tangible Book Value,1711,1712,1719,1730,1712,1706,1682,1767,1773,1760,1658,1639,1618,1601,1695,1622,-,626.3,527.96
49,Tangible Book Value Per Share,10.62,10.63,10.67,10.90,12.57,11.89,8.87,10.67,10.27,10.60,9.99,9.87,9.75,9.65,10.21,9.77,-,5.03,4.24
50,Buildings,-,282.3,-,249.58,-,247.61,-,241.58,-,191.51,-,189.68,-,134.05,-,133.64,-,126.87,-
51,Machinery,-,468.33,-,426.03,-,410.28,-,397.2,-,296.75,-,280.99,-,255.19,-,218,-,165.09,-
52,Construction In Progress,-,654.58,-,556.37,-,334.28,-,179.14,-,177.18,-,147.2,-,144.84,-,157.64,-,101.47,-
